"Achnanthes","Amphora","Bacteria","Capnia vidua","Clinocera stagnalis","Cocconeis","CPOM","Cricotopus sp. A","Cymbella","Diamesa bertrami","Diamesa zernyi","Diatoma","Dicranota exclusa","Eukiefferiella minor","Eunotia","Filamentous algae","FPOM","Fragilaria","Frustulia","Fungi","Green algae","Macrophytes","Meridion","Mesoveliidae indet. sp. A","Metriocnemus sp. A","Micropsectra atrofasciata","Navicula","Nitzschia","Oligochaeta indet.","Orthocladius sp.","Pinnularia","Potamophylax cingulatus","Prionocera turcica","Rheocricotopus effesus","Sperchon glandulosus","Synedra","Terrestrial","Thienemanniella sp."
0,0,0,0.0380075952141797,0,0,0,0.0380075952141797,0,0.0380075952141797,0.0380075952141797,0,0.0380075952141797,0.0380075952141797,0,0,0,0,0,0,0,0,0,0,0.0380075952141797,0.0380075952141797,0,0,0.0380075952141797,0.0380075952141797,0,0.0380075952141797,0.0380075952141797,0.0380075952141797,0,0,0,0.0380075952141797
0,0,0,0.2762667087544,0,0,0,0.2762667087544,0,0.2762667087544,0.2762667087544,0,0.2762667087544,0.2762667087544,0,0,0,0,0,0,0,0,0,0,0.2762667087544,0.2762667087544,0,0,0.2762667087544,0.2762667087544,0,0,0.2762667087544,0.2762667087544,0,0,0,0.2762667087544
0,0,0,1.17428330064193,0,0,0,1.17428330064193,0,1.17416442998032,1.17416442998032,0,1.17428330064193,1.17428330064193,0,0,0,0,0,0,0,0,0,0,1.17428330064193,1.16958617655901,0,0,1.17428330064193,1.1694673058974,0,0.913039150339377,1.17428330064193,1.17428330064193,0.301485406760993,0,0,1.1694673058974
0,0,0,1.46785412580241,0,0,0,1.46785412580241,0,1.4677055374754,1.4677055374754,0,1.46785412580241,1.46785412580241,0,0,0,0,0,0,0,0,0,0,1.46785412580241,1.46198272069876,0,0,1.46785412580241,1.46183413237175,0,1.14129893792422,1.46785412580241,1.46785412580241,0.376856758451241,0,0,1.46183413237175
0,0,0,1.46785412580241,0,0,0,1.46785412580241,0,1.4677055374754,1.4677055374754,0,1.46785412580241,1.46785412580241,0,0,0,0,0,0,0,0,0,0,1.46785412580241,1.46198272069876,0,0,1.46785412580241,1.46183413237175,0,1.14129893792422,1.46785412580241,1.46785412580241,0.376856758451241,0,0,1.46183413237175
0,0,0,0.2357653782988,0,0,0,0.2357653782988,0,0.2357653782988,0.2357653782988,0,0.2357653782988,0.2357653782988,0,0,0,0,0,0,0,0,0,0,0.2357653782988,0.2357653782988,0,0,0.2357653782988,0.2357653782988,0,0.2357653782988,0.2357653782988,0.2357653782988,0.2357653782988,0,0,0.2357653782988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.001329776288,0,0,0,0,0,0,0,0.001329776288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00862456192,0,0,0,0,0,0,0,0.00862456192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862456192,0,0,0,0,0,0
0,0,0,0.0289265278683343,0,0,0,0.0289265278683343,0,0.0289265278683343,0.0289265278683343,0,0.0289265278683343,0.0289265278683343,0,0,0,0,0,0,0,0,0,0,0.0289265278683343,0.0289265278683343,0,0,0.0289265278683343,0.0289265278683343,0,0,0.0289265278683343,0.0289265278683343,0,0,0,0.0289265278683343
0,0,0,0.0010057258857884,0,0,0,0.0010057258857884,0,0.0010057258857884,0.0010057258857884,0,0.0010057258857884,0.0010057258857884,0,0,0,0,0,0,0,0,0,0,0.0010057258857884,0.0010057258857884,0,0,0.0010057258857884,0.0010057258857884,0,0,0.0010057258857884,0.0010057258857884,0,0,0,0.0010057258857884
0,0,0,0,0,0,0,0,0,0,0,0,0.09057345936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.000405090592,0,0,0,0,0,0,0,0.000405090592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000405090592,0,0,0,0,0,0
0,0,0,0.00014858832701056,0,0,0,0.00014858832701056,0,0,0,0,0.00014858832701056,0.00014858832701056,0,0,0,0,0,0,0,0,0,0,0.00014858832701056,0.00014858832701056,0,0,0.00014858832701056,0,0,0,0.00014858832701056,0.00014858832701056,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00022579768,0,0,0,0,0,0,0,0.00022579768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022579768,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038337274352,0,0,0,0,0,0
0,0,0,0.0115090240188,0,0,0,0.0115090240188,0,0.0115090240188,0.0115090240188,0,0.0115090240188,0.0115090240188,0,0,0,0,0,0,0,0,0,0,0.0115090240188,0.0115090240188,0,0,0.0115090240188,0.0115090240188,0,0.0115090240188,0.0115090240188,0.0115090240188,0,0,0,0.0115090240188
0,0,0,1.17428330064193,0,0,0,1.17428330064193,0,1.17416442998032,1.17416442998032,0,1.17428330064193,1.17428330064193,0,0,0,0,0,0,0,0,0,1,1.17428330064193,1.16958617655901,0,0,1.17428330064193,1.1694673058974,0,0.913039150339377,1.17428330064193,1.17428330064193,0.301485406760993,0,0,1.1694673058974
0,0,0,0,0.031637893536,0,0,0,0,0,0,0,0.031637893536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031637893536,0,0,0,0,0,0
