"Achnanthes","Amphora","Bacteria","Caloneis","Chaetocladius sp.","Clinocera stagnalis","Cocconeis","CPOM","Cricotopus sp. B","Cymbella","Diatoma","Diploneis","Epithemia","Eukiefferiella minor","Filamentous algae","FPOM","Fragilaria","Frustulia","Fungi","Gomphonema","Green algae","Limnophora riparia","Melosira","Meridion","Metriocnemus sp. B","Micropsectra atrofasciata","Navicula","Nitzschia","Oligochaeta indet.","Pinnularia","Procladius islandicus","Radix balthica","Rheocricotopus effesus","Rhoicosphenia","Rhopalodia","Scatella sp.","Simulium aureum","Simulium vittatum","Sperchon glandulosus","Surirella","Synedra","Terrestrial","Thienemanniella sp."
0,0,0,0,0.0308436748257,0,0,0,0.0308436748257,0,0,0,0,0.0308436748257,0,0,0,0,0,0,0,0.0308436748257,0,0,0.0308436748257,0.0308436748257,0,0,0.0308436748257,0,0.0308436748257,0.0308436748257,0.0308436748257,0,0,0,0.0308436748257,0.0308436748257,0,0,0,0,0.0308436748257
0,0,0,0,0.03096283055168,0,0,0,0.03096283055168,0,0,0,0,0.03096283055168,0,0,0,0,0,0,0,0,0,0,0.03096283055168,0,0,0,0.03096283055168,0,0.03096283055168,0.03096283055168,0.03096283055168,0,0,0,0.03096283055168,0.03096283055168,0,0,0,0,0.03096283055168
0,0,0,0,0.05940954302656,0,0,0,0.05940954302656,0,0,0,0,0.05940954302656,0,0,0,0,0,0,0,0,0,0,0.05940954302656,0.05940954302656,0,0,0.05940954302656,0,0.05940954302656,0.05940954302656,0.05940954302656,0,0,0,0.05940954302656,0.05940954302656,0,0,0,0,0.05940954302656
0,0,0,0,0,0.15485810408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15485810408,0,0,0,0,0,0,0,0,0.15485810408,0,0,0,0,0,0.15485810408,0.15485810408,0,0,0,0,0
0,0,0,0,0.52581548396011,0,0,0,0.52581548396011,0,0,0,0,0.52581548396011,0,0,0,0,0,0,0,0.12625411241706,0,0,0.52581548396011,0.46957562208867,0,0,0.52581548396011,0,0.52581548396011,0.50053845264035,0.52581548396011,0,0,0,0.52581548396011,0.52581548396011,0.150166814215123,0,0,0,0.498342704543991
0,0,0,0,0.315489290376066,0,0,0,0.315489290376066,0,0,0,0,0.315489290376066,0,0,0,0,0,0,0,0.075752467450236,0,0,0.315489290376066,0.281745373253202,0,0,0.315489290376066,0,0.315489290376066,0.30032307158421,0.315489290376066,0,0,1,0.315489290376066,0.315489290376066,0.0901000885290739,0,0,0,0.299005622726394
0,0,0,0,0.00969034662796043,0,0,0,0.00969034662796043,0,0,0,0,0.00969034662796043,0,0,0,0,0,0,0,0,0,0,0.00969034662796043,0.00969034662796043,0,0,0.00969034662796043,0,0.00969034662796043,0.00969034662796043,0.00969034662796043,0,0,0,0.00969034662796043,0.00969034662796043,0,0,0,0,0.00969034662796043
0,0,0,0,0.01924318530288,0,0,0,0.01924318530288,0,0,0,0,0.01924318530288,0,0,0,0,0,0,0,0,0,0,0.01924318530288,0.01924318530288,0,0,0.01924318530288,0,0.01924318530288,0.01924318530288,0.01924318530288,0,0,0,0.01924318530288,0.01924318530288,0,0,0,0,0.01924318530288
0,0,0,0,0.315489290376066,0,0,0,0.315489290376066,0,0,0,0,0.315489290376066,0,0,0,0,0,0,0,0.075752467450236,0,0,0.315489290376066,0.281745373253202,0,0,0.315489290376066,0,0.315489290376066,0.30032307158421,0.315489290376066,0,0,0,0.315489290376066,0.315489290376066,0.0901000885290739,0,0,0,0.299005622726394
0,0,0,0,0.00273449265973752,0,0,0,0.00273449265973752,0,0,0,0,0.00273449265973752,0,0,0,0,0,0,0,0,0,0,0.00273449265973752,0.00273449265973752,0,0,0.00273449265973752,0,0.00273449265973752,0.00273449265973752,0.00273449265973752,0,0,0,0.00273449265973752,0.00273449265973752,0,0,0,0,0.00273449265973752
0,0,0,0,0.52581548396011,0,0,0,0.52581548396011,0,0,0,0,0.52581548396011,0,0,0,0,0,0,0,0.12625411241706,0,0,0.52581548396011,0.46957562208867,0,0,0.52581548396011,0,0.52581548396011,0.50053845264035,0.52581548396011,0,0,0,0.52581548396011,0.52581548396011,0.150166814215123,0,0,0,0.498342704543991
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0018917984646,0,0,0,0.0018917984646,0,0,0,0,0.0018917984646,0,0,0,0,0,0,0,0,0,0,0.0018917984646,0.0018917984646,0,0,0.0018917984646,0,0.0018917984646,0.0018917984646,0.0018917984646,0,0,0,0.0018917984646,0.0018917984646,0,0,0,0,0.0018917984646
0,0,0,0,0.06948397779456,0,0,0,0.06948397779456,0,0,0,0,0.06948397779456,0,0,0,0,0,0,0,0,0,0,0.06948397779456,0.06948397779456,0,0,0.06948397779456,0,0.06948397779456,0.06948397779456,0.06948397779456,0,0,0,0.06948397779456,0.06948397779456,0.06948397779456,0,0,0,0.06948397779456
0,0,0,0,0,0.000234156512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234156512,0,0,0,0,0,0,0,0,0.000234156512,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.21479195328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21479195328,0,0,0,0,0,0,0,0,0.21479195328,0,0,0,0,0,0.21479195328,0.21479195328,0,0,0,0,0
0,0,0,0,0.0482976867009824,0,0,0,0.0482976867009824,0,0,0,0,0.0482976867009824,0,0,0,0,0,0,0,0,0,0,0.0482976867009824,0.0482976867009824,0,0,0.0482976867009824,0,0.0482976867009824,0.0482976867009824,0.0482976867009824,0,0,0,0.0482976867009824,0.0482976867009824,0,0,0,0,0.0482976867009824
0,0,0,0,0.00170495970930036,0,0,0,0.00170495970930036,0,0,0,0,0.00170495970930036,0,0,0,0,0,0,0,0,0,0,0.00170495970930036,0.00170495970930036,0,0,0.00170495970930036,0,0.00170495970930036,0.00170495970930036,0.00170495970930036,0,0,0,0.00170495970930036,0.00170495970930036,0,0,0,0,0.00170495970930036
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391986558352,0,0,0,0,0,0,0,0,0.391986558352,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0025694366819592,0,0,0,0.0025694366819592,0,0,0,0,0.0025694366819592,0,0,0,0,0,0,0,0,0,0,0.0025694366819592,0.0025694366819592,0,0,0.0025694366819592,0,0.0025694366819592,0.0025694366819592,0.0025694366819592,0,0,0,0.0025694366819592,0.0025694366819592,0,0,0,0,0
0,0,0,0,0,0.040432740352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040432740352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00232604496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232604496,0,0,0,0,0,0,0,0,0.00232604496,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.000197252540766,0,0,0,0.000197252540766,0,0,0,0,0.000197252540766,0,0,0,0,0,0,0,0,0,0,0.000197252540766,0.000197252540766,0,0,0.000197252540766,0,0.000197252540766,0.000197252540766,0.000197252540766,0,0,0,0.000197252540766,0.000197252540766,0,0,0,0,0.000197252540766
0,0,0,0,0.04526247195216,0,0,0,0.04526247195216,0,0,0,0,0.04526247195216,0,0,0,0,0,0,0,0,0,0,0.04526247195216,0.04526247195216,0,0,0.04526247195216,0,0.04526247195216,0.04526247195216,0.04526247195216,0,0,0,0.04526247195216,0.04526247195216,0,0,0,0,0.04526247195216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.033445997024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033445997024,0,0,0,0,0,0,0,0,0.033445997024,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.01473225024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01473225024,0,0,0,0,0,0,0,0,0.01473225024,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0003736885856,0,0,0,0.0003736885856,0,0,0,0,0.0003736885856,0,0,0,0,0,0,0,0,0,0,0.0003736885856,0,0,0,0.0003736885856,0,0.0003736885856,0,0.0003736885856,0,0,0,0.0003736885856,0.0003736885856,0,0,0,0,0.0003736885856
0,0,0,0,0.09541043759136,0,0,0,0.09541043759136,0,0,0,0,0.09541043759136,0,0,0,0,0,0,0,0.09541043759136,0,0,0.09541043759136,0.09541043759136,0,0,0.09541043759136,0,0.09541043759136,0.09541043759136,0.09541043759136,0,0,0,0.09541043759136,0.09541043759136,0,0,0,0,0.09541043759136
0,0,0,0,0.315489290376066,0,0,0,0.315489290376066,0,0,0,0,0.315489290376066,0,0,0,0,0,0,0,0.075752467450236,0,0,0.315489290376066,0.281745373253202,0,0,0.315489290376066,0,0.315489290376066,0.30032307158421,0.315489290376066,0,0,0,0.315489290376066,0.315489290376066,0.0901000885290739,0,0,0,0.299005622726394
0,0,0,0,0,0.03428584488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03428584488,0,0,0,0,0,0,0,0,0.03428584488,0,0,0,0,0,0.03428584488,0.03428584488,0,0,0,0,0
