,Lake_species,Taxa.x,study.site,foodweb.name,taxonomy,taxonomy.level,common,lifestage,metabolic.type,movement.type,mass.mean.g.,geographic.location,longitude,latitude,ecosystem.type,altitude,include,notes,lake_database,Taxa.y,Count.of.Lake_species,Sum.of.phyto_density_ind_ml,Sum.of.zoop_density_ind_m3,Sum.of.fish_number,Sum.of.effort_h,CPUE,density,species_type,logN,logM,logCPUE,logCPUE.pred,log10.density.comb,density.comb,biomass,biomass_units
11,Alford lake_Chydorus bicornutus,Chydorus bicornutus,Adirondack lakes,Alford lake,Chydorus bicornutus,species,water flea,NA,invertebrate,swimming,2.18E-06,USA,-74.04,44.26,lakes,596,1,,Alford lake,Chydorus bicornutus,1,0,56,0,0,NA,5.60E-05,zooplankton,-4.251811973,-5.661543506,NA,NA,-4.251811973,5.60E-05,1.22E-10,g.ml
12,Alford lake_Chydorus sphaericus,Chydorus sphaericus,Adirondack lakes,Alford lake,Chydorus sphaericus,species,water flea,NA,invertebrate,swimming,2.18E-06,USA,-74.04,44.26,lakes,596,1,,Alford lake,Chydorus sphaericus,1,0,1583,0,0,NA,0.001583,zooplankton,-2.800519085,-5.661543506,NA,NA,-2.800519085,0.001583,3.45E-09,g.ml
13,Alford lake_Conochiloides unicornis,Conochiloides unicornis,Adirondack lakes,Alford lake,Conochiloides unicornis,species,rotifer,NA,invertebrate,swimming,3.18E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Conochiloides unicornis,1,0,6250,0,0,NA,0.00625,zooplankton,-2.204119983,-6.49757288,NA,NA,-2.204119983,0.00625,1.99E-09,g.ml
14,Alford lake_copepod nauplii,copepod nauplii,Adirondack lakes,Alford lake,copepod nauplii,NA,copepod,nauplii,invertebrate,swimming,2.80E-06,USA,-74.04,44.26,lakes,596,1,,Alford lake,copepod nauplii,1,0,159375,0,0,NA,0.159375,zooplankton,-0.797579802,-5.552841969,NA,NA,-0.797579802,0.159375,4.46E-07,g.ml
15,Alford lake_Cosmarium sp.,Cosmarium sp.,Adirondack lakes,Alford lake,Cosmarium sp.,genus,phytoplankton,NA,primary producer,floating,3.49E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Cosmarium sp.,1,3.5,0,0,0,NA,3.5,phytoplankton,0.544068044,-9.457174573,NA,NA,0.544068044,3.5,1.22E-09,g.ml
16,Alford lake_Cryptomonas ovata,Cryptomonas ovata,Adirondack lakes,Alford lake,Cryptomonas ovata,species,phytoplankton,NA,primary producer,floating,4.75E-11,USA,-74.04,44.26,lakes,596,1,,Alford lake,Cryptomonas ovata,1,3.5,0,0,0,NA,3.5,phytoplankton,0.544068044,-10.32330639,NA,NA,0.544068044,3.5,1.66E-10,g.ml
17,Alford lake_Cyclops vernalis,Cyclops vernalis,Adirondack lakes,Alford lake,Cyclops vernalis,species,copepod,NA,invertebrate,swimming,2.24E-05,USA,-74.04,44.26,lakes,596,1,,Alford lake,Cyclops vernalis,1,0,194,0,0,NA,0.000194,zooplankton,-3.71219827,-4.649751982,NA,NA,-3.71219827,0.000194,4.35E-09,g.ml
18,Alford lake_Diaphanosoma birgei,Diaphanosoma birgei,Adirondack lakes,Alford lake,Diaphanosoma birgei,species,cladocera,NA,invertebrate,swimming,4.01E-05,USA,-74.04,44.26,lakes,596,1,,Alford lake,Diaphanosoma birgei,1,0,4764,0,0,NA,0.004764,zooplankton,-2.322028247,-4.396855627,NA,NA,-2.322028247,0.004764,1.91E-07,g.ml
19,Alford lake_Diaptomus minutus,Diaptomus minutus,Adirondack lakes,Alford lake,Diaptomus minutus,species,copepod,NA,invertebrate,swimming,1.44E-05,USA,-74.04,44.26,lakes,596,1,,Alford lake,Diaptomus minutus,1,0,4776,0,0,NA,0.004776,zooplankton,-2.320935682,-4.841637508,NA,NA,-2.320935682,0.004776,6.88E-08,g.ml
20,Alford lake_Dinobryon sertularia,Dinobryon sertularia,Adirondack lakes,Alford lake,Dinobryon sertularia,species,golden-brown algae,NA,primary producer,floating,1.36E-09,USA,-74.04,44.26,lakes,596,1,,Alford lake,Dinobryon sertularia,1,7664,0,0,0,NA,7664,phytoplankton,3.884455496,-8.866461092,NA,NA,3.884455496,7664,1.04E-05,g.ml
21,Alford lake_Dinobryon sp.,Dinobryon sp.,Adirondack lakes,Alford lake,Dinobryon sp.,genus,golden-brown algae,NA,primary producer,floating,1.36E-09,USA,-74.04,44.26,lakes,596,1,,Alford lake,Dinobryon sp.,2,4475.9,0,0,0,NA,4475.9,phytoplankton,3.650880375,-8.866461092,NA,NA,3.650880375,4475.9,6.09E-06,g.ml
22,Alford lake_Epishura lacustris,Epishura lacustris,Adirondack lakes,Alford lake,Epishura lacustris,species,copepod,NA,invertebrate,swimming,0.000122,USA,-74.04,44.26,lakes,596,1,,Alford lake,Epishura lacustris,1,0,14,0,0,NA,1.40E-05,zooplankton,-4.853871964,-3.913640169,NA,NA,-4.853871964,1.40E-05,1.71E-09,g.ml
23,Alford lake_fish eggs,fish eggs,Adirondack lakes,Alford lake,fish eggs,NA,NA,larvae,ectotherm vertebrate,floating,0.0201,USA,-74.04,44.26,lakes,596,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fish,NA,-1.696803943,NA,NA,NA,NA,NA,g.ml
24,Alford lake_fish fry,fish fry,Adirondack lakes,Alford lake,fish fry,NA,NA,larvae,ectotherm vertebrate,swimming,0.016,USA,-74.04,44.26,lakes,596,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fish,NA,-1.795880017,NA,NA,-5.559660317,2.76E-06,4.41E-08,g.ml
25,Alford lake_Gastropus stylifer,Gastropus stylifer,Adirondack lakes,Alford lake,Gastropus stylifer,species,rotifer,NA,invertebrate,swimming,8.55E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Gastropus stylifer,1,0,160156,0,0,NA,0.160156,zooplankton,-0.795456787,-6.068033885,NA,NA,-0.795456787,0.160156,1.37E-07,g.ml
26,Alford lake_Holopedium gibberum,Holopedium gibberum,Adirondack lakes,Alford lake,Holopedium gibberum,species,cladocera,NA,invertebrate,swimming,6.82E-05,USA,-74.04,44.26,lakes,596,1,,Alford lake,Holopedium gibberum,1,0,14,0,0,NA,1.40E-05,zooplankton,-4.853871964,-4.166215625,NA,NA,-4.853871964,1.40E-05,9.55E-10,g.ml
27,Alford lake_Ictalurus nebulosus,Ictalurus nebulosus,Adirondack lakes,Alford lake,Ictalurus nebulosus,species,brown bullhead,NA,ectotherm vertebrate,swimming,52,USA,-74.04,44.26,lakes,596,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fish,NA,1.716003344,NA,NA,NA,NA,NA,g.ml
28,Alford lake_Kelicottia bostoniensis,Kelicottia bostoniensis,Adirondack lakes,Alford lake,Kelicottia bostoniensis,species,rotifer,NA,invertebrate,swimming,2.00E-08,USA,-74.04,44.26,lakes,596,1,,Alford lake,Kelicottia bostoniensis,1,0,3125,0,0,NA,0.003125,zooplankton,-2.505149978,-7.698970004,NA,NA,-2.505149978,0.003125,6.25E-11,g.ml
29,Alford lake_Keratella crassa,Keratella crassa,Adirondack lakes,Alford lake,Keratella crassa,species,rotifer,NA,invertebrate,swimming,1.89E-06,USA,-74.04,44.26,lakes,596,1,,Alford lake,Keratella crassa,1,0,656250,0,0,NA,0.65625,zooplankton,-0.182930684,-5.723538196,NA,NA,-0.182930684,0.65625,1.24E-06,g.ml
30,Alford lake_Keratella taurocephala,Keratella taurocephala,Adirondack lakes,Alford lake,Keratella taurocephala,species,rotifer,NA,invertebrate,swimming,1.00E-08,USA,-74.04,44.26,lakes,596,1,,Alford lake,Keratella taurocephala,1,0,1706250,0,0,NA,1.70625,zooplankton,0.232042664,-8,NA,NA,0.232042664,1.70625,1.71E-08,g.ml
31,Alford lake_Keriphyron sp.,Keriphyron sp.,Adirondack lakes,Alford lake,Keriphyron sp.,genus,NA,NA,primary producer,floating,1.05E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Keriphyron sp.,1,15.2,0,0,0,NA,15.2,phytoplankton,1.181843588,-9.978810701,NA,NA,1.181843588,15.2,1.60E-09,g.ml
32,Alford lake_Lecane sp.,Lecane sp.,Adirondack lakes,Alford lake,Lecane sp.,genus,rotifer,NA,invertebrate,swimming,3.18E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Lecane sp.,1,0,781,0,0,NA,0.000781,zooplankton,-3.107348966,-6.49757288,NA,NA,-3.107348966,0.000781,2.48E-10,g.ml
33,Alford lake_Mallomonas sp.,Mallomonas sp.,Adirondack lakes,Alford lake,Mallomonas sp.,genus,golden-brown algae,NA,primary producer,floating,5.65E-09,USA,-74.04,44.26,lakes,596,1,,Alford lake,Mallomonas sp.,3,33.9,0,0,0,NA,33.9,phytoplankton,1.530199698,-8.247951552,NA,NA,1.530199698,33.9,1.92E-07,g.ml
34,Alford lake_Merismopedia punctata,Merismopedia punctata,Adirondack lakes,Alford lake,Merismopedia punctata,species,cyanobacteria,NA,primary producer,floating,2.41E-11,USA,-74.04,44.26,lakes,596,1,,Alford lake,Merismopedia punctata,1,28,0,0,0,NA,28,phytoplankton,1.447158031,-10.61798296,NA,NA,1.447158031,28,6.75E-10,g.ml
35,Alford lake_Notemigonus crysoleucas,Notemigonus crysoleucas,Adirondack lakes,Alford lake,Notemigonus crysoleucas,species,golden shiner,NA,ectotherm vertebrate,swimming,7,USA,-74.04,44.26,lakes,596,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fish,NA,0.84509804,NA,NA,NA,NA,NA,g.ml
36,Alford lake_Oocyctis sp.,Oocyctis sp.,Adirondack lakes,Alford lake,Oocyctis sp.,genus,green algae,NA,primary producer,floating,8.61E-08,USA,-74.04,44.26,lakes,596,1,,Alford lake,Oocyctis sp.,1,42,0,0,0,NA,42,phytoplankton,1.62324929,-7.064996849,NA,NA,1.62324929,42,3.62E-06,g.ml
37,Alford lake_Ophryoxus gracilis,Ophryoxus gracilis,Adirondack lakes,Alford lake,Ophryoxus gracilis,species,cladocera,NA,invertebrate,swimming,4.90E-05,USA,-74.04,44.26,lakes,596,1,,Alford lake,Ophryoxus gracilis,1,0,125,0,0,NA,0.000125,zooplankton,-3.903089987,-4.30980392,NA,NA,-3.903089987,0.000125,6.13E-09,g.ml
38,Alford lake_Pediastrum tetras,Pediastrum tetras,Adirondack lakes,Alford lake,Pediastrum tetras,species,green algae,NA,primary producer,floating,4.91E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Pediastrum tetras,1,14,0,0,0,NA,14,phytoplankton,1.146128036,-9.308918508,NA,NA,1.146128036,14,6.87E-09,g.ml
39,Alford lake_Peridinium inconspicuum,Peridinium inconspicuum,Adirondack lakes,Alford lake,Peridinium inconspicuum,species,dinoflagellate,NA,primary producer,swimming,5.60E-08,USA,-74.04,44.26,lakes,596,1,,Alford lake,Peridinium inconspicuum,1,15.8,0,0,0,NA,15.8,phytoplankton,1.198657087,-7.251811973,NA,NA,1.198657087,15.8,8.85E-07,g.ml
40,Alford lake_Peridinium limbatum,Peridinium limbatum,Adirondack lakes,Alford lake,Peridinium limbatum,species,dinoflagellate,NA,primary producer,swimming,5.60E-08,USA,-74.04,44.26,lakes,596,1,,Alford lake,Peridinium limbatum,1,3.5,0,0,0,NA,3.5,phytoplankton,0.544068044,-7.251811973,NA,NA,0.544068044,3.5,1.96E-07,g.ml
41,Alford lake_Peridinium wisconsinense,Peridinium wisconsinense,Adirondack lakes,Alford lake,Peridinium wisconsinense,species,dinoflagellate,NA,primary producer,swimming,5.60E-08,USA,-74.04,44.26,lakes,596,1,,Alford lake,Peridinium wisconsinense,1,70,0,0,0,NA,70,phytoplankton,1.84509804,-7.251811973,NA,NA,1.84509804,70,3.92E-06,g.ml
42,Alford lake_Ploesoma hudsoni,Ploesoma hudsoni,Adirondack lakes,Alford lake,Ploesoma hudsoni,species,rotifer,NA,invertebrate,swimming,2.18E-06,USA,-74.04,44.26,lakes,596,1,,Alford lake,Ploesoma hudsoni,1,0,7812,0,0,NA,0.007812,zooplankton,-2.107237765,-5.661543506,NA,NA,-2.107237765,0.007812,1.70E-08,g.ml
43,Alford lake_Ploesoma truncatum,Ploesoma truncatum,Adirondack lakes,Alford lake,Ploesoma truncatum,species,rotifer,NA,invertebrate,swimming,4.92E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Ploesoma truncatum,1,0,30469,0,0,NA,0.030469,zooplankton,-1.516141799,-6.308034897,NA,NA,-1.516141799,0.030469,1.50E-08,g.ml
44,Alford lake_Polyarthra major,Polyarthra major,Adirondack lakes,Alford lake,Polyarthra major,species,rotifer,NA,invertebrate,swimming,8.55E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Polyarthra major,1,0,171094,0,0,NA,0.171094,zooplankton,-0.76676522,-6.068033885,NA,NA,-0.76676522,0.171094,1.46E-07,g.ml
45,Alford lake_Polyarthra remata,Polyarthra remata,Adirondack lakes,Alford lake,Polyarthra remata,species,rotifer,NA,invertebrate,swimming,1.99E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Polyarthra remata,1,0,15625,0,0,NA,0.015625,zooplankton,-1.806179974,-6.701146924,NA,NA,-1.806179974,0.015625,3.11E-09,g.ml
46,Alford lake_Polyarthra vulgaris,Polyarthra vulgaris,Adirondack lakes,Alford lake,Polyarthra vulgaris,species,rotifer,NA,invertebrate,swimming,5.09E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Polyarthra vulgaris,1,0,14063,0,0,NA,0.014063,zooplankton,-1.851922023,-6.293282218,NA,NA,-1.851922023,0.014063,7.16E-09,g.ml
47,Alford lake_Salvelinus fontinalis,Salvelinus fontinalis,Adirondack lakes,Alford lake,Salvelinus fontinalis,species,brook trout,NA,ectotherm vertebrate,swimming,182,USA,-74.04,44.26,lakes,596,1,,Alford lake,Salvelinus fontinalis,2,0,0,3,51.11111111,0.058695652,NA,fish,NA,2.260071388,-1.231394068,-9.047698889,-9.047698889,8.96E-10,1.63E-07,g.ml
48,Alford lake_Scenedesmus dimorphus,Scenedesmus dimorphus,Adirondack lakes,Alford lake,Scenedesmus dimorphus,species,green algae,NA,primary producer,floating,1.61E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Scenedesmus dimorphus,1,7,0,0,0,NA,7,phytoplankton,0.84509804,-9.793174124,NA,NA,0.84509804,7,1.13E-09,g.ml
49,Alford lake_Scenedesmus quadricauda,Scenedesmus quadricauda,Adirondack lakes,Alford lake,Scenedesmus quadricauda,species,green algae,NA,primary producer,floating,1.61E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Scenedesmus quadricauda,1,28,0,0,0,NA,28,phytoplankton,1.447158031,-9.793174124,NA,NA,1.447158031,28,4.51E-09,g.ml
50,Alford lake_Scenedesmus sp.,Scenedesmus sp.,Adirondack lakes,Alford lake,Scenedesmus sp.,genus,green algae,NA,primary producer,floating,1.61E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Scenedesmus sp.,1,66.5,0,0,0,NA,66.5,phytoplankton,1.822821645,-9.793174124,NA,NA,1.822821645,66.5,1.07E-08,g.ml
51,Alford lake_Schroederia setigera,Schroederia setigera,Adirondack lakes,Alford lake,Schroederia setigera,species,green algae,NA,primary producer,floating,6.37E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Schroederia setigera,1,7,0,0,0,NA,7,phytoplankton,0.84509804,-9.195860568,NA,NA,0.84509804,7,4.46E-09,g.ml
52,Alford lake_Synura uvella,Synura uvella,Adirondack lakes,Alford lake,Synura uvella,species,colonial phytoplankton,NA,primary producer,swimming,1.61E-10,USA,-74.04,44.26,lakes,596,1,,Alford lake,Synura uvella,1,714,0,0,0,NA,714,phytoplankton,2.853698212,-9.793174124,NA,NA,2.853698212,714,1.15E-07,g.ml
53,Alford lake_Trichocerca multicrinis,Trichocerca multicrinis,Adirondack lakes,Alford lake,Trichocerca multicrinis,species,rotifer,NA,invertebrate,swimming,1.23E-06,USA,-74.04,44.26,lakes,596,1,,Alford lake,Trichocerca multicrinis,1,0,22656,0,0,NA,0.022656,zooplankton,-1.644816764,-5.910094889,NA,NA,-1.644816764,0.022656,2.79E-08,g.ml
54,Alford lake_Trichocerca similis,Trichocerca similis,Adirondack lakes,Alford lake,Trichocerca similis,species,rotifer,NA,invertebrate,swimming,7.46E-07,USA,-74.04,44.26,lakes,596,1,,Alford lake,Trichocerca similis,1,0,7031,0,0,NA,0.007031,zooplankton,-2.152982902,-6.127261173,NA,NA,-2.152982902,0.007031,5.25E-09,g.ml
55,Alford lake_Tropocyclops prasinus,Tropocyclops prasinus,Adirondack lakes,Alford lake,Tropocyclops prasinus,species,copepod,NA,invertebrate,swimming,6.85E-06,USA,-74.04,44.26,lakes,596,1,,Alford lake,Tropocyclops prasinus,1,0,1888,0,0,NA,0.001888,zooplankton,-2.72399801,-5.164309429,NA,NA,-2.72399801,0.001888,1.29E-08,g.ml
56,Alford lake_Uroglenopsis americana,Uroglenopsis americana,Adirondack lakes,Alford lake,Uroglenopsis americana,species,golden algae,NA,primary producer,swimming,4.79E-11,USA,-74.04,44.26,lakes,596,1,,Alford lake,Uroglenopsis americana,1,991,0,0,0,NA,991,phytoplankton,2.996073654,-10.31966449,NA,NA,2.996073654,991,4.75E-08,g.ml
