"","Lake_species","Taxa.x","study.site","foodweb.name","taxonomy","taxonomy.level","common","lifestage","metabolic.type","movement.type","mass.mean.g.","geographic.location","longitude","latitude","ecosystem.type","altitude","include","notes","lake_database","Taxa.y","Count.of.Lake_species","Sum.of.phyto_density_ind_ml","Sum.of.zoop_density_ind_m3","Sum.of.fish_number","Sum.of.effort_h","CPUE","density","species_type","logN","logM","logCPUE","logCPUE.pred","log10.density.comb","density.comb","biomass","biomass_units"
"11","Stink Lake_Crucigenia rectangularis","Crucigenia rectangularis","Adirondack lakes","Stink Lake","Crucigenia rectangularis","species","green algae",NA,"primary producer","floating",8.23e-11,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Crucigenia rectangularis",1,70,0,0,0,NA,70,"phytoplankton",1.84509804001426,-10.0846001647877,NA,NA,1.84509804001426,70,5.761e-09,"g.ml"
"12","Stink Lake_Crucigenia tetrapaedia","Crucigenia tetrapaedia","Adirondack lakes","Stink Lake","Crucigenia tetrapaedia","species","green algae",NA,"primary producer","floating",8.23e-11,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Crucigenia tetrapaedia",1,1148,0,0,0,NA,1148,"phytoplankton",3.05994188806195,-10.0846001647877,NA,NA,3.05994188806195,1148,9.44804e-08,"g.ml"
"13","Stink Lake_Cryptomonas erosa","Cryptomonas erosa","Adirondack lakes","Stink Lake","Cryptomonas erosa","species","phytoplankton",NA,"primary producer","floating",4.75e-11,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Cryptomonas erosa",1,108.5,0,0,0,NA,108.5,"phytoplankton",2.03542973818455,-10.3233063903751,NA,NA,2.03542973818455,108.5,5.15375e-09,"g.ml"
"14","Stink Lake_Cryptomonas ovata","Cryptomonas ovata","Adirondack lakes","Stink Lake","Cryptomonas ovata","species","phytoplankton",NA,"primary producer","floating",4.75e-11,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Cryptomonas ovata",1,31.5,0,0,0,NA,31.5,"phytoplankton",1.4983105537896,-10.3233063903751,NA,NA,1.4983105537896,31.5,1.49625e-09,"g.ml"
"15","Stink Lake_Cyclops vernalis","Cyclops vernalis","Adirondack lakes","Stink Lake","Cyclops vernalis","species","copepod",NA,"invertebrate","swimming",2.24e-05,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Cyclops vernalis",1,0,26,0,0,NA,2.6e-05,"zooplankton",-4.58502665202918,-4.64975198166584,NA,NA,-4.58502665202918,2.6e-05,5.824e-10,"g.ml"
"16","Stink Lake_Cyclotella sp.","Cyclotella sp.","Adirondack lakes","Stink Lake","Cyclotella sp.","genus","phytoplankton",NA,"primary producer","floating",1.05e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Cyclotella sp.",1,94.5,0,0,0,NA,94.5,"phytoplankton",1.97543180850926,-9.97881070093006,NA,NA,1.97543180850926,94.5,9.9225e-09,"g.ml"
"17","Stink Lake_Daphnia catawba","Daphnia catawba","Adirondack lakes","Stink Lake","Daphnia catawba","species","daphnia",NA,"invertebrate","swimming",1e-05,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Daphnia catawba",1,0,1784,0,0,NA,0.001784,"zooplankton",-2.7486051499599,-5,NA,NA,-2.7486051499599,0.001784,1.784e-08,"g.ml"
"18","Stink Lake_Diaphanosoma birgei","Diaphanosoma birgei","Adirondack lakes","Stink Lake","Diaphanosoma birgei","species","cladocera",NA,"invertebrate","swimming",4.01e-05,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Diaphanosoma birgei",1,0,26,0,0,NA,2.6e-05,"zooplankton",-4.58502665202918,-4.39685562737982,NA,NA,-4.58502665202918,2.6e-05,1.0426e-09,"g.ml"
"19","Stink Lake_Diaptomus minutus","Diaptomus minutus","Adirondack lakes","Stink Lake","Diaptomus minutus","species","copepod",NA,"invertebrate","swimming",1.44e-05,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Diaptomus minutus",1,0,10052,0,0,NA,0.010052,"zooplankton",-1.99774752007946,-4.84163750790475,NA,NA,-1.99774752007946,0.010052,1.447488e-07,"g.ml"
"20","Stink Lake_Diaptomus sicilis","Diaptomus sicilis","Adirondack lakes","Stink Lake","Diaptomus sicilis","species","copepod",NA,"invertebrate","swimming",5.79e-06,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Diaptomus sicilis",1,0,26910,0,0,NA,0.02691,"zooplankton",-1.57008630223625,-5.23732143627256,NA,NA,-1.57008630223625,0.02691,1.558089e-07,"g.ml"
"21","Stink Lake_Dictyosphaerium pulchellum","Dictyosphaerium pulchellum","Adirondack lakes","Stink Lake","Dictyosphaerium pulchellum","species","green algae",NA,"primary producer","floating",7.14e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Dictyosphaerium pulchellum",1,49,0,0,0,NA,49,"phytoplankton",1.69019608002851,-9.14630178822383,NA,NA,1.69019608002851,49,3.4986e-08,"g.ml"
"22","Stink Lake_Elakatrothrix gelatinosa","Elakatrothrix gelatinosa","Adirondack lakes","Stink Lake","Elakatrothrix gelatinosa","species","phytoplankton",NA,"primary producer","floating",1.96e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Elakatrothrix gelatinosa",1,124.3,0,0,0,NA,124.3,"phytoplankton",2.09447112864164,-9.70774392864352,NA,NA,2.09447112864164,124.3,2.43628e-08,"g.ml"
"23","Stink Lake_Epishura lacustris","Epishura lacustris","Adirondack lakes","Stink Lake","Epishura lacustris","species","copepod",NA,"invertebrate","swimming",0.000122,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Epishura lacustris",1,0,221,0,0,NA,0.000221,"zooplankton",-3.65560772631489,-3.91364016932525,NA,NA,-3.65560772631489,0.000221,2.6962e-08,"g.ml"
"24","Stink Lake_Euastrum sp.","Euastrum sp.","Adirondack lakes","Stink Lake","Euastrum sp.","genus","green algae",NA,"primary producer","floating",3.21e-09,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Euastrum sp.",1,1.8,0,0,0,NA,1.8,"phytoplankton",0.255272505103306,-8.49349496759513,NA,NA,0.255272505103306,1.8,5.778e-09,"g.ml"
"25","Stink Lake_fish eggs","fish eggs","Adirondack lakes","Stink Lake","fish eggs",NA,NA,"larvae","ectotherm vertebrate","floating",0.0201,"USA",-74.81,43.63,"lakes",582,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.69680394257951,NA,NA,NA,NA,NA,"g.ml"
"26","Stink Lake_fish fry","fish fry","Adirondack lakes","Stink Lake","fish fry",NA,NA,"larvae","ectotherm vertebrate","swimming",0.016,"USA",-74.81,43.63,"lakes",582,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.79588001734408,NA,NA,-5.55966031693396,2.75638376369601e-06,4.41021402191361e-08,"g.ml"
"27","Stink Lake_Gastropus hyptopus","Gastropus hyptopus","Adirondack lakes","Stink Lake","Gastropus hyptopus","species","rotifer",NA,"invertebrate","swimming",1.23e-06,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Gastropus hyptopus",1,0,586,0,0,NA,0.000586,"zooplankton",-3.23210238398191,-5.9100948885606,NA,NA,-3.23210238398191,0.000586,7.2078e-10,"g.ml"
"28","Stink Lake_Holopedium gibberum","Holopedium gibberum","Adirondack lakes","Stink Lake","Holopedium gibberum","species","cladocera",NA,"invertebrate","swimming",6.82e-05,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Holopedium gibberum",1,0,5534,0,0,NA,0.005534,"zooplankton",-2.25696084519507,-4.16621562534352,NA,NA,-2.25696084519507,0.005534,3.774188e-07,"g.ml"
"29","Stink Lake_Ilyocryptus spinifer","Ilyocryptus spinifer","Adirondack lakes","Stink Lake","Ilyocryptus spinifer","species","cladocera",NA,"invertebrate","swimming",1.14e-05,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Ilyocryptus spinifer",1,0,13,0,0,NA,1.3e-05,"zooplankton",-4.88605664769316,-4.94309514866353,NA,NA,-4.88605664769316,1.3e-05,1.482e-10,"g.ml"
"30","Stink Lake_Kelicottia bostoniensis","Kelicottia bostoniensis","Adirondack lakes","Stink Lake","Kelicottia bostoniensis","species","rotifer",NA,"invertebrate","swimming",2e-08,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Kelicottia bostoniensis",1,0,87977,0,0,NA,0.087977,"zooplankton",-1.05563085147099,-7.69897000433602,NA,NA,-1.05563085147099,0.087977,1.75954e-09,"g.ml"
"31","Stink Lake_Keratella cochlearis","Keratella cochlearis","Adirondack lakes","Stink Lake","Keratella cochlearis","species","rotifer",NA,"invertebrate","swimming",1e-08,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Keratella cochlearis",1,0,673,0,0,NA,0.000673,"zooplankton",-3.17198493577602,-8,NA,NA,-3.17198493577602,0.000673,6.73e-12,"g.ml"
"32","Stink Lake_Keratella crassa","Keratella crassa","Adirondack lakes","Stink Lake","Keratella crassa","species","rotifer",NA,"invertebrate","swimming",1.89e-06,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Keratella crassa",1,0,29839,0,0,NA,0.029839,"zooplankton",-1.52521573554786,-5.72353819582676,NA,NA,-1.52521573554786,0.029839,5.639571e-08,"g.ml"
"33","Stink Lake_Keratella taurocephala","Keratella taurocephala","Adirondack lakes","Stink Lake","Keratella taurocephala","species","rotifer",NA,"invertebrate","swimming",1e-08,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Keratella taurocephala",1,0,6011,0,0,NA,0.006011,"zooplankton",-2.22105327203138,-8,NA,NA,-2.22105327203138,0.006011,6.011e-11,"g.ml"
"34","Stink Lake_Luxilus cornutus","Luxilus cornutus","Adirondack lakes","Stink Lake","Luxilus cornutus","species","common shiner",NA,"ectotherm vertebrate","swimming",34,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Luxilus cornutus",2,0,0,9,34.78991597,0.258695652147044,NA,"fish",NA,1.53147891704226,-0.587210870334151,-8.40351569150903,-8.40351569150903,3.948974310384e-09,1.34265126553056e-07,"g.ml"
"35","Stink Lake_Mallomonas sp.","Mallomonas sp.","Adirondack lakes","Stink Lake","Mallomonas sp.","genus","golden-brown algae",NA,"primary producer","floating",5.65e-09,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Mallomonas sp.",2,136.5,0,0,0,NA,136.5,"phytoplankton",2.13513265137677,-8.24795155218056,NA,NA,2.13513265137677,136.5,7.71225e-07,"g.ml"
"36","Stink Lake_Melosira sp.","Melosira sp.","Adirondack lakes","Stink Lake","Melosira sp.","genus","diatom",NA,"primary producer","floating",5.8e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Melosira sp.",1,14,0,0,0,NA,14,"phytoplankton",1.14612803567824,-9.23657200643706,NA,NA,1.14612803567824,14,8.12e-09,"g.ml"
"37","Stink Lake_Merismopedia tenuissima","Merismopedia tenuissima","Adirondack lakes","Stink Lake","Merismopedia tenuissima","species","cyanobacteria",NA,"primary producer","floating",2.41e-11,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Merismopedia tenuissima",1,6412,0,0,0,NA,6412,"phytoplankton",3.80699351368211,-10.6179829574251,NA,NA,3.80699351368211,6412,1.545292e-07,"g.ml"
"38","Stink Lake_Mesocyclops edax","Mesocyclops edax","Adirondack lakes","Stink Lake","Mesocyclops edax","species","copepod",NA,"invertebrate","swimming",1e-05,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Mesocyclops edax",1,0,4375,0,0,NA,0.004375,"zooplankton",-2.35902194264167,-5,NA,NA,-2.35902194264167,0.004375,4.375e-08,"g.ml"
"39","Stink Lake_Oocyctis sp.","Oocyctis sp.","Adirondack lakes","Stink Lake","Oocyctis sp.","genus","green algae",NA,"primary producer","floating",8.61e-08,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Oocyctis sp.",1,136.5,0,0,0,NA,136.5,"phytoplankton",2.13513265137677,-7.06499684854635,NA,NA,2.13513265137677,136.5,1.175265e-05,"g.ml"
"40","Stink Lake_Pediastrum tetras","Pediastrum tetras","Adirondack lakes","Stink Lake","Pediastrum tetras","species","green algae",NA,"primary producer","floating",4.91e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Pediastrum tetras",1,45.5,0,0,0,NA,45.5,"phytoplankton",1.65801139665711,-9.30891850787703,NA,NA,1.65801139665711,45.5,2.23405e-08,"g.ml"
"41","Stink Lake_Polyarthra euryptera","Polyarthra euryptera","Adirondack lakes","Stink Lake","Polyarthra euryptera","species","rotifer",NA,"invertebrate","swimming",1.09e-06,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Polyarthra euryptera",1,0,586,0,0,NA,0.000586,"zooplankton",-3.23210238398191,-5.96257350205938,NA,NA,-3.23210238398191,0.000586,6.3874e-10,"g.ml"
"42","Stink Lake_Polyarthra major","Polyarthra major","Adirondack lakes","Stink Lake","Polyarthra major","species","rotifer",NA,"invertebrate","swimming",8.55e-07,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Polyarthra major",1,0,3168,0,0,NA,0.003168,"zooplankton",-2.49921482708254,-6.06803388527183,NA,NA,-2.49921482708254,0.003168,2.70864e-09,"g.ml"
"43","Stink Lake_Polyarthra vulgaris","Polyarthra vulgaris","Adirondack lakes","Stink Lake","Polyarthra vulgaris","species","rotifer",NA,"invertebrate","swimming",5.09e-07,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Polyarthra vulgaris",1,0,174,0,0,NA,0.000174,"zooplankton",-3.7594507517174,-6.29328221766324,NA,NA,-3.7594507517174,0.000174,8.8566e-11,"g.ml"
"44","Stink Lake_Quadrigula closterioides","Quadrigula closterioides","Adirondack lakes","Stink Lake","Quadrigula closterioides","species","green algae",NA,"primary producer","floating",9.48e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Quadrigula closterioides",1,287,0,0,0,NA,287,"phytoplankton",2.45788189673399,-9.02319166266193,NA,NA,2.45788189673399,287,2.72076e-07,"g.ml"
"45","Stink Lake_Salvelinus fontinalis","Salvelinus fontinalis","Adirondack lakes","Stink Lake","Salvelinus fontinalis","species","brook trout",NA,"ectotherm vertebrate","swimming",203,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Salvelinus fontinalis",2,0,0,14,34.47488584,0.406092715287727,NA,"fish",NA,2.30749603791321,-0.391374801051009,-8.20767962222588,-8.20767962222588,6.19898203543752e-09,1.25839335319382e-06,"g.ml"
"46","Stink Lake_Scenedesmus sp.","Scenedesmus sp.","Adirondack lakes","Stink Lake","Scenedesmus sp.","genus","green algae",NA,"primary producer","floating",1.61e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Scenedesmus sp.",1,2828,0,0,0,NA,2828,"phytoplankton",3.45147940512486,-9.79317412396815,NA,NA,3.45147940512486,2828,4.55308e-07,"g.ml"
"47","Stink Lake_Semotilus atromaculatus","Semotilus atromaculatus","Adirondack lakes","Stink Lake","Semotilus atromaculatus","species","creek chub",NA,"ectotherm vertebrate","swimming",21,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Semotilus atromaculatus",3,0,0,49,52.18037673,0.939050330233214,NA,"fish",NA,1.32221929473392,-0.0273111302506279,-7.8436159514255,-7.8436159514255,1.43345494965674e-08,3.01025539427915e-07,"g.ml"
"48","Stink Lake_Sphaerocystis schroeteri","Sphaerocystis schroeteri","Adirondack lakes","Stink Lake","Sphaerocystis schroeteri","species","green algae",NA,"primary producer","floating",1.11e-09,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Sphaerocystis schroeteri",1,2026.5,0,0,0,NA,2026.5,"phytoplankton",3.30674660807771,-8.95467702121334,NA,NA,3.30674660807771,2026.5,2.249415e-06,"g.ml"
"49","Stink Lake_Spondylosium planum","Spondylosium planum","Adirondack lakes","Stink Lake","Spondylosium planum","species","green algae",NA,"primary producer","floating",8.72e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Spondylosium planum",1,10.5,0,0,0,NA,10.5,"phytoplankton",1.02118929906994,-9.05948351506743,NA,NA,1.02118929906994,10.5,9.156e-09,"g.ml"
"50","Stink Lake_Tabellaria fenestrata","Tabellaria fenestrata","Adirondack lakes","Stink Lake","Tabellaria fenestrata","species","diatom",NA,"primary producer","floating",1.07e-09,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Tabellaria fenestrata",1,1.8,0,0,0,NA,1.8,"phytoplankton",0.255272505103306,-8.97061622231479,NA,NA,0.255272505103306,1.8,1.926e-09,"g.ml"
"51","Stink Lake_Tetraedron caudatum","Tetraedron caudatum","Adirondack lakes","Stink Lake","Tetraedron caudatum","species","green algae",NA,"primary producer","floating",7.02e-10,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Tetraedron caudatum",1,7,0,0,0,NA,7,"phytoplankton",0.845098040014257,-9.15366288787019,NA,NA,0.845098040014257,7,4.914e-09,"g.ml"
"52","Stink Lake_Trichocerca porcellus","Trichocerca porcellus","Adirondack lakes","Stink Lake","Trichocerca porcellus","species","rotifer",NA,"invertebrate","swimming",5.53e-07,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Trichocerca porcellus",1,0,195,0,0,NA,0.000195,"zooplankton",-3.70996538863748,-6.2572748686953,NA,NA,-3.70996538863748,0.000195,1.07835e-10,"g.ml"
"53","Stink Lake_Tropocyclops prasinus","Tropocyclops prasinus","Adirondack lakes","Stink Lake","Tropocyclops prasinus","species","copepod",NA,"invertebrate","swimming",6.85e-06,"USA",-74.81,43.63,"lakes",582,1,"","Stink Lake","Tropocyclops prasinus",1,0,2882,0,0,NA,0.002882,"zooplankton",-2.54030602352203,-5.16430942850757,NA,NA,-2.54030602352203,0.002882,1.97417e-08,"g.ml"
