"Achnanthes minutissima","Achnanthes oblongella","Achnanthes scotica","Baetis rhodani","Brachysira brebissonii","Brachysira vitrea","Ceratopogonidae","Chironomidae","Chloroperla tripunctata","Cottus gobio","CPOM","Diatoma hyemalis","Drusus annulatus","Ecdyonurus","Electrogena lateralis","Elmis aenea","Encyonema perpusillum","Esolus parallelepipedus","Eunotia curvata","Eunotia exigua","Eunotia incisa","Eunotia minutissima","Eunotia naegelii","Eunotia paludosa","Eunotia pectinalis undulata","Eunotia rhomboidea","Eunotia tenella","FPOM","Fragilaria construens","Fragilaria ulna","Fragilaria vaucheriae","Fragilariforma virescens","Frustulia rhomboides saxonica","Frustulia rhomboides viridula","Gomphonema clavatum","Gomphonema parvulum","Hydracarina","Isoperla grammatica","Leuctra inermis","Limnius volckmari","Meridion circulare constrictum","Navicula seminulum","Navicula soehrensis hassiaca","Nitzschia recta","Nitzschia sociabilis","Oligochaeta","Orectochilus","Pinnularia abaujensis","Pinnularia appendiculata","Pinnularia biceps","Pinnularia divergens","Pinnularia subcapitata hilseana","Pinnularia viridis","Rhithrogena semicolorata","Salmo salar","Salmo trutta","Sericostoma personatum","Serratella ignita","Silo pallipes","Simuliidae","Siphonoperla torrentium","Surirella linearis","Synedra acus","Tabellaria flocculosa","Tanypodinae","Theodoxus fluviatilis","Tipulidae"
0,0,0,1.1027227065234,0,0,2.21490540478678,1.52977342045368,0,0,0,0,2.21490540478678,2.21490540478678,2.21490540478678,2.21490540478678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.21490540478678,2.21490540478678,0,0,0,0,0,0.447166626559929,2.21088989458678,0,0,0,0,0,0,2.21490540478678,0,0,1.62232383294788,0,2.21490540478678,1.62232383294788,0,0,0,0,0,1.69505599832878,1.45704125507278
0,0,0,0,0,0,0.0795444382,0.0795444382,0,0,0,0,0.0795444382,0.0795444382,0.0795444382,0.0795444382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795444382,0.0795444382,0,0,0,0,0,0,0.0795444382,0,0,0,0,0,0,0.0795444382,0,0,0.0795444382,0,0.0795444382,0.0795444382,0,0,0,0,0,0.0795444382,0.0795444382
0,0,0,0,0,0,0,0,0,0.006386739888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006386739888,0.006386739888,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059736103014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059736103014,0.059736103014,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.001033690511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001033690511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001033690511,0.001033690511,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.001065046496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001065046496,0.001065046496,0,0,0,0,0.001065046496,0,0,0,0.001065046496,0,0
0,0,0,0,0,0,0.000866032972,0.000866032972,0,0,0,0,0.000866032972,0.000866032972,0.000866032972,0.000866032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000866032972,0.000866032972,0,0,0,0,0,0.000866032972,0.000866032972,0,0,0,0,0,0,0.000866032972,0,0,0.000866032972,0,0.000866032972,0.000866032972,0,0,0,0,0,0.000866032972,0.000866032972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9811252e-05,9.9811252e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.01807284,0.01807284,0,0,0,0,0.01807284,0.01807284,0.01807284,0.01807284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01807284,0.01807284,0,0,0,0,0,0.01807284,0.01807284,0,0,0,0,0,0,0.01807284,0,0,0,0,0.01807284,0,0,0,0,0,0,0.01807284,0
0,0,0,0,0,0,0.02346015247743,0.02346015247743,0,0,0,0,0.02346015247743,0.02346015247743,0.02346015247743,0.02346015247743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02346015247743,0.02346015247743,0,0,0,0,0,0.02346015247743,0.02346015247743,0,0,0,0,0,0,0.02346015247743,0,0,0,0,0.02346015247743,0,0,0,0,0,0,0.02346015247743,0
0,0,0,0,0,0,0.01582299369603,0.01582299369603,0,0,0,0,0.01582299369603,0.01582299369603,0.01582299369603,0.01582299369603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01582299369603,0.01582299369603,0,0,0,0,0,0.01582299369603,0.01582299369603,0,0,0,0,0,0,0.01582299369603,0,0,0,0,0.01582299369603,0,0,0,0,0,0,0.01582299369603,0
0,0,0,0,0,0,0.000463549548,0.000463549548,0,0,0,0,0.000463549548,0.000463549548,0.000463549548,0.000463549548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000463549548,0.000463549548,0,0,0,0,0,0.000463549548,0.000463549548,0,0,0,0,0,0,0.000463549548,0,0,0,0,0.000463549548,0,0,0,0,0,0,0.000463549548,0
0,0,0,0,0,0,0.001858505333255,0.001858505333255,0,0,0,0,0.001858505333255,0.001858505333255,0.001858505333255,0.001858505333255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001858505333255,0.001858505333255,0,0,0,0,0,0.001858505333255,0.001858505333255,0,0,0,0,0,0,0.001858505333255,0,0,0,0,0.001858505333255,0,0,0,0,0,0,0.001858505333255,0
0,0,0,0,0,0,0.001898890933407,0.001898890933407,0,0,0,0,0.001898890933407,0.001898890933407,0.001898890933407,0.001898890933407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001898890933407,0.001898890933407,0,0,0,0,0,0.001898890933407,0.001898890933407,0,0,0,0,0,0,0.001898890933407,0,0,0,0,0.001898890933407,0,0,0,0,0,0,0.001898890933407,0
0,0,0,0,0,0,0.0686412,0.0686412,0,0,0,0,0.0686412,0.0686412,0.0686412,0.0686412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686412,0.0686412,0,0,0,0,0,0.0686412,0.0686412,0,0,0,0,0,0,0.0686412,0,0,0,0,0.0686412,0,0,0,0,0,0,0.0686412,0
0,0,0,0,0,0,0.00793934613368,0.00793934613368,0,0,0,0,0.00793934613368,0.00793934613368,0.00793934613368,0.00793934613368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793934613368,0.00793934613368,0,0,0,0,0,0.00793934613368,0.00793934613368,0,0,0,0,0,0,0.00793934613368,0,0,0,0,0.00793934613368,0,0,0,0,0,0,0.00793934613368,0
0,0,0,0,0,0,0.00730685264,0.00730685264,0,0,0,0,0.00730685264,0.00730685264,0.00730685264,0.00730685264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730685264,0.00730685264,0,0,0,0,0,0.00730685264,0.00730685264,0,0,0,0,0,0,0.00730685264,0,0,0,0,0.00730685264,0,0,0,0,0,0,0.00730685264,0
0,0,0,1.1027227065234,0,0,2.21490540478678,1.52977342045368,0,0,0,0,2.21490540478678,2.21490540478678,2.21490540478678,2.21490540478678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21490540478678,2.21490540478678,0,0,0,0,0,0.447166626559929,2.21088989458678,0,0,0,0,0,0,2.21490540478678,0,0,1.62232383294788,0,2.21490540478678,1.62232383294788,0,0,0,0,0,1.69505599832878,1.45704125507278
0,0,0,0.00546275624,0,0,0.00546275624,0.00546275624,0,0,0,0,0.00546275624,0.00546275624,0.00546275624,0.00546275624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546275624,0.00546275624,0,0,0,0,0,0,0.00546275624,0,0,0,0,0,0,0.00546275624,0,0,0.00546275624,0,0.00546275624,0.00546275624,0,0,0,0,0,0.00546275624,0.00546275624
0,0,0,2.075057208,0,0,2.075057208,2.075057208,0,0,0,0,2.075057208,2.075057208,2.075057208,2.075057208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.075057208,2.075057208,0,0,0,0,0,0,2.075057208,0,0,0,0,0,0,2.075057208,0,0,2.075057208,0,2.075057208,2.075057208,0,0,0,0,0,2.075057208,2.075057208
0,0,0,0.04313676984,0,0,0.04313676984,0.04313676984,0,0,0,0,0.04313676984,0.04313676984,0.04313676984,0.04313676984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04313676984,0.04313676984,0,0,0,0,0,0,0.04313676984,0,0,0,0,0,0,0.04313676984,0,0,0.04313676984,0,0.04313676984,0.04313676984,0,0,0,0,0,0.04313676984,0.04313676984
0,0,0,0,0,0,0.04355821418928,0.04355821418928,0,0,0,0,0.04355821418928,0.04355821418928,0.04355821418928,0.04355821418928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04355821418928,0.04355821418928,0,0,0,0,0,0,0.04355821418928,0,0,0,0,0,0,0.04355821418928,0,0,0.04355821418928,0,0.04355821418928,0.04355821418928,0,0,0,0,0,0.04355821418928,0.04355821418928
0,0,0,0,0,0,0.046274102,0,0,0,0,0,0.046274102,0.046274102,0.046274102,0.046274102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046274102,0.046274102,0,0,0,0,0,0.046274102,0.046274102,0,0,0,0,0,0,0.046274102,0,0,0.046274102,0,0.046274102,0.046274102,0,0,0,0,0,0.046274102,0
0,0,0,0,0,0,0.0330285333375,0,0,0,0,0,0.0330285333375,0.0330285333375,0.0330285333375,0.0330285333375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330285333375,0.0330285333375,0,0,0,0,0,0.0330285333375,0.0330285333375,0,0,0,0,0,0,0.0330285333375,0,0,0.0330285333375,0,0.0330285333375,0.0330285333375,0,0,0,0,0,0.0330285333375,0
0,0,0,0.00136550346661,0,0,0.00136550346661,0.00136550346661,0,0,0,0,0.00136550346661,0.00136550346661,0.00136550346661,0.00136550346661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136550346661,0.00136550346661,0,0,0,0,0,0.00136550346661,0.00136550346661,0,0,0,0,0,0,0.00136550346661,0,0,0.00136550346661,0,0.00136550346661,0.00136550346661,0,0,0,0,0,0.00136550346661,0.00136550346661
0,0,0,0.012858408876,0,0,0.012858408876,0.012858408876,0,0,0,0,0.012858408876,0.012858408876,0.012858408876,0.012858408876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012858408876,0.012858408876,0,0,0,0,0,0.012858408876,0.012858408876,0,0,0,0,0,0,0.012858408876,0,0,0.012858408876,0,0.012858408876,0.012858408876,0,0,0,0,0,0.012858408876,0.012858408876
0,0,0,0,0,0,0,0,0,0.000116143081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116143081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116143081,0.000116143081,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027671536343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027671536343,0.027671536343,0,0,0,0,0.027671536343,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.030195163788,0.030195163788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030195163788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030195163788,0.030195163788,0,0,0,0,0.030195163788,0,0,0,0.030195163788,0,0
0,0,0,0,0,0,0,0,0,0.00898094666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898094666,0.00898094666,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.02795535706842,0.02795535706842,0,0,0,0,0.02795535706842,0.02795535706842,0.02795535706842,0.02795535706842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02795535706842,0.02795535706842,0,0,0,0,0,0,0.02795535706842,0,0,0,0,0,0,0.02795535706842,0,0,0.02795535706842,0,0.02795535706842,0.02795535706842,0,0,0,0,0,0.02795535706842,0.02795535706842
0,0,0,0.03181357553145,0,0,0.03181357553145,0.03181357553145,0,0,0,0,0.03181357553145,0.03181357553145,0.03181357553145,0.03181357553145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03181357553145,0.03181357553145,0,0,0,0,0,0.03181357553145,0.03181357553145,0,0,0,0,0,0,0.03181357553145,0,0,0.03181357553145,0,0.03181357553145,0.03181357553145,0,0,0,0,0,0.03181357553145,0.03181357553145
0,0,0,0.0320941109384,0,0,0.0320941109384,0.0320941109384,0,0,0,0,0.0320941109384,0.0320941109384,0.0320941109384,0.0320941109384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320941109384,0.0320941109384,0,0,0,0,0,0.0320941109384,0.0320941109384,0,0,0,0,0,0,0.0320941109384,0,0,0.0320941109384,0,0.0320941109384,0.0320941109384,0,0,0,0,0,0.0320941109384,0.0320941109384
0,0,0,0.00046044432,0,0,0.00046044432,0.00046044432,0,0,0,0,0.00046044432,0.00046044432,0.00046044432,0.00046044432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046044432,0.00046044432,0,0,0,0,0,0.00046044432,0.00046044432,0,0,0,0,0,0,0.00046044432,0,0,0.00046044432,0,0.00046044432,0.00046044432,0,0,0,0,0,0.00046044432,0.00046044432
0,0,0,0.003196635834348,0,0,0.003196635834348,0.003196635834348,0,0,0,0,0.003196635834348,0.003196635834348,0.003196635834348,0.003196635834348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003196635834348,0.003196635834348,0,0,0,0,0,0.003196635834348,0.003196635834348,0,0,0,0,0,0,0.003196635834348,0,0,0.003196635834348,0,0.003196635834348,0.003196635834348,0,0,0,0,0,0.003196635834348,0.003196635834348
0,0,0,0,0,0,0,0,0.04425439214,0.04425439214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04425439214,0,0,0,0,0,0,0,0.04425439214,0.04425439214,0,0,0,0,0.04425439214,0,0,0,0.04425439214,0,0
0,0,0,0,0,0,0,0,0,6.7944039e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7944039e-05,6.7944039e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.03203256,0,0,0,0,0,0.03203256,0.03203256,0.03203256,0.03203256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03203256,0.03203256,0,0,0,0,0,0.03203256,0.03203256,0,0,0,0,0,0,0.03203256,0,0,0.03203256,0,0.03203256,0.03203256,0,0,0,0,0,0.03203256,0
0,0,0,0,0,0,0.022465906671,0,0,0,0,0,0.022465906671,0.022465906671,0.022465906671,0.022465906671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022465906671,0.022465906671,0,0,0,0,0,0.022465906671,0.022465906671,0,0,0,0,0,0,0.022465906671,0,0,0.022465906671,0,0.022465906671,0.022465906671,0,0,0,0,0,0.022465906671,0
0,0,0,0,0,0,0.118520472,0,0,0,0,0,0.118520472,0.118520472,0.118520472,0.118520472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118520472,0.118520472,0,0,0,0,0,0.118520472,0.118520472,0,0,0,0,0,0,0.118520472,0,0,0.118520472,0,0.118520472,0.118520472,0,0,0,0,0,0.118520472,0
0,0,0,0,0,0,0.022465906671,0,0,0,0,0,0.022465906671,0.022465906671,0.022465906671,0.022465906671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022465906671,0.022465906671,0,0,0,0,0,0.022465906671,0.022465906671,0,0,0,0,0,0,0.022465906671,0,0,0.022465906671,0,0.022465906671,0.022465906671,0,0,0,0,0,0.022465906671,0
0,0,0,0,0,0,0.0383684546707,0,0,0,0,0,0.0383684546707,0.0383684546707,0.0383684546707,0.0383684546707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383684546707,0.0383684546707,0,0,0,0,0,0.0383684546707,0.0383684546707,0,0,0,0,0,0,0.0383684546707,0,0,0.0383684546707,0,0.0383684546707,0.0383684546707,0,0,0,0,0,0.0383684546707,0
0,0,0,0,0,0,0.0093782,0,0,0,0,0,0.0093782,0.0093782,0.0093782,0.0093782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093782,0.0093782,0,0,0,0,0,0.0093782,0.0093782,0,0,0,0,0,0,0.0093782,0,0,0.0093782,0,0.0093782,0.0093782,0,0,0,0,0,0.0093782,0
0,0,0,0,0,0,0,0,0,0.02319790738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02319790738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02319790738,0.02319790738,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171014514098062,0.171014514098062,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156727140874292,0.156727140874292,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.013433277039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013433277039,0.013433277039,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.9319976e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9319976e-05,4.9319976e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.0222972e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0222972e-05,4.0222972e-05,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00048020877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048020877,0.00048020877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048020877,0.00048020877,0,0,0,0,0.00048020877,0,0,0,0.00048020877,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038547224204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038547224204,0,0,0,0.038547224204,0,0
0,0,0,0,0,0,0.307822762688,0.307822762688,0,0,0,0,0.307822762688,0.307822762688,0.307822762688,0.307822762688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307822762688,0.307822762688,0,0,0,0,0,0.307822762688,0.307822762688,0,0,0,0,0,0,0.307822762688,0,0,0.307822762688,0,0.307822762688,0.307822762688,0,0,0,0,0,0.307822762688,0.307822762688
0,0,0,0,0,0,0.221064,0.221064,0,0,0,0,0.221064,0.221064,0.221064,0.221064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221064,0.221064,0,0,0,0,0,0,0.221064,0,0,0,0,0,0,0.221064,0,0,0.221064,0,0.221064,0.221064,0,0,0,0,0,0.221064,0.221064
0,0,0,0,0,0,1.039698812916,0,0,0,0,0,1.039698812916,1.039698812916,1.039698812916,1.039698812916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.039698812916,1.039698812916,0,0,0,0,0,0,1.039698812916,0,0,0,0,0,0,1.039698812916,0,0,0,0,1.039698812916,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.001072409856,0.001072409856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001072409856,0.001072409856,0,0,0,0,0,0,0,0,0.001072409856,0,0,0,0,0,0,0,0.001072409856,0.001072409856,0.001072409856,0.001072409856,0,0,0.001072409856,0,0,0,0.001072409856,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
