"Achnanthes minutissima","Achnanthes oblongella","Amphinemura sulcicollis","Baetis rhodani","Brachysira brebissonii","Brachysira vitrea","Chironomidae","Chloroperla tripunctata","CPOM","Diatoma hyemalis","Electrogena lateralis","Elmis aenea","Encyonema minutum","Eunotia exigua","Eunotia incisa","Eunotia rhomboidea","FPOM","Fragilaria arcus","Fragilaria ulna","Frustulia rhomboides","Glossosoma boltoni","Glossosoma conformis","Gomphonema angustum","Helodes","Hydracarina","Hydropsyche instabilis","Hydropsyche siltalai","Isoperla grammatica","Leuctra inermis","Leuctra nigra","Limnius volckmari","Meridion circulare constrictum","Metalype fragilis","Nemoura","Oligochaeta","Plectrocnemia conspersa","Protonemura meyeri","Rhithrogena semicolorata","Rhyacophila","Rhyacophila dorsalis","Rhyacophila fasciata","Rhyacophila obliterata","Serratella ignita","Silo pallipes","Simuliidae","Siphonoperla torrentium","Surirella brebissonii","Surirella linearis","Tabellaria flocculosa","Tanypodinae","Tipulidae"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514348511504121,0,0.00514348511504121,0.00514348511504121,0,0,0,0,0,0.00514348511504121,0,0,0.00514348511504121,0,0,0.00514348511504121,0.00514348511504121,0.00514348511504121,0.00514348511504121,0,0,0,0.00514348511504121,0,0,0,0.00514348511504121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039836936662683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185822849675958,0,0,0,0,0,0.0185822849675958,0.0185822849675958,0.0185822849675958,0.0185822849675958,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371017328488491,0,0,0,0,0,0.0371017328488491,0.0371017328488491,0.0371017328488491,0.0371017328488491,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714914116372953,0,0,0,0,0.0714914116372953,0,0,0,0,0,0.0714914116372953,0.0714914116372953,0.0714914116372953,0.0714914116372953,0,0,0,0.0714914116372953,0,0,0,0,0
0,0,0,0,0,0,0,0.0323980071433044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323980071433044,0.0323980071433044,0.0323980071433044,0,0,0,0,0.0323980071433044,0,0,0.0323980071433044,0,0,0.0323980071433044,0.0323980071433044,0.0323980071433044,0.0323980071433044,0,0,0,0.0323980071433044,0,0,0,0.0323980071433044,0
0,0,0,0,0,0,0,0.00114691591766309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114691591766309,0.00114691591766309,0.00114691591766309,0,0,0,0,0.00114691591766309,0,0,0.00114691591766309,0,0,0.00114691591766309,0.00114691591766309,0.00114691591766309,0.00114691591766309,0,0,0,0.00114691591766309,0,0,0,0.00114691591766309,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00914382937159161,0.00914382937159161,0,0,0,0,0,0.00914382937159161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00909401391852,0,0,0,0.00909401391852,0,0,0,0.00909401391852,0.00909401391852,0,0,0,0,0,0,0,0,0.00909401391852,0.00909401391852,0,0.00909401391852,0,0.00909401391852,0.00909401391852,0,0.00909401391852,0.00909401391852,0.00909401391852,0,0.00909401391852,0.00909401391852,0,0,0.00909401391852,0.00909401391852,0,0,0,0,0,0.00909401391852,0.00909401391852,0,0,0,0,0,0.00909401391852
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110652856655601,0,0.000110652856655601,0.000110652856655601,0.000110652856655601,0,0,0,0,0.000110652856655601,0,0,0.000110652856655601,0,0,0.000110652856655601,0.000110652856655601,0.000110652856655601,0.000110652856655601,0,0,0,0,0,0,0,0.000110652856655601,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13152522200907e-05,0,0,0,2.13152522200907e-05,0,0,0,0,2.13152522200907e-05,0,0,2.13152522200907e-05,0,0,2.13152522200907e-05,2.13152522200907e-05,2.13152522200907e-05,2.13152522200907e-05,0,0,0,2.13152522200907e-05,0,0,0,0,0
0,0,0,0,0,0,0,0.00224625993533093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224625993533093,0,0,0,0,0,0,0,0,0.00224625993533093,0,0,0.00224625993533093,0,0,0.00224625993533093,0.00224625993533093,0.00224625993533093,0.00224625993533093,0,0,0,0.00224625993533093,0,0,0,0.00224625993533093,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609664734383478,0,0,0.000609664734383478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609664734383478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376989797740079,0,0,0,0,0.000376989797740079,0,0,0,0,0,0.000376989797740079,0.000376989797740079,0.000376989797740079,0.000376989797740079,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06533638368,0,0,0,0,0.06533638368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17838566644883e-05,0,0,0,0,2.17838566644883e-05,0,0,2.17838566644883e-05,0,0,2.17838566644883e-05,2.17838566644883e-05,2.17838566644883e-05,2.17838566644883e-05,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221807476339671,0,0,0,0,0.00221807476339671,0,0,0.00221807476339671,0,0,0.00221807476339671,0.00221807476339671,0.00221807476339671,0.00221807476339671,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255723673307761,0,0,0,0,0.000255723673307761,0,0,0.000255723673307761,0,0,0.000255723673307761,0.000255723673307761,0.000255723673307761,0.000255723673307761,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112470095544309,0,0,0,0,0.000112470095544309,0,0,0.000112470095544309,0,0,0.000112470095544309,0.000112470095544309,0.000112470095544309,0.000112470095544309,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000921990400115249,0.000921990400115249,0.000921990400115249,0.000921990400115249,0,0,0,0,0.000921990400115249,0,0,0.000921990400115249,0,0,0.000921990400115249,0.000921990400115249,0.000921990400115249,0.000921990400115249,0,0,0,0.000921990400115249,0,0,0,0.000921990400115249,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01022394676,0,0,0,0,0.01022394676,0,0,0.01022394676,0,0,0.01022394676,0.01022394676,0.01022394676,0.01022394676,0,0,0,0.01022394676,0,0,0,0.01022394676,0
0,0,0.0205506176,0,0,0,0.0205506176,0,0,0,0.0205506176,0.0205506176,0,0,0,0,0,0,0,0,0.0205506176,0.0205506176,0,0.0205506176,0,0.0205506176,0.0205506176,0,0.0205506176,0.0205506176,0.0205506176,0,0.0205506176,0.0205506176,0.0205506176,0,0.0205506176,0.0205506176,0,0,0,0,0,0.0205506176,0.0205506176,0,0,0,0,0,0.0205506176
0,0,0.002494720799901,0,0,0,0.002494720799901,0,0,0,0.002494720799901,0.002494720799901,0,0,0,0,0,0,0,0,0.002494720799901,0.002494720799901,0,0.002494720799901,0,0.002494720799901,0.002494720799901,0,0.002494720799901,0.002494720799901,0.002494720799901,0,0.002494720799901,0.002494720799901,0.002494720799901,0,0.002494720799901,0.002494720799901,0,0,0,0,0,0.002494720799901,0.002494720799901,0,0,0,0,0,0.002494720799901
0,0,0.002943842986496,0,0,0,0,0,0,0,0.002943842986496,0.002943842986496,0,0,0,0,0,0,0,0,0.002943842986496,0.002943842986496,0,0.002943842986496,0,0.002943842986496,0.002943842986496,0,0.002943842986496,0.002943842986496,0.002943842986496,0,0.002943842986496,0.002943842986496,0,0,0.002943842986496,0.002943842986496,0,0,0,0,0,0.002943842986496,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.02048399959795e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02048399959795e-05,4.02048399959795e-05,4.02048399959795e-05,4.02048399959795e-05,4.02048399959795e-05,0,0,0,0,4.02048399959795e-05,0,0,4.02048399959795e-05,0,0,4.02048399959795e-05,4.02048399959795e-05,4.02048399959795e-05,4.02048399959795e-05,4.02048399959795e-05,0,0,4.02048399959795e-05,0,0,0,4.02048399959795e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042091888818013,0,0,0.042091888818013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042091888818013,0
