"Achnanthes","Achnanthes delicatula","Achnanthes helvetica","Achnanthes lanceolata","Achnanthes minutissima","Agapetus fuscipes","Amphora pediculus","Ancylus fluviatilis","Asellus aquaticus","Athripsodes","Baetis rhodani","Barbatula barbatula","Caenis luctuosa","Calopteryx splendens","Chironomidae","Cocconeis disculus","Cocconeis placentula","CPOM","Elmis aenea","Ephemera danica","FPOM","Fragilaria capucina","Fragilaria fasciculata","Gammarus pulex","Gasterosteus aculeatus","Glossiphonia complanata","Goera pilosa","Gomphonema acuminatum","Gyrosigma acuminatum","Halesus radiatus","Heptagenia sulphurea","Hydracarina","Hydropsyche pellucidula","Hydropsyche siltalai","Ithytrichia","Lepidostoma hirtum","Limnephilidae","Limnephilus lunatus","Limnephilus rhombicus","Limnius volckmari","Meridion circulare","Mystacides longicornis","Navicula capitata","Navicula cincta","Navicula cryptocephala","Navicula radiosa","Nemoura avicularis","Nitzschia recta","Oligochaeta","Orectochilus villosus","Oulimnius tuberculatus","Physa fontinalis","Pinnularia","Pisidium","Platambus","Polycentropus flavomaculatus","Potamophylax cingulatus","Ptychoptera scutellaris","Salmo trutta","Sericostoma personatum","Sialis lutaria","Simuliidae","Sphaeromias","Staurosira elliptica","Tanypodinae","Tipulidae"
0,0,0,0,0,0.0366346878777,0,0.0366346878777,0.0366346878777,0.0366346878777,0.0366346878777,0,0.0366346878777,0,0.0366346878777,0,0,0,0.0366346878777,0.0366346878777,0,0,0,0.0366346878777,0.0366346878777,0,0.0366346878777,0,0,0.0366346878777,0.0366346878777,0,0.0366346878777,0.0366346878777,0.0366346878777,0.0366346878777,0.0366346878777,0,0,0.0366346878777,0,0.0366346878777,0,0,0,0,0.0366346878777,0,0,0.0366346878777,0.0366346878777,0,0,0.0366346878777,0.0366346878777,0.0366346878777,0.0366346878777,0.0366346878777,0,0.0366346878777,0.0366346878777,0.0366346878777,0.0366346878777,0,0,0.0366346878777
0,0,0,0,0,0,0,0,0,0,0,0.51798990769,0,0,0,0,0,0,0,0,0,0,0,0,0.51798990769,0.51798990769,0,0,0,0,0,0,0.51798990769,0.51798990769,0,0,0,0,0,0,0,0.51798990769,0,0,0,0,0,0,0,0,0,0,0,0,0.51798990769,0.51798990769,0,0.51798990769,0.51798990769,0,0,0,0,0,0.51798990769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092928229758,0.0092928229758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092928229758,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640422152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640422152,0,0,0,0.0640422152,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02409076527,0,0,0,0,0,0,0
0,0,0,0,0,0.00709589801574,0,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0,0.00709589801574,0,0.00709589801574,0,0,0,0.00709589801574,0.00709589801574,0,0,0,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0,0,0.00709589801574,0.00709589801574,0,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0,0.00709589801574,0,0,0,0,0.00709589801574,0,0.00709589801574,0.00709589801574,0.00709589801574,0,0,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0,0.00709589801574,0.00709589801574,0.00709589801574,0.00709589801574,0,0,0.00709589801574
0,0,0,0,0,0.0006111224016,0,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0,0.0006111224016,0,0,0,0,0,0.0006111224016,0.0006111224016,0,0,0,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0,0,0.0006111224016,0.0006111224016,0,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0,0.0006111224016,0,0,0,0,0.0006111224016,0,0.0006111224016,0.0006111224016,0.0006111224016,0,0,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0.0006111224016,0,0.0006111224016,0.0006111224016,0.0006111224016,0,0,0,0.0006111224016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050014261845,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821367176,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00334403112,0,0,0,0,0,0,0,0,0,0,0,0,0.00334403112,0,0,0,0,0,0,0.00334403112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334403112,0.00334403112,0,0.00334403112,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.054121956705,0,0,0,0,0,0,0,0,0,0,0,0,0.054121956705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054121956705,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.033161437245,0,0,0,0,0,0,0,0,0,0,0,0,0.033161437245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033161437245,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025010209,0.00025010209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00025010209,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.01038891255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01038891255,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00890412584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890412584,0.00890412584,0,0.00890412584,0.00890412584,0,0.00890412584,0,0,0,0.00890412584,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010901933775,0.010901933775,0,0,0.010901933775,0,0.010901933775,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000950116805,0.000950116805,0,0,0.000950116805,0,0.000950116805,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01647865773,0.01647865773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01647865773,0,0,0,0,0,0,0
0,0,0,0,0,0.0382910697936,0,0.0382910697936,0.0382910697936,0.0382910697936,0,0,0.0382910697936,0,0.0382910697936,0,0,0,0.0382910697936,0.0382910697936,0,0,0,0.0382910697936,0.0382910697936,0,0.0382910697936,0,0,0.0382910697936,0.0382910697936,0,0.0382910697936,0.0382910697936,0.0382910697936,0.0382910697936,0.0382910697936,0,0,0.0382910697936,0,0.0382910697936,0,0,0,0,0.0382910697936,0,0,0.0382910697936,0.0382910697936,0,0,0.0382910697936,0.0382910697936,0.0382910697936,0.0382910697936,0.0382910697936,0,0.0382910697936,0.0382910697936,0.0382910697936,0.0382910697936,0,0,0.0382910697936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344481275,0.00344481275,0.00344481275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344481275,0,0,0,0,0,0,0
0,0,0,0,0,0.051859919852,0,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0,0.051859919852,0,0.051859919852,0,0,0,0.051859919852,0.051859919852,0,0,0,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0,0,0.051859919852,0.051859919852,0,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0,0.051859919852,0,0,0,0,0.051859919852,0,0.051859919852,0.051859919852,0.051859919852,0,0,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0,0.051859919852,0.051859919852,0.051859919852,0.051859919852,0,0,0.051859919852
0,0,0,0,0,0.056926641521,0,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0,0.056926641521,0,0.056926641521,0,0,0,0.056926641521,0.056926641521,0,0,0,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0,0,0.056926641521,0.056926641521,0,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0,0.056926641521,0,0,0,0,0.056926641521,0,0.056926641521,0.056926641521,0.056926641521,0,0,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0,0.056926641521,0.056926641521,0.056926641521,0.056926641521,0,0,0.056926641521
0,0,0,0,0,0.540325574755,0,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0,0.540325574755,0,0.540325574755,0,0,0,0.540325574755,0.540325574755,0,0,0,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0,0,0.540325574755,0.540325574755,0,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0,0.540325574755,0,0,0,0,0.540325574755,0,0.540325574755,0.540325574755,0.540325574755,0,0,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0,0.540325574755,0.540325574755,0.540325574755,0.540325574755,0,0,0.540325574755
0,0,0,0,0,0.4357448094272,0,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0,0.4357448094272,0,0.4357448094272,0,0,0,0.4357448094272,0.4357448094272,0,0,0,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0,0,0.4357448094272,0.4357448094272,0,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0,0.4357448094272,0,0,0,0,0.4357448094272,0,0.4357448094272,0.4357448094272,0.4357448094272,0,0,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0,0.4357448094272,0.4357448094272,0.4357448094272,0.4357448094272,0,0,0.4357448094272
0,0,0,0,0,0,0,0,0,0,0,0,0,0.02255227743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02255227743,0.02255227743,0,0,0.02255227743,0,0.02255227743,0,0,0,0,0
0,0,0,0,0,0.01027759219968,0,0.01027759219968,0.01027759219968,0.01027759219968,0.01027759219968,0,0.01027759219968,0,0.01027759219968,0,0,0,0.01027759219968,0.01027759219968,0,0,0,0.01027759219968,0.01027759219968,0.01027759219968,0.01027759219968,0,0,0.01027759219968,0.01027759219968,0,0.01027759219968,0.01027759219968,0.01027759219968,0.01027759219968,0.01027759219968,0,0,0.01027759219968,0,0.01027759219968,0,0,0,0,0.01027759219968,0,0.01027759219968,0.01027759219968,0.01027759219968,0,0,0.01027759219968,0.01027759219968,0,0.01027759219968,0.01027759219968,0,0.01027759219968,0.01027759219968,0.01027759219968,0.01027759219968,0,0,0.01027759219968
0,0,0,0,0,0,0,0,0,0,0,0.0448477143,0,0,0,0,0,0,0,0,0,0,0,0,0.0448477143,0.0448477143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448477143,0,0,0,0,0.0448477143,0.0448477143,0,0.0448477143,0.0448477143,0,0.0448477143,0,0,0,0.0448477143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945063252,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00290440881,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01472661645,0.01472661645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01472661645,0,0,0,0,0,0,0
0,0,0,0,0,0.0743854538042,0,0.0743854538042,0.0743854538042,0.0743854538042,0,0,0.0743854538042,0,0,0,0,0,0.0743854538042,0.0743854538042,0,0,0,0.0743854538042,0.0743854538042,0.0743854538042,0.0743854538042,0,0,0,0.0743854538042,0,0.0743854538042,0.0743854538042,0.0743854538042,0.0743854538042,0.0743854538042,0,0,0.0743854538042,0,0,0,0,0,0,0.0743854538042,0,0.0743854538042,0.0743854538042,0.0743854538042,0,0,0.0743854538042,0.0743854538042,0.0743854538042,0.0743854538042,0.0743854538042,0,0.0743854538042,0.0743854538042,0.0743854538042,0.0743854538042,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45896451714,0.45896451714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45896451714,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1326251511,0.1326251511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1326251511,0.1326251511,0,0.1326251511,0.1326251511,0,0.1326251511,0,0,0,0.1326251511,0
0,0,0,0,0,0,0,0,0,0,0,0.001378294745,0,0,0,0,0,0,0,0,0,0,0,0,0.001378294745,0.001378294745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001378294745,0,0,0.001378294745,0,0.001378294745,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.034366101495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034366101495,0.034366101495,0,0.034366101495,0,0,0,0.034366101495,0
