"Achnanthes","Achnanthes joursacense","Achnanthes lanceolata","Amphora ovalis","Amphora pediculus","Anabolia nervosa","Ancylus fluviatilis","Anguilla anguilla","Aphelocheirus aestivalis","Asellus aquaticus","Baetis niger","Bithynia leachii","Caenis rivulorum","Calopteryx splendens","Ceratopogonidae","Chironomidae","Cocconeis placentula","CPOM","Cymatopleura solea","Cymbella lanceolata","Diatoma vulgaris","Dicranota","Ecdyonurus dispar","Elmis aenea","Empididae","Encyonema minutum","Encyonema silesiacum","Ephemera danica","Erpobdella octoculata","FPOM","Fragilaria elliptica","Fragilaria leptostauron","Fragilaria ulna","Fragilaria vaucheriae","Gammarus pulex","Gobio gobio","Gomphonema olivaceum","Gyrinidae","Heptagenia sulphurea","Hydracarina","Hydropsyche contubernalis","Hydropsyche instabilis","Hydropsyche pellucidula","Hydropsyche siltalai","Hydroptila","Lepidostoma hirtum","Leuciscus leuciscus","Leuctra geniculata","Limnius volckmari","Melosira varians","Navicula capitatoradiata","Navicula cryptotenella","Navicula gregaria","Navicula lanceolata","Navicula menisculus","Navicula pseudofrugalis","Navicula tripunctata","Nitzschia amphibia","Nitzschia dissipata","Nitzschia perminuta","Oligochaeta","Oulimnius tuberculatus","Piscicola geometra","Pisidium","Plectrocnemia conspersa","Polycentropus kingi","Rhithrogena semicolorata","Rhoicosphenia abbreviata","Rutilus rutilus","Salmo trutta","Sericostoma personatum","Serratella ignita","Silo pallipes","Simuliidae","Squalius cephalus","Surirella ovalis","Tabellaria flocculosa","Tanypodinae","Theodoxus fluviatilis","Thymallus thymallus","Tipulidae"
0,0,0,0,0,8940.46052688926,9257.87308688926,0,0,9785.12968688926,8786.60352688926,9785.12968688926,10367.0796868893,0,10367.0796868893,9785.12968688926,0,0,0,0,0,2828.3171469422,10367.0796868893,10367.0796868893,10367.0796868893,0,0,9785.12968688926,9785.12968688926,0,0,0,0,0,9785.12968688926,10367.0796868893,0,10367.0796868893,10367.0796868893,0,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,0,0,0,0,0,0,0,0,0,0,0,7208.32413994706,10367.0796868893,0,9785.12968688926,1,8875.41112397068,10367.0796868893,0,0,0,9785.12968688926,0,10367.0796868893,9785.12968688926,10367.0796868893,0,0,0,9785.12968688926,0,9785.12968688926
0,0,0,0,0,0,0,0,0,2.9532,0,2.9532,2.9532,0,2.9532,2.9532,0,0,0,0,0,0,2.9532,2.9532,2.9532,0,0,2.9532,2.9532,0,0,0,0,0,2.9532,2.9532,0,2.9532,2.9532,0,2.9532,2.9532,2.9532,2.9532,2.9532,2.9532,2.9532,2.9532,2.9532,0,0,0,0,0,0,0,0,0,0,0,2.9532,2.9532,0,2.9532,0,0,2.9532,0,0,0,2.9532,0,2.9532,2.9532,2.9532,0,0,0,2.9532,0,2.9532
0,0,0,0,0,0,45.486,0,0,45.486,45.486,45.486,45.486,0,45.486,45.486,0,0,0,0,0,0,45.486,45.486,45.486,0,0,45.486,45.486,0,0,0,0,0,45.486,45.486,0,45.486,45.486,0,45.486,45.486,45.486,45.486,45.486,45.486,45.486,45.486,45.486,0,0,0,0,0,0,0,0,0,0,0,45.486,45.486,0,45.486,0,0,45.486,0,0,0,45.486,0,45.486,45.486,45.486,0,0,0,45.486,0,45.486
0,0,0,0,0,288.792,288.792,0,0,288.792,0,288.792,288.792,0,288.792,288.792,0,0,0,0,0,288.792,288.792,288.792,288.792,0,0,288.792,288.792,0,0,0,0,0,288.792,288.792,0,288.792,288.792,0,288.792,288.792,288.792,288.792,288.792,288.792,288.792,288.792,288.792,0,0,0,0,0,0,0,0,0,0,0,0,288.792,0,288.792,0,288.792,288.792,0,0,0,288.792,0,288.792,288.792,288.792,0,0,0,288.792,0,288.792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007827785424,0,0,0,0,0,0,0,0,0,0,0,0,0.0007827785424,0.0007827785424,0,0,0,0,0,0,0,0,0,0,0.0007827785424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007827785424,0,0.0007827785424,0,0,0,0,0.0007827785424,0,0,0,0,0.0007827785424,0,0,0,0,0.0007827785424,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006852265968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006852265968,0.006852265968,0,0,0,0.006852265968,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049514261264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049514261264,0,0,0.0049514261264,0.0049514261264,0,0,0,0,0.0049514261264,0,0,0.0049514261264,0,0.0049514261264,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89759904e-05,0,0,0,0,0,0,0,0,0,6.89759904e-05,0
0,0,0,0,0,0,2.46312,0,0,2.46312,0,2.46312,2.46312,0,2.46312,2.46312,0,0,0,0,0,0,2.46312,2.46312,2.46312,0,0,2.46312,2.46312,0,0,0,0,0,2.46312,2.46312,0,2.46312,2.46312,0,2.46312,2.46312,2.46312,2.46312,2.46312,2.46312,2.46312,2.46312,2.46312,0,0,0,0,0,0,0,0,0,0,0,2.46312,2.46312,0,2.46312,0,0,2.46312,0,0,0,2.46312,0,2.46312,2.46312,2.46312,0,0,0,2.46312,0,2.46312
0,0,0,0,0,0,32.16,0,0,32.16,0,32.16,32.16,0,32.16,32.16,0,0,0,0,0,0,32.16,32.16,32.16,0,0,32.16,32.16,0,0,0,0,0,32.16,32.16,0,32.16,32.16,0,32.16,32.16,32.16,32.16,32.16,32.16,32.16,32.16,32.16,0,0,0,0,0,0,0,0,0,0,0,32.16,32.16,0,32.16,0,0,32.16,0,0,0,32.16,0,32.16,32.16,32.16,0,0,0,32.16,0,32.16
0,0,0,0,0,0,0,0.0286915931264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286915931264,0,0,0,0,0,0,0.0286915931264,0,0,0,0,0,0,0,0,0,0,0.0286915931264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286915931264,0,0,0.0286915931264,0,0,0,0.0286915931264,0,0,0,0,0.0286915931264,0,0,0,0,0.0286915931264,0
0,0,0,0,0,0,0,0.0133742489088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133742489088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133742489088,0,0,0,0,0,0,0.0133742489088,0,0,0,0,0,0,0,0,0,0.0133742489088,0
0,0,0,0,0,8940.46052688926,9257.87308688926,0,0,9785.12968688926,8786.60352688926,9785.12968688926,10367.0796868893,0,10367.0796868893,9785.12968688926,0,0,0,0,0,2828.3171469422,10367.0796868893,10367.0796868893,10367.0796868893,0,0,9785.12968688926,9785.12968688926,0,0,0,0,0,9785.12968688926,10367.0796868893,0,10367.0796868893,10367.0796868893,0,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,10367.0796868893,0,0,0,0,0,0,0,0,0,0,0,7208.32413994706,10367.0796868893,0,9785.12968688926,0,8875.41112397068,10367.0796868893,0,0,0,9785.12968688926,0,10367.0796868893,9785.12968688926,10367.0796868893,0,0,0,9785.12968688926,0,9785.12968688926
0,0,0,0,0,100.24,100.24,0,0,100.24,100.24,100.24,100.24,0,100.24,100.24,0,0,0,0,0,100.24,100.24,100.24,100.24,0,0,100.24,100.24,0,0,0,0,0,100.24,100.24,0,100.24,100.24,0,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,100.24,0,0,0,0,0,0,0,0,0,0,0,0,100.24,0,100.24,0,100.24,100.24,0,0,0,100.24,0,100.24,100.24,100.24,0,0,0,100.24,0,100.24
0,0,0,0,0,56.304,56.304,0,0,56.304,56.304,56.304,56.304,0,56.304,56.304,0,0,0,0,0,56.304,56.304,56.304,56.304,0,0,56.304,56.304,0,0,0,0,0,56.304,56.304,0,56.304,56.304,0,56.304,56.304,56.304,56.304,56.304,56.304,56.304,56.304,56.304,0,0,0,0,0,0,0,0,0,0,0,0,56.304,0,56.304,0,56.304,56.304,0,0,0,56.304,0,56.304,56.304,56.304,0,0,0,56.304,0,56.304
0,0,0,0,0,4371.4310938844,4371.4310938844,0,0,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,0,4371.4310938844,4371.4310938844,0,0,0,0,0,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,0,0,4371.4310938844,4371.4310938844,0,0,0,0,0,4371.4310938844,4371.4310938844,0,4371.4310938844,4371.4310938844,0,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,4371.4310938844,0,0,0,0,0,0,0,0,0,0,0,0,4371.4310938844,0,4371.4310938844,0,4371.4310938844,4371.4310938844,0,0,0,4371.4310938844,0,4371.4310938844,4371.4310938844,4371.4310938844,0,0,0,4371.4310938844,0,4371.4310938844
0,0,0,0,0,272.436,272.436,0,0,272.436,272.436,272.436,272.436,0,272.436,272.436,0,0,0,0,0,272.436,272.436,272.436,272.436,0,0,272.436,272.436,0,0,0,0,0,272.436,272.436,0,272.436,272.436,0,272.436,272.436,272.436,272.436,272.436,272.436,272.436,272.436,272.436,0,0,0,0,0,0,0,0,0,0,0,0,272.436,0,272.436,0,272.436,272.436,0,0,0,272.436,0,272.436,272.436,272.436,0,0,0,272.436,0,272.436
0,0,0,0,0,0,0,1.177046757752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177046757752,0,0,0,0,0,0,1.177046757752,0,0,0,0,1.177046757752,1.177046757752,1.177046757752,1.177046757752,0,0,1.177046757752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177046757752,0,1.177046757752,1.177046757752,0,0,1.177046757752,1.177046757752,0,0,0,0,1.177046757752,0,0,1.177046757752,0,1.177046757752,0
0,0,0,0,0,0,0,0.008233333745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008233333745,0,0,0,0,0,0,0,0,0,0,0.008233333745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008233333745,0,0,0,0,0,0,0.008233333745,0,0,0,0,0.008233333745,0,0,0,0,0.008233333745,0
0,0,0,0,0,12.7152,12.7152,0,0,12.7152,12.7152,12.7152,12.7152,0,12.7152,12.7152,0,0,0,0,0,12.7152,12.7152,12.7152,12.7152,0,0,12.7152,12.7152,0,0,0,0,0,12.7152,12.7152,0,12.7152,12.7152,0,12.7152,12.7152,12.7152,12.7152,12.7152,12.7152,12.7152,12.7152,12.7152,0,0,0,0,0,0,0,0,0,0,0,12.7152,12.7152,0,12.7152,0,12.7152,12.7152,0,0,0,12.7152,0,12.7152,12.7152,12.7152,0,0,0,12.7152,0,12.7152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085833240768,0,0,0,0,0,0,0,0,0,0.0085833240768,0
0,0,0,0,0,0,0,0.0242807881392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242807881392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242807881392,0,0,0,0,0,0,0,0,0,0.0242807881392,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002475956592,0,0,0,0.002475956592,0,0,0,0,0,0,0.002475956592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002475956592,0.002475956592,0,0,0,0,0.002475956592,0,0,0,0,0.002475956592,0
0,0,0,0,0,0,0,0.0026297606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026297606,0,0,0,0,0,0,0,0,0,0,0.0026297606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026297606,0.0026297606,0,0,0,0,0.0026297606,0,0,0,0,0.0026297606,0
0,0,0,0,0,0,0,0.0073608522512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073608522512,0,0,0,0,0,0,0,0,0,0,0.0073608522512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073608522512,0.0073608522512,0,0,0,0,0.0073608522512,0,0,0,0,0.0073608522512,0
0,0,0,0,0,0,0,0.034550539032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034550539032,0,0,0,0,0,0,0,0,0,0,0.034550539032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034550539032,0.034550539032,0,0,0,0,0.034550539032,0,0,0,0,0.034550539032,0
0,0,0,0,0,0,0,0.039892250696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039892250696,0,0,0,0,0,0,0,0,0,0,0.039892250696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039892250696,0.039892250696,0,0,0,0,0.039892250696,0,0,0,0,0.039892250696,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127641784,0,0,0,0,0,0,0,0,0,0,0.00127641784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127641784,0,0,0,0,0.00127641784,0,0,0,0,0.00127641784,0
0,0,0,0,0,0,0,0.004009227432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004009227432,0,0,0,0,0,0,0,0,0,0,0.004009227432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004009227432,0,0,0,0,0.004009227432,0,0,0,0,0.004009227432,0
0,0,0,0,0,0,0,0.307049995513571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307049995513571,0,0,0,0,0,0,0,0,0,0,0.307049995513571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307049995513571,0,0,0,0,0,0,0.307049995513571,0,0,0,0,0.307049995513571,0,0,0,0,0.307049995513571,0
0,0,0,0,0,0,0,0.0835006142464,0,0,0,0,0,0.0835006142464,0,0,0,0,0,0,0,0.0835006142464,0,0,0,0,0,0,0.0835006142464,0,0,0,0,0,0.0835006142464,0.0835006142464,0,0,0,0,0.0835006142464,0.0835006142464,0.0835006142464,0.0835006142464,0,0,0.0835006142464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835006142464,0,0.0835006142464,0.0835006142464,0,0,0,0.0835006142464,0,0,0,0,0.0835006142464,0,0,0.0835006142464,0,0.0835006142464,0
0,0,0,0,0,0,0,0.139242901128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139242901128,0,0,0,0,0.139242901128,0.139242901128,0.139242901128,0.139242901128,0,0,0.139242901128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139242901128,0.139242901128,0,0,0,0,0.139242901128,0,0,0,0,0.139242901128,0
0,0,0,0,0,64.408,64.408,0,0,64.408,0,64.408,64.408,0,64.408,64.408,0,0,0,0,0,0,64.408,64.408,64.408,0,0,64.408,64.408,0,0,0,0,0,64.408,64.408,0,64.408,64.408,0,64.408,64.408,64.408,64.408,64.408,64.408,64.408,64.408,64.408,0,0,0,0,0,0,0,0,0,0,0,0,64.408,0,64.408,0,64.408,64.408,0,0,0,64.408,0,64.408,64.408,64.408,0,0,0,64.408,0,64.408
0,0,0,0,0,1002.84,1002.84,0,0,1002.84,1002.84,1002.84,1002.84,0,1002.84,1002.84,0,0,0,0,0,0,1002.84,1002.84,1002.84,0,0,1002.84,1002.84,0,0,0,0,0,1002.84,1002.84,0,1002.84,1002.84,0,1002.84,1002.84,1002.84,1002.84,1002.84,1002.84,1002.84,1002.84,1002.84,0,0,0,0,0,0,0,0,0,0,0,1002.84,1002.84,0,1002.84,0,1002.84,1002.84,0,0,0,1002.84,0,1002.84,1002.84,1002.84,0,0,0,1002.84,0,1002.84
0,0,0,0,0,492.76,492.76,0,0,492.76,492.76,492.76,492.76,0,492.76,492.76,0,0,0,0,0,0,492.76,492.76,492.76,0,0,492.76,492.76,0,0,0,0,0,492.76,492.76,0,492.76,492.76,0,492.76,492.76,492.76,492.76,492.76,492.76,492.76,492.76,492.76,0,0,0,0,0,0,0,0,0,0,0,492.76,492.76,0,492.76,0,492.76,492.76,0,0,0,492.76,0,492.76,492.76,492.76,0,0,0,492.76,0,492.76
0,0,0,0,0,2552,2552,0,0,2552,2552,2552,2552,0,2552,2552,0,0,0,0,0,0,2552,2552,2552,0,0,2552,2552,0,0,0,0,0,2552,2552,0,2552,2552,0,2552,2552,2552,2552,2552,2552,2552,2552,2552,0,0,0,0,0,0,0,0,0,0,0,2552,2552,0,2552,0,2552,2552,0,0,0,2552,0,2552,2552,2552,0,0,0,2552,0,2552
