"Achnanthes","Achnanthes levanderi","Achnanthes minutissima","Amphinemura sulcicollis","Baetis muticus","Baetis rhodani","Barbatula barbatula","Brachysira vitrea","Caenis rivulorum","Chironomidae","Corixidae","CPOM","Diatoma hyemalis","Elmis aenea","Encyonema minutum","Encyonema silesiacum","Erpobdella octoculata","Esolus parallelepipedus","Eunotia incisa","Eunotia pectinalis","Eunotia rhomboidea","FPOM","Fragilaria capucina","Frustulia rhomboides","Gomphonema acuminatum","Gomphonema parvulum","Hydropsyche siltalai","Hydroptila","Isoperla grammatica","Leuctra hippopus","Leuctra nigra","Limnius volckmari","Navicula minima","Navicula seminulum","Nitzschia recta","Odontocerum albicorne","Oligochaeta","Oulimnius","Pinnularia microstauron","Plectrocnemia conspersa","Polycentropus flavomaculatus","Rhithrogena semicolorata","Rhyacophila dorsalis","Rhyacophila fasciata","Salmo trutta","Serratella ignita","Simuliidae","Siphonoperla torrentium","Synedra acus","Tabellaria flocculosa","Tanypodinae","Tipulidae"
0,0,0,0,0,0,0.036558826696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036558826696,0,0,0,0.036558826696,0,0,0,0,0,0,0
0,0,0,0.500322092318409,0.0175617709855205,0.0175617709855205,0,0,0.500322092318409,0.414139007518611,0,0,0,0.500322092318409,0,0,0.480109674453459,0,0,0,0,0,0,0,0,0,0.500322092318409,0.500322092318409,1,0.500322092318409,0.500322092318409,0.500322092318409,0,0,0,0.500322092318409,0.298556036539455,0.500322092318409,0,1,0.302133860612406,0.500322092318409,1,1,0,0,0.302490520239109,0,0,0,0,0.236519853304261
0,0,0,0.00555266000025,0,0,0,0,0.00555266000025,0.00555266000025,0,0,0,0.00555266000025,0,0,0.00555266000025,0,0,0,0,0,0,0,0,0,0.00555266000025,0.00555266000025,0,0.00555266000025,0.00555266000025,0.00555266000025,0,0,0,0.00555266000025,0,0.00555266000025,0,0,0.00555266000025,0.00555266000025,0,0,0,0,0.00555266000025,0,0,0,0,0.00555266000025
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000350631522,0,0.000350631522,0.000350631522,0.000350631522,0,0,0.000350631522,0,0,0.000350631522,0
0,0,0,2.662572e-06,0,0,0,0,2.662572e-06,2.662572e-06,0,0,0,2.662572e-06,0,0,2.662572e-06,0,0,0,0,0,0,0,0,0,2.662572e-06,2.662572e-06,0,2.662572e-06,2.662572e-06,2.662572e-06,0,0,0,2.662572e-06,2.662572e-06,2.662572e-06,0,0,2.662572e-06,2.662572e-06,0,0,0,0,2.662572e-06,0,0,0,0,2.662572e-06
0,0,0,0.0003145527999,0,0,0,0,0.0003145527999,0.0003145527999,0,0,0,0.0003145527999,0,0,0.0003145527999,0,0,0,0,0,0,0,0,0,0.0003145527999,0.0003145527999,0,0.0003145527999,0.0003145527999,0.0003145527999,0,0,0,0.0003145527999,0.0003145527999,0.0003145527999,0,0,0.0003145527999,0.0003145527999,0,0,0,0,0.0003145527999,0,0,0,0,0.0003145527999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04049279415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04049279415,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014688911951,0,0,0,0,0,0,0
0,0,0,0.0042753666655,0,0,0,0,0.0042753666655,0.0042753666655,0,0,0,0.0042753666655,0,0,0.0042753666655,0,0,0,0,0,0,0,0,0,0.0042753666655,0.0042753666655,0,0.0042753666655,0.0042753666655,0.0042753666655,0,0,0,0.0042753666655,0.0042753666655,0.0042753666655,0,0,0,0.0042753666655,0,0,0,0,0,0,0,0,0,0
0,0,0,0.3351508309632,0,0,0,0,0.3351508309632,0.3351508309632,0,0,0,0.3351508309632,0,0,0.3351508309632,0,0,0,0,0,0,0,0,0,0.3351508309632,0.3351508309632,0,0.3351508309632,0.3351508309632,0.3351508309632,0,0,0,0.3351508309632,0.3351508309632,0.3351508309632,0,0,0,0.3351508309632,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0158121108,0,0,0,0,0.0158121108,0.0158121108,0,0,0,0.0158121108,0,0,0.0158121108,0,0,0,0,0,0,0,0,0,0.0158121108,0.0158121108,0,0.0158121108,0.0158121108,0.0158121108,0,0,0,0.0158121108,0.0158121108,0.0158121108,0,0,0,0.0158121108,0,0,0,0,0,0,0,0,0,0
0,0,0,0.500322092318409,0.0175617709855205,0.0175617709855205,0,0,0.500322092318409,0.414139007518611,0,0,0,0.500322092318409,0,0,0.480109674453459,0,0,0,0,0,0,0,0,0,0.500322092318409,0.500322092318409,0,0.500322092318409,0.500322092318409,0.500322092318409,0,0,0,0.500322092318409,0.298556036539455,0.500322092318409,0,0,0.302133860612406,0.500322092318409,1,1,0,0,0.302490520239109,0,0,0,0,0.236519853304261
0,0,0,0.0151060184,0.0151060184,0.0151060184,0,0,0.0151060184,0.0151060184,0,0,0,0.0151060184,0,0,0.0151060184,0,0,0,0,0,0,0,0,0,0.0151060184,0.0151060184,0,0.0151060184,0.0151060184,0.0151060184,0,0,0,0.0151060184,0,0.0151060184,0,0,0.0151060184,0.0151060184,0,0,0,0,0.0151060184,0,0,0,0,0.0151060184
0,0,0,0.02155035920292,0,0,0,0,0.02155035920292,0,0,0,0,0.02155035920292,0,0,0.02155035920292,0,0,0,0,0,0,0,0,0,0.02155035920292,0.02155035920292,0,0.02155035920292,0.02155035920292,0.02155035920292,0,0,0,0.02155035920292,0.02155035920292,0.02155035920292,0,0,0.02155035920292,0.02155035920292,0,0,0,0,0.02155035920292,0,0,0,0,0
0,0,0,0.01590452937403,0.01590452937403,0.01590452937403,0,0,0.01590452937403,0.01590452937403,0,0,0,0.01590452937403,0,0,0.01590452937403,0,0,0,0,0,0,0,0,0,0.01590452937403,0.01590452937403,0,0.01590452937403,0.01590452937403,0.01590452937403,0,0,0,0.01590452937403,0.01590452937403,0.01590452937403,0,0,0.01590452937403,0.01590452937403,0,0,0,0,0.01590452937403,0,0,0,0,0.01590452937403
0,0,0,0.000379583384,0.000379583384,0.000379583384,0,0,0.000379583384,0.000379583384,0,0,0,0.000379583384,0,0,0.000379583384,0,0,0,0,0,0,0,0,0,0.000379583384,0.000379583384,0,0.000379583384,0.000379583384,0.000379583384,0,0,0,0.000379583384,0.000379583384,0.000379583384,0,0,0.000379583384,0.000379583384,0,0,0,0,0.000379583384,0,0,0,0,0.000379583384
0,0,0,0,0,0,0.002712108842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002712108842,0.002712108842,0.002712108842,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213445675,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020710587604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020710587604,0.020710587604,0.020710587604,0,0,0.020710587604,0,0,0,0
0,0,0,0,0,0,0.00146308854,0,0,0,0,0,0,0,0,0,0.00146308854,0,0,0,0,0,0,0,0,0,0.00146308854,0,0.00146308854,0,0,0,0,0,0,0,0,0,0,0.00146308854,0.00146308854,0,0.00146308854,0.00146308854,0.00146308854,0,0,0.00146308854,0,0,0.00146308854,0
0,0,0,0,0,0,0.001544463825,0,0,0,0,0,0,0,0,0,0.001544463825,0,0,0,0,0,0,0,0,0,0.001544463825,0,0.001544463825,0,0,0,0,0,0,0,0,0,0,0.001544463825,0.001544463825,0,0.001544463825,0.001544463825,0.001544463825,0,0,0.001544463825,0,0,0.001544463825,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082328569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082328569,0,0,0,0,0,0,0
0,0,0,0.001440549866715,0.001440549866715,0.001440549866715,0,0,0.001440549866715,0.001440549866715,0,0,0,0.001440549866715,0,0,0.001440549866715,0,0,0,0,0,0,0,0,0,0.001440549866715,0.001440549866715,0,0.001440549866715,0.001440549866715,0.001440549866715,0,0,0,0.001440549866715,0.001440549866715,0.001440549866715,0,0,0.001440549866715,0.001440549866715,0,0,0,0,0.001440549866715,0,0,0,0,0.001440549866715
0,0,0,0.00157954169289,0.00157954169289,0.00157954169289,0,0,0.00157954169289,0.00157954169289,0,0,0,0.00157954169289,0,0,0.00157954169289,0,0,0,0,0,0,0,0,0,0.00157954169289,0.00157954169289,0,0.00157954169289,0.00157954169289,0.00157954169289,0,0,0,0.00157954169289,0.00157954169289,0.00157954169289,0,0,0.00157954169289,0.00157954169289,0,0,0,0,0.00157954169289,0,0,0,0,0.00157954169289
0,0,0,0.000713319253406,0.000713319253406,0.000713319253406,0,0,0.000713319253406,0.000713319253406,0,0,0,0.000713319253406,0,0,0.000713319253406,0,0,0,0,0,0,0,0,0,0.000713319253406,0.000713319253406,0,0.000713319253406,0.000713319253406,0.000713319253406,0,0,0,0.000713319253406,0.000713319253406,0.000713319253406,0,0,0,0.000713319253406,0,0,0,0,0.000713319253406,0,0,0,0,0.000713319253406
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.00451453026,0,0,0,0.00451453026,0,0,0,0,0,0.00451453026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451453026,0.00451453026,0,0.00451453026,0.00451453026,0.00451453026,0,0,0.00451453026,0,0,0.00451453026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169770278,0,0,0,0,0,0,0
0,0,0,0.107358132,0,0,0,0,0.107358132,0,0,0,0,0.107358132,0,0,0.107358132,0,0,0,0,0,0,0,0,0,0.107358132,0.107358132,0,0.107358132,0.107358132,0.107358132,0,0,0,0.107358132,0.107358132,0.107358132,0,0,0.107358132,0.107358132,0,0,0,0,0.107358132,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003487695212,0.003487695212,0,0,0,0,0,0,0,0,0,0.003487695212,0
0,0,0,0,0,0,0.000899141231,0,0,0,0,0,0,0,0,0,0.000899141231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000899141231,0,0.000899141231,0.000899141231,0.000899141231,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002830461072,0,0,0,0,0,0,0,0,0,0,0,0.002830461072,0,0,0,0.002830461072,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001485368546,0,0,0,0,0,0,0,0,0,0,0.001485368546,0.001485368546,0,0.001485368546,0.001485368546,0.001485368546,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001374482614,0,0,0,0,0,0,0,0,0,0,0.001374482614,0.001374482614,0,0.001374482614,0.001374482614,0.001374482614,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12067333484175,0,0,0,0,0,0,0
0,0,0,0,0,0,0.002954737884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002954737884,0,0,0,0,0,0,0
0,0,0,0,0,0,0.002609566484,0,0,0,0,0,0,0,0,0,0.002609566484,0,0,0,0,0,0,0,0,0,0.002609566484,0,0.002609566484,0,0,0,0,0,0,0,0,0,0,0.002609566484,0.002609566484,0,0.002609566484,0.002609566484,0.002609566484,0,0,0.002609566484,0,0,0.002609566484,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004387771212,0,0,0,0,0,0,0,0,0,0,0.004387771212,0,0,0.004387771212,0.004387771212,0,0,0,0.004387771212,0,0,0.004387771212,0
0,0,0,0.342448597427758,0,0,0,0,0.342448597427758,0.342448597427758,0,0,0,0.342448597427758,0,0,0.342448597427758,0,0,0,0,0,0,0,0,0,0.342448597427758,0.342448597427758,0,0.342448597427758,0.342448597427758,0.342448597427758,0,0,0,0.342448597427758,0,0.342448597427758,0,0,0.342448597427758,0.342448597427758,0,0,0,0,0.342448597427758,0,0,0,0,0.342448597427758
0,0,0,0.0404248357299,0,0,0,0,0.0404248357299,0,0,0,0,0.0404248357299,0,0,0,0,0,0,0,0,0,0,0,0,0.0404248357299,0.0404248357299,0,0.0404248357299,0.0404248357299,0.0404248357299,0,0,0,0.0404248357299,0,0.0404248357299,0,0,0,0.0404248357299,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0009626244,0,0,0,0.0009626244,0,0,0,0,0,0.0009626244,0,0,0,0,0,0,0,0,0,0.0009626244,0,0.0009626244,0,0,0,0,0,0,0,0,0,0,0.0009626244,0.0009626244,0,0.0009626244,0.0009626244,0.0009626244,0.0009626244,0,0.0009626244,0,0,0.0009626244,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628559631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00628559631,0,0,0,0,0.00628559631,0,0,0,0,0,0.00628559631,0
