"Achnanthes minutissima","Achnanthes modestiformis","Achnanthes oblongella","Amphinemura sulcicollis","Baetis rhodani","Brachyptera risi","Chironomidae","Chloroperla tripunctata","CPOM","Diatoma hyemale","Dicranota","Ecdyonurus dispar","Elmis aenea","Empididae","Eunotia","Eunotia incisa","Eunotia vanheurckii","FPOM","Fragilaria vaucheriae","Gomphonema angustatum","Hannaea arcus","Hydracarina","Isoperla grammatica","Leuctra hippopus","Leuctra inermis","Limnius volckmari","Oreodytes sanmarkii","Plectrocnemia geniculata","Protonemura meyeri","Rhithrogena semicolorata","Rhyacophila fasciata","Salmo trutta","Simuliidae","Siphonoperla torrentium","Synedra minuscula","Tabellaria flocculosa","Tipulidae"
0,0,0,5.852590544901,5.852590544901,5.852590544901,5.852590544901,0,0,0,5.852590544901,5.852590544901,5.852590544901,5.852590544901,0,0,0,0,0,0,0,0,0,5.852590544901,5.852590544901,5.852590544901,0,0,5.852590544901,5.852590544901,0,0,5.852590544901,0,0,0,5.852590544901
0,0,0,7.96950742514,0,7.96950742514,7.96950742514,0,0,0,7.96950742514,7.96950742514,7.96950742514,7.96950742514,0,0,0,0,0,0,0,0,0,7.96950742514,7.96950742514,7.96950742514,0,0,7.96950742514,7.96950742514,0,0,7.96950742514,0,0,0,7.96950742514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002715876432,0,0,0,0,0,0,0,0,0,0.002715876432,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489293594624,0,0,0,0,0,0,0,0.0489293594624,0.0489293594624,0,0.0489293594624,0,0,0
0,0,0,0,0,0,0,0.0064677362496,0,0,0.0064677362496,0,0,0,0,0,0,0,0,0,0,0,0.0064677362496,0,0,0,0,0.0064677362496,0,0,0.0064677362496,0.0064677362496,0,0.0064677362496,0,0,0
0,0,0,0,0,0,0,0.0728445523968,0,0,0.0728445523968,0,0,0,0,0,0,0,0,0,0,0,0.0728445523968,0,0,0,0,0.0728445523968,0,0,0.0728445523968,0.0728445523968,0,0.0728445523968,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014151524384,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000830351264,0.000830351264,0,0,0,0.000830351264,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227957595072,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346437455168,0,0,0,0,0,0,0,0.0346437455168,0.0346437455168,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031261580496,0,0,0,0,0,0,0,0,0.031261580496,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196712435216,0,0,0,0,0.0196712435216,0,0,0.0196712435216,0.0196712435216,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34500000001,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0389454382032,0,0,0,0,0,0,0,0,0,0,0.0389454382032,0.0389454382032,0,0,0,0,0.0389454382032,0,0,0.0389454382032,0.0389454382032,0,0.0389454382032,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113205055248,0,0,0,0,0.0113205055248,0,0,0.0113205055248,0,0,0.0113205055248,0,0,0
0,0,0,132.48190516758,132.48190516758,132.48190516758,132.48190516758,0,0,0,132.48190516758,132.48190516758,132.48190516758,132.48190516758,0,0,0,0,0,0,0,0,0,132.48190516758,132.48190516758,132.48190516758,0,0,132.48190516758,132.48190516758,0,0,132.48190516758,0,0,0,132.48190516758
0,0,0,10.96396953295,0,10.96396953295,0,0,0,0,0,10.96396953295,10.96396953295,10.96396953295,0,0,0,0,0,0,0,0,0,10.96396953295,10.96396953295,10.96396953295,0,0,10.96396953295,10.96396953295,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010427883936,0,0,0,0.010427883936,0,0,0,0,0
