"Achnanthes","Amphora","Aulacoseira","Bacteria","Chaetocladius sp.","Cocconeis","CPOM","Cymbella","Diatoma","Diploneis","Epithemia","Eukiefferiella minor","Filamentous algae","FPOM","Fragilaria","Fungi","Gomphonema","Green algae","Limnophora riparia","Limoniinae indet.","Macrophytes","Melosira","Meridion","Micropsectra atrofasciata","Navicula","Nitzschia","Oligochaeta indet.","Pinnularia","Procladius islandicus","Radix balthica","Rhoicosphenia","Rhopalodia","Salmo trutta","Simulium aureum","Simulium vittatum","Sperchon glandulosus","Synedra","Terrestrial","Thienemanniella sp."
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016233297984,0.016233297984,0,0,0,0,0,0,0,0,0.016233297984,0,0,0,0.016233297984,0.016233297984,0.016233297984,0,0,0,0
0,0,0,0,0.455793485734808,0,0,0,0,0,0,0.440392812018231,0,0,0,0,0,0,0.058047973997416,0.468407518346648,0,0,0,0.46612788099632,0,0,0.468407518346648,0,0.468407518346648,0.468407518346648,0,0,0,0.468407518346648,0.468407518346648,0.120388397549508,0,0,0.440392812018231
0,0,0,0,0.364634788587847,0,0,0,0,0,0,0.352314249614585,0,0,0,0,0,0,0.0464383791979328,0.374726014677319,0,0,0,0.372902304797056,0,0,0.374726014677319,0,0.374726014677319,0.374726014677319,0,0,0,0.374726014677319,0.374726014677319,0.0963107180396064,0,0,0.352314249614585
0,0,0,0,0.0442380653885716,0,0,0,0,0,0,0.0442380653885716,0,0,0,0,0,0,0,0.0442380653885716,0,0,0,0.0442380653885716,0,0,0.0442380653885716,0,0.0442380653885716,0.0442380653885716,0,0,0,0.0442380653885716,0.0442380653885716,0,0,0,0.0442380653885716
0,0,0,0,0.364634788587847,0,0,0,0,0,0,0.352314249614585,0,0,0,0,0,0,0.0464383791979328,0.374726014677319,0,0,0,0.372902304797056,0,0,0.374726014677319,0,0.374726014677319,0.374726014677319,0,0,0,0.374726014677319,0.374726014677319,0.0963107180396064,0,0,0.352314249614585
0,0,0,0,0.0130822039817358,0,0,0,0,0,0,0.0130822039817358,0,0,0,0,0,0,0,0.0130822039817358,0,0,0,0.0130822039817358,0,0,0.0130822039817358,0,0.0130822039817358,0.0130822039817358,0,0,0,0.0130822039817358,0.0130822039817358,0,0,0,0.0130822039817358
0,0,0,0,0.455793485734808,0,0,0,0,0,0,0.440392812018231,0,0,0,0,0,0,0.058047973997416,0.468407518346648,0,0,0,0.46612788099632,0,0,0.468407518346648,0,0.468407518346648,0.468407518346648,0,0,0,0.468407518346648,0.468407518346648,0.120388397549508,0,0,0.440392812018231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15109184112,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.455793485734808,0,0,0,0,0,0,0.440392812018231,0,0,0,0,0,0,0.058047973997416,0.468407518346648,0,0,0,0.46612788099632,0,0,0.468407518346648,0,0.468407518346648,0.468407518346648,0,0,0,0.468407518346648,0.468407518346648,0.120388397549508,0,0,0.440392812018231
0,0,0,0,0.0006060648482208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006060648482208,0,0,0,0.0006060648482208,0,0,0.0006060648482208,0,0.0006060648482208,0.0006060648482208,0,0,0,0.0006060648482208,0.0006060648482208,0,0,0,0
0,0,0,0,0.000440145949708,0,0,0,0,0,0,0.000440145949708,0,0,0,0,0,0,0,0.000440145949708,0,0,0,0.000440145949708,0,0,0.000440145949708,0,0.000440145949708,0.000440145949708,0,0,0,0.000440145949708,0.000440145949708,0.000440145949708,0,0,0.000440145949708
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04513919688,0.04513919688,0,0,0,0,0,0,0,0,0.04513919688,0,0,0,0.04513919688,0.04513919688,0.04513919688,0,0,0,0
0,0,0,0,0.0015007558264146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015007558264146,0,0,0,0.0015007558264146,0,0,0.0015007558264146,0,0.0015007558264146,0.0015007558264146,0,0,0,0.0015007558264146,0.0015007558264146,0,0,0,0
0,0,0,0,0.0079961543190675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079961543190675,0,0,0,0.0079961543190675,0,0,0.0079961543190675,0,0.0079961543190675,0.0079961543190675,0,0,0,0.0079961543190675,0.0079961543190675,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.233433427664,4.233433427664,0,0,0,0,0,0,0,0,4.233433427664,0,0,0,4.233433427664,0,0,0,0,0,0
0,0,0,0,0.0003568128027696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003568128027696,0,0,0,0.0003568128027696,0,0,0.0003568128027696,0,0.0003568128027696,0.0003568128027696,0,0,0,0.0003568128027696,0.0003568128027696,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008555356304,0.008555356304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.115657052144,0,0,0,0,0,0
0,0,0,0,0.0006061416189192,0,0,0,0,0,0,0.0006061416189192,0,0,0,0,0,0,0,0.0006061416189192,0,0,0,0.0006061416189192,0,0,0.0006061416189192,0,0.0006061416189192,0.0006061416189192,0,0,0,0.0006061416189192,0.0006061416189192,0,0,0,0.0006061416189192
0,0,0,0,0.01744024813236,0,0,0,0,0,0,0.01744024813236,0,0,0,0,0,0,0,0.01744024813236,0,0,0,0.01744024813236,0,0,0.01744024813236,0,0.01744024813236,0.01744024813236,0,0,0,0.01744024813236,0.01744024813236,0,0,0,0.01744024813236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847725713408,0,0,0,0,0,0,0,0,0,0.847725713408,0,0,0,0.847725713408,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553601736128,0,0,0,0,0,0,0,0,0,0.553601736128,0,0,0,0.553601736128,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566953893888,0,0,0,0,0,0
0,0,0,0,0.05705164852128,0,0,0,0,0,0,0.05705164852128,0,0,0,0,0,0,0.05705164852128,0.05705164852128,0,0,0,0.05705164852128,0,0,0.05705164852128,0,0.05705164852128,0.05705164852128,0,0,0,0.05705164852128,0.05705164852128,0,0,0,0.05705164852128
0,0,0,0,0.364634788587847,0,0,0,0,0,0,0.352314249614585,0,0,0,0,0,0,0.0464383791979328,0.374726014677319,0,0,0,0.372902304797056,0,0,0.374726014677319,0,0.374726014677319,0.374726014677319,0,0,1,0.374726014677319,0.374726014677319,0.0963107180396064,0,0,0.352314249614585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001071561024,0.001071561024,0,0,0,0,0,0,0,0,0.001071561024,0,0,0,0.001071561024,0.001071561024,0.001071561024,0,0,0,0
