"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS7","Navicula","plant","plant","plant","genus","sessile",2.74533333333333e-09,7821669.47476667,0.0214730899313928,NA,0.476696907735133
"IS7","Nitzschia","plant","plant","plant","genus","sessile",2.41266666666667e-10,43168191.2565,0.0104150456104849,NA,0.476696907735133
"IS7","Oligochaeta indet.","animal","ectotherm invertebrate","herbivore","class","walking",6.9050868e-05,5548,0.383094215664,7.70789104933442e-05,0.880136145438191
"IS7","Potamophylax cingulatus","animal","ectotherm invertebrate","omnivore","species","walking",0.001459521228,12,0.017514254736,1.45465386529718e-06,0.880136145438191
"IS7","Prosimulium ursinum","animal","ectotherm invertebrate","omnivore","species","walking",0.005400652044,12,0.064807824528,3.68304538023444e-06,0.880136145438191
"IS7","Radix balthica","animal","ectotherm invertebrate","herbivore","species","walking",0.000506243468,20,0.01012486936,1.14317894416898e-06,0.880136145438191
"IS7","Rheocricotopus effesus","animal","ectotherm invertebrate","herbivore","species","walking",0.000200137884,36,0.007204963824,1.06471979977635e-06,0.880136145438191
"IS7","Rhoicosphenia","plant","plant","plant","genus","sessile",1.224e-10,231177.5378,2.829613062672e-05,NA,0.476696907735133
"IS7","Rhopalodia","plant","plant","plant","genus","sessile",4.76e-09,2977322.993,0.01417205744668,NA,0.476696907735133
"IS7","Scatella sp.","animal","ectotherm invertebrate","detritivore","genus","walking",0.001131268048,32,0.036200577536,3.23720738207255e-06,0.880136145438191
"IS7","Simulium aureum","animal","ectotherm invertebrate","omnivore","species","walking",4.2786412e-05,16,0.000684582592,1.58247250640166e-07,0.880136145438191
"IS7","Simulium vittatum","animal","ectotherm invertebrate","omnivore","species","walking",1.6914888e-05,60,0.00101489328,3.0705159246911e-07,0.880136145438191
"IS7","Sperchon glandulosus","animal","ectotherm invertebrate","herbivore","species","walking",0.000588944676,220,0.12956782872,1.40011787392677e-05,0.880136145438191
"IS7","Stauroneis","plant","plant","plant","genus","sessile",5.4e-10,4391109.043,0.00237119888322,NA,0.476696907735133
"IS7","Synedra","plant","plant","plant","genus","sessile",2.016e-08,23261183.8,0.468945465408,NA,0.476696907735133
"IS7","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.125397594152005
"IS7","Thienemanniella sp.","animal","ectotherm invertebrate","herbivore","genus","walking",9.7570812e-05,1568,0.152991033216,2.78453207538238e-05,0.880136145438191
