"Achnanthes","Amphora","Bacteria","Clinocera stagnalis","Cocconeis","CPOM","Cricotopus sp. B","Cymbella","Diamesa bertrami","Diamesa zernyi","Diatoma","Dicranota exclusa","Eukiefferiella minor","Filamentous algae","FPOM","Fragilaria","Fungi","Gomphonema","Green algae","Meridion","Mesoveliidae indet. sp. A","Metriocnemus sp. A","Metriocnemus sp. B","Micropsectra atrofasciata","Navicula","Nitzschia","Oligochaeta indet.","Potamophylax cingulatus","Prosimulium ursinum","Radix balthica","Rheocricotopus effesus","Rhoicosphenia","Rhopalodia","Scatella sp.","Simulium aureum","Simulium vittatum","Sperchon glandulosus","Stauroneis","Synedra","Terrestrial","Thienemanniella sp."
0,0,0,0,0,0,1.86598324759641,0,1.86598324759641,1.85181119014972,0,1.86835444647963,1.86598324759641,0,0,0,0,0,0,0,0,1.86598324759641,1.86598324759641,1.86598324759641,0,0,1.86835444647963,1.79034522807599,1.86835444647963,1.86598324759641,1.86598324759641,0,0,0,1.86835444647963,1.86835444647963,0.630415086015194,0,0,0,1.86598324759641
0,0,0,0,0,0,1.11958994855784,0,1.11958994855784,1.11108671408984,0,1.12101266788778,1.11958994855784,0,0,0,0,0,0,0,0,1.11958994855784,1.11958994855784,1.11958994855784,0,0,1.12101266788778,1.07420713684559,1.12101266788778,1.11958994855784,1.11958994855784,0,0,1,1.12101266788778,1.12101266788778,0.378249051609116,0,0,0,1.11958994855784
0,0,0,0,0,0,0.037353638047134,0,0.037353638047134,0.037353638047134,0,0.037353638047134,0.037353638047134,0,0,0,0,0,0,0,0,0.037353638047134,0.037353638047134,0.037353638047134,0,0,0.037353638047134,0.037353638047134,0.037353638047134,0.037353638047134,0.037353638047134,0,0,0,0.037353638047134,0.037353638047134,0,0,0,0,0.037353638047134
0,0,0,0,0,0,1.11958994855784,0,1.11958994855784,1.11108671408984,0,1.12101266788778,1.11958994855784,0,0,0,0,0,0,0,0,1.11958994855784,1.11958994855784,1.11958994855784,0,0,1.12101266788778,1.07420713684559,1.12101266788778,1.11958994855784,1.11958994855784,0,0,0,1.12101266788778,1.12101266788778,0.378249051609116,0,0,0,1.11958994855784
0,0,0,0,0,0,0.0731510415781826,0,0.0731510415781826,0.0731510415781826,0,0.0731510415781826,0.0731510415781826,0,0,0,0,0,0,0,0,0.0731510415781826,0.0731510415781826,0.0731510415781826,0,0,0.0731510415781826,0.0731510415781826,0.0731510415781826,0.0731510415781826,0.0731510415781826,0,0,0,0.0731510415781826,0.0731510415781826,0,0,0,0,0.0731510415781826
0,0,0,0,0,0,1.86598324759641,0,1.86598324759641,1.85181119014972,0,1.86835444647963,1.86598324759641,0,0,0,0,0,0,0,0,1.86598324759641,1.86598324759641,1.86598324759641,0,0,1.86835444647963,1.79034522807599,1.86835444647963,1.86598324759641,1.86598324759641,0,0,0,1.86835444647963,1.86835444647963,0.630415086015194,0,0,0,1.86598324759641
0,0,0,0,0,0,0.10136417501032,0,0.10136417501032,0.10136417501032,0,0.10136417501032,0.10136417501032,0,0,0,0,0,0,0,0,0.10136417501032,0.10136417501032,0.10136417501032,0,0,0.10136417501032,0.10136417501032,0.10136417501032,0.10136417501032,0.10136417501032,0,0,0,0.10136417501032,0.10136417501032,0.10136417501032,0,0,0,0.10136417501032
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.017670200256,0,0,0,0,0,0,0,0.017670200256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00020918848,0,0,0,0,0,0,0,0.00020918848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.006043681728,0,0,0,0,0,0,0,0.006043681728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006043681728,0.006043681728,0,0,0,0,0,0.006043681728,0.006043681728,0,0,0,0,0
0,0,0,0,0,0,0.0214730899313928,0,0.0214730899313928,0.0214730899313928,0,0.0214730899313928,0.0214730899313928,0,0,0,0,0,0,0,0,0.0214730899313928,0.0214730899313928,0.0214730899313928,0,0,0.0214730899313928,0,0.0214730899313928,0.0214730899313928,0.0214730899313928,0,0,0,0.0214730899313928,0.0214730899313928,0,0,0,0,0.0214730899313928
0,0,0,0,0,0,0.0104150456104849,0,0.0104150456104849,0.0104150456104849,0,0.0104150456104849,0.0104150456104849,0,0,0,0,0,0,0,0,0.0104150456104849,0.0104150456104849,0.0104150456104849,0,0,0.0104150456104849,0,0.0104150456104849,0.0104150456104849,0.0104150456104849,0,0,0,0.0104150456104849,0.0104150456104849,0,0,0,0,0.0104150456104849
0,0,0,0,0,0,0,0,0,0,0,0.383094215664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.064807824528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064807824528,0,0,0,0,0,0,0.064807824528,0.064807824528,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.007204963824,0,0,0,0,0,0,0,0.007204963824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007204963824,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.829613062672e-05,0,2.829613062672e-05,2.829613062672e-05,0,2.829613062672e-05,2.829613062672e-05,0,0,0,0,0,0,0,0,2.829613062672e-05,2.829613062672e-05,2.829613062672e-05,0,0,2.829613062672e-05,0,2.829613062672e-05,2.829613062672e-05,2.829613062672e-05,0,0,0,2.829613062672e-05,2.829613062672e-05,0,0,0,0,2.829613062672e-05
0,0,0,0,0,0,0.01417205744668,0,0.01417205744668,0,0,0.01417205744668,0.01417205744668,0,0,0,0,0,0,0,0,0.01417205744668,0.01417205744668,0.01417205744668,0,0,0.01417205744668,0.01417205744668,0.01417205744668,0.01417205744668,0.01417205744668,0,0,0,0.01417205744668,0.01417205744668,0,0,0,0,0.01417205744668
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000684582592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000684582592,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00101489328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101489328,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12956782872,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00237119888322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237119888322,0,0.00237119888322,0,0,0,0,0,0.00237119888322,0.00237119888322,0,0,0,0,0
0,0,0,0,0,0,0.468945465408,0,0.468945465408,0.468945465408,0,0.468945465408,0.468945465408,0,0,0,0,0,0,0,0,0.468945465408,0.468945465408,0.468945465408,0,0,0.468945465408,0.468945465408,0.468945465408,0.468945465408,0.468945465408,0,0,0,0.468945465408,0.468945465408,0,0,0,0,0.468945465408
0,0,0,0,0,0,1.11958994855784,0,1.11958994855784,1.11108671408984,0,1.12101266788778,1.11958994855784,0,0,0,0,0,0,0,1,1.11958994855784,1.11958994855784,1.11958994855784,0,0,1.12101266788778,1.07420713684559,1.12101266788778,1.11958994855784,1.11958994855784,0,0,0,1.12101266788778,1.12101266788778,0.378249051609116,0,0,0,1.11958994855784
0,0,0,0.152991033216,0,0,0,0,0,0,0,0.152991033216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152991033216,0.152991033216,0,0,0,0,0,0.152991033216,0.152991033216,0,0,0,0,0
