"FW_name","species","species_type","metabolic_type","functional_group","taxonomic_level","movement_type","bodymass","abundance","biomass","losses","efficiencies"
"IS11","Rheocricotopus effesus","animal","ectotherm invertebrate","herbivore","species","walking",0.00024079342,180,0.0433428156,9.59530340588401e-06,0.891149389544999
"IS11","Rhoicosphenia","plant","plant","plant","genus","sessile",1.776e-10,1043512.547,0.0001853278283472,NA,0.503883842524901
"IS11","Rhopalodia","plant","plant","plant","genus","sessile",8e-09,3829084.807,0.030632678456,NA,0.503883842524901
"IS11","Scatella sp.","animal","ectotherm invertebrate","detritivore","genus","walking",0.001131268048,4,0.004525072192,6.39602335876678e-07,0.891149389544999
"IS11","Simulium aureum","animal","ectotherm invertebrate","omnivore","species","walking",0.000295675232,240,0.07096205568,1.48015904543058e-05,0.891149389544999
"IS11","Simulium vittatum","animal","ectotherm invertebrate","omnivore","species","walking",6.5408496e-05,252,0.016482940992,5.32499649883707e-06,0.891149389544999
"IS11","Sperchon glandulosus","animal","ectotherm invertebrate","herbivore","species","walking",0.000601732572,772,0.464537545584,7.8851930413489e-05,0.891149389544999
"IS11","Synedra","plant","plant","plant","genus","sessile",2.928e-08,23608225.41,0.6912488400048,NA,0.503883842524901
"IS11","Terrestrial","detritus","ectotherm invertebrate","nonfeeding",NA,"flying",NA,NA,NA,NA,0.137826091377668
"IS11","Thienemanniella sp.","animal","ectotherm invertebrate","herbivore","genus","walking",6.3523824e-05,1908,0.121203456192,3.9489525045985e-05,0.891149389544999
