"Achnanthes lanceolata","Achnanthes minutissima","Acroloxus lacustris","Amphora pediculus","Ancylus fluviatilis","Antocha","Asellus aquaticus","Athripsodes","Baetis","Baetis rhodani","Baetis scambus","Baetis vernus","Barbatula barbatula","Caenis luctuosa","Caenis rivulorum","Calopteryx splendens","Calopteryx virgo","Chironomidae","Cocconeis placentula","Cottus gobio","CPOM","Dendrocoelum lacteum","Diatoma vulgaris","Elmis aenea","Encyonema silesiacum","Ephemera danica","Eunotia bilunaris","FPOM","Fragilaria capucina","Fragilaria fasciculata","Fragilaria ulna","Gammarus pulex","Gobio gobio","Goera pilosa","Gomphonema olivaceum","Gomphonema parvulum","Hydracarina","Hydropsyche pellucidula","Hydropsyche siltalai","Hydroptila","Ithytrichia","Lampetra planeri","Limnephilus lunatus","Limnius volckmari","Lype reducta","Navicula atomus","Navicula cryptotenella","Navicula lanceolata","Navicula minima","Navicula pupula","Navicula radiosa","Navicula seminulum","Navicula tripunctata","Nitzschia dissipata","Nitzschia palea","Nitzschia recta","Oligochaeta","Oulimnius troglodytes","Oulimnius tuberculatus","Phoxinus phoxinus","Physa fontinalis","Pisidium","Potamopyrgus antipodarum","Rhyacophila dorsalis","Salmo trutta","Sericostoma personatum","Serratella ignita","Silo nigricornis","Simuliidae","Sphaeromias","Squalius cephalus","Tanypodinae"
0,0,0,0,0,0.02900553316,0,0,0,0,0,0,0.02900553316,0,0,0,0.02900553316,0,0,0.02900553316,0,0.02900553316,0,0,0,0,0,0,0,0,0,0.02900553316,0.02900553316,0,0,0,0,0.02900553316,0.02900553316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02900553316,0,0,0,0.02900553316,0.02900553316,0,0,0,0,0,0.02900553316,0.02900553316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027952324,0,0,0,0,0,0,0,0,0,0,0,0,0.00027952324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027952324,0,0,0,0,0,0.00027952324,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017215521,0,0,0,0,0,0,0,0,0,0,0,0,0.00017215521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017215521,0,0,0,0,0,0.00017215521,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393517759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393517759,0,0,0,0,0,0,0
0,0,0,0,0,0.04083476767,0,0,0,0,0,0,0.04083476767,0,0,0.04083476767,0.04083476767,0,0,0.04083476767,0,0.04083476767,0,0,0,0,0,0,0,0,0,0.04083476767,0.04083476767,0,0,0,0.04083476767,0.04083476767,0.04083476767,0,0,0,0.04083476767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04083476767,0,0,0,0.04083476767,0.04083476767,0.04083476767,0.04083476767,0,0,0,0.04083476767,0.04083476767
0,0,0.4077570925013,0,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0,0.4077570925013,0.4077570925013,0,0,0.4077570925013,0,0,0,0.4077570925013,0,0.4077570925013,0,0.4077570925013,0,0,0,0,0,0.4077570925013,0.4077570925013,0.4077570925013,0,0,0,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0,0.4077570925013,0.4077570925013,0,0,0,0,0,0,0,0,0,0,0,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0,0.4077570925013,0.4077570925013,0,0,0.4077570925013,0,0.4077570925013,0.4077570925013,0.4077570925013,0.4077570925013,0
0,0,0,0,0,0,0,0,0,0,0,0,0.534087324032009,0,0,0,0,0,0,0.534087324032009,0,0,0,0,0,0,0,0,0,0,0,0,0.534087324032009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534087324032009,0,0,0,0,0.534087324032009,0,0,0,0,0,0.534087324032009,0
0,0,6.55485913930993,0,6.55198298499523,6.55198298499523,6.55485913930993,6.55198298499523,6.47245900050103,6.44997065611179,6.44997065611179,6.44997065611179,0,6.55485913930993,6.55485913930993,0,0,6.55485913930993,0,0,0,6.55485913930993,0,6.55485913930993,0,6.55198298499523,0,0,0,0,0,6.55485913930993,6.55485913930993,6.55485913930993,0,0,0,6.55485913930993,6.55485913930993,6.55485913930993,6.55485913930993,6.55485913930993,0.1604512185864,6.55485913930993,6.55485913930993,0,0,0,0,0,0,0,0,0,0,0,0.385391006391526,6.55485913930993,6.55485913930993,6.55485913930993,1,6.55485913930993,6.55485913930993,2.0130914022345e-05,0,6.55198298499523,0,6.55485913930993,6.55198298499523,6.55485913930993,6.55485913930993,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903483585,0,0,0.012903483585,0,0,0,0,0,0,0,0,0,0,0,0,0.012903483585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903483585,0
0,0,0.044966070639,0,0.044966070639,0.044966070639,0.044966070639,0.044966070639,0.044966070639,0,0,0,0,0.044966070639,0.044966070639,0,0,0.044966070639,0,0,0,0.044966070639,0,0.044966070639,0,0.044966070639,0,0,0,0,0,0.044966070639,0.044966070639,0.044966070639,0,0,0,0.044966070639,0.044966070639,0.044966070639,0.044966070639,0.044966070639,0,0.044966070639,0.044966070639,0,0,0,0,0,0,0,0,0,0,0,0,0.044966070639,0.044966070639,0.044966070639,0,0.044966070639,0.044966070639,0,0,0.044966070639,0,0.044966070639,0.044966070639,0.044966070639,0.044966070639,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01600413892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01600413892,0,0,0,0.01600413892,0.01600413892,0,0,0,0,0,0.01600413892,0.01600413892
0,0,1.061813946624e-05,0,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,0,0,0,0,1.061813946624e-05,1.061813946624e-05,0,0,1.061813946624e-05,0,0,0,1.061813946624e-05,0,1.061813946624e-05,0,1.061813946624e-05,0,0,0,0,0,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,0,0,0,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,0,1.061813946624e-05,1.061813946624e-05,0,0,0,0,0,0,0,0,0,0,0,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,0,1.061813946624e-05,1.061813946624e-05,0,0,1.061813946624e-05,0,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,1.061813946624e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0.086640302,0,0,0,0,0,0,0.086640302,0,0,0,0,0,0,0,0,0,0,0,0,0.086640302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086640302,0,0,0,0,0.086640302,0,0,0,0,0,0.086640302,0
0,0,0.0057523086294,0,0,0,0.0057523086294,0,0,0,0,0,0,0.0057523086294,0.0057523086294,0,0,0.0057523086294,0,0,0,0.0057523086294,0,0.0057523086294,0,0,0,0,0,0,0,0.0057523086294,0.0057523086294,0.0057523086294,0,0,0,0.0057523086294,0.0057523086294,0.0057523086294,0.0057523086294,0.0057523086294,0,0.0057523086294,0.0057523086294,0,0,0,0,0,0,0,0,0,0,0,0.0057523086294,0.0057523086294,0.0057523086294,0.0057523086294,0,0.0057523086294,0.0057523086294,0,0,0,0,0.0057523086294,0,0.0057523086294,0.0057523086294,0
0,0,6.55485913930993,0,6.55198298499523,6.55198298499523,6.55485913930993,6.55198298499523,6.47245900050103,6.44997065611179,6.44997065611179,6.44997065611179,0,6.55485913930993,6.55485913930993,0,0,6.55485913930993,0,0,0,6.55485913930993,0,6.55485913930993,0,6.55198298499523,0,0,0,0,0,6.55485913930993,6.55485913930993,6.55485913930993,0,0,0,6.55485913930993,6.55485913930993,6.55485913930993,6.55485913930993,6.55485913930993,0.1604512185864,6.55485913930993,6.55485913930993,0,0,0,0,0,0,0,0,0,0,0,0.385391006391526,6.55485913930993,6.55485913930993,6.55485913930993,1,6.55485913930993,6.55485913930993,2.0130914022345e-05,0,6.55198298499523,0,6.55485913930993,6.55198298499523,6.55485913930993,6.55485913930993,0
0,0,0.162540714243,0,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0,0.162540714243,0.162540714243,0,0,0.162540714243,0,0,0,0.162540714243,0,0.162540714243,0,0.162540714243,0,0,0,0,0,0.162540714243,0.162540714243,0.162540714243,0,0,0,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0,0.162540714243,0.162540714243,0,0,0,0,0,0,0,0,0,0,0,0,0.162540714243,0.162540714243,0.162540714243,0,0.162540714243,0.162540714243,0,0,0.162540714243,0,0.162540714243,0.162540714243,0.162540714243,0.162540714243,0
0,0,0.0098270062548,0,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0,0.0098270062548,0.0098270062548,0,0,0.0098270062548,0,0,0,0.0098270062548,0,0.0098270062548,0,0.0098270062548,0,0,0,0,0,0.0098270062548,0.0098270062548,0.0098270062548,0,0,0,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0,0.0098270062548,0.0098270062548,0,0,0,0,0,0,0,0,0,0,0,0,0.0098270062548,0.0098270062548,0.0098270062548,0,0.0098270062548,0.0098270062548,0,0,0.0098270062548,0,0.0098270062548,0.0098270062548,0.0098270062548,0.0098270062548,0
0,0,12.1216024747,0,12.1216024747,12.1216024747,12.1216024747,12.1216024747,12.1216024747,12.1216024747,12.1216024747,12.1216024747,0,12.1216024747,12.1216024747,0,0,12.1216024747,0,0,0,12.1216024747,0,12.1216024747,0,12.1216024747,0,0,0,0,0,12.1216024747,12.1216024747,12.1216024747,0,0,0,12.1216024747,12.1216024747,12.1216024747,12.1216024747,12.1216024747,0,12.1216024747,12.1216024747,0,0,0,0,0,0,0,0,0,0,0,0,12.1216024747,12.1216024747,12.1216024747,0,12.1216024747,12.1216024747,0,0,12.1216024747,0,12.1216024747,12.1216024747,12.1216024747,12.1216024747,0
0,0,0,0,0,0,0,0,0,0,0,0,8.26514439888,0,0,0,8.26514439888,0,0,8.26514439888,0,8.26514439888,0,0,0,0,0,0,0,0,0,0,8.26514439888,0,0,0,0,8.26514439888,8.26514439888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26514439888,0,0,0,0,8.26514439888,0,0,0,0,0,8.26514439888,8.26514439888
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16554255128775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16554255128775,0,0,0,0,0,0.16554255128775,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07253173676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07253173676,0,0,0,0,0,0,0
0,0,0.0251543984224,0,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0,0.0251543984224,0.0251543984224,0,0,0.0251543984224,0,0,0,0.0251543984224,0,0.0251543984224,0,0.0251543984224,0,0,0,0,0,0.0251543984224,0.0251543984224,0.0251543984224,0,0,0,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0,0,0,0,0,0,0,0,0,0,0,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0,0.0251543984224,0.0251543984224,0,0,0.0251543984224,0,0.0251543984224,0.0251543984224,0.0251543984224,0.0251543984224,0
0,0,0.00865641385996,0,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0,0.00865641385996,0.00865641385996,0,0,0.00865641385996,0,0,0,0.00865641385996,0,0.00865641385996,0,0.00865641385996,0,0,0,0,0,0.00865641385996,0.00865641385996,0.00865641385996,0,0,0,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0,0,0,0,0,0,0,0,0,0,0,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0,0.00865641385996,0.00865641385996,0,0,0.00865641385996,0,0.00865641385996,0.00865641385996,0.00865641385996,0.00865641385996,0
0,0,0,0,0,0,0,0,0,0,0,0,0.00278257641,0,0,0,0,0,0,0.00278257641,0,0,0,0,0,0,0,0,0,0,0,0,0.00278257641,0,0,0,0.00278257641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278257641,0,0,0,0,0.00278257641,0,0,0,0,0,0.00278257641,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0217768376,0,0,0,0,0,0,0.0217768376,0,0,0,0,0,0,0,0,0,0,0,0,0.0217768376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217768376,0,0,0,0.0217768376,0.0217768376,0,0,0,0,0,0.0217768376,0
0,0,0,0,0,0,0,0,0,0,0,0,0.23994394848,0,0,0,0,0,0,0.23994394848,0,0,0,0,0,0,0,0,0,0,0,0,0.23994394848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23994394848,0,0,0,0.23994394848,0.23994394848,0,0,0,0,0,0.23994394848,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131471274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131471274,0,0,0,0,0.00131471274,0,0,0,0,0,0.00131471274,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048107292,0,0,0,0,0,0,0,0,0,0,0,0.00048107292,0.00048107292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048107292,0,0,0,0,0.00048107292,0,0,0,0,0,0.00048107292,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009382979277,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227229759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227229759,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06042717532,0,0,0.06042717532,0,0,0,0,0,0,0,0,0,0,0,0,0.06042717532,0,0,0,0,0.06042717532,0.06042717532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06042717532,0,0,0,0,0.06042717532,0,0,0,0,0,0.06042717532,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065270733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065270733,0,0,0,0,0,0,0
0,0,0.001883525957705,0,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0,0.001883525957705,0.001883525957705,0,0,0.001883525957705,0,0,0,0.001883525957705,0,0.001883525957705,0,0.001883525957705,0,0,0,0,0,0.001883525957705,0.001883525957705,0.001883525957705,0,0,0,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0,0,0,0,0,0,0,0,0,0,0,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0,0.001883525957705,0.001883525957705,0,0,0.001883525957705,0,0.001883525957705,0.001883525957705,0.001883525957705,0.001883525957705,0
0,0,0.00627898138978,0,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0,0.00627898138978,0.00627898138978,0,0,0.00627898138978,0,0,0,0.00627898138978,0,0.00627898138978,0,0.00627898138978,0,0,0,0,0,0.00627898138978,0.00627898138978,0.00627898138978,0,0,0,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0,0,0,0,0,0,0,0,0,0,0,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0,0.00627898138978,0.00627898138978,0,0,0.00627898138978,0,0.00627898138978,0.00627898138978,0.00627898138978,0.00627898138978,0
0,0,0.00391958663985,0,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0,0.00391958663985,0.00391958663985,0,0,0.00391958663985,0,0,0,0.00391958663985,0,0.00391958663985,0,0.00391958663985,0,0,0,0,0,0.00391958663985,0.00391958663985,0.00391958663985,0,0,0,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0,0,0,0,0,0,0,0,0,0,0,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0,0.00391958663985,0.00391958663985,0,0,0.00391958663985,0,0.00391958663985,0.00391958663985,0.00391958663985,0.00391958663985,0
0,0,0.0033144727966,0,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0,0.0033144727966,0.0033144727966,0,0,0.0033144727966,0,0,0,0.0033144727966,0,0.0033144727966,0,0.0033144727966,0,0,0,0,0,0.0033144727966,0.0033144727966,0.0033144727966,0,0,0,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0,0,0,0,0,0,0,0,0,0,0,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0,0.0033144727966,0.0033144727966,0,0,0.0033144727966,0,0.0033144727966,0.0033144727966,0.0033144727966,0.0033144727966,0
0,0,0.055774576703,0,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0,0.055774576703,0.055774576703,0,0,0.055774576703,0,0,0,0.055774576703,0,0.055774576703,0,0.055774576703,0,0,0,0,0,0.055774576703,0.055774576703,0.055774576703,0,0,0,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0,0,0,0,0,0,0,0,0,0,0,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0,0.055774576703,0.055774576703,0,0,0.055774576703,0,0.055774576703,0.055774576703,0.055774576703,0.055774576703,0
0,0,0.03061010518002,0,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0,0.03061010518002,0.03061010518002,0,0,0.03061010518002,0,0,0,0.03061010518002,0,0.03061010518002,0,0.03061010518002,0,0,0,0,0,0.03061010518002,0.03061010518002,0.03061010518002,0,0,0,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0,0,0,0,0,0,0,0,0,0,0,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0,0.03061010518002,0.03061010518002,0,0,0.03061010518002,0,0.03061010518002,0.03061010518002,0.03061010518002,0.03061010518002,0
