"Achnanthes","Achnanthes lanceolata","Achnanthes minutissima","Anabolia nervosa","Ancylus fluviatilis","Anguilla anguilla","Asellus aquaticus","Athripsodes","Baetis buceratus","Baetis rhodani","Barbatula barbatula","Bithynia tentaculata","Caenis luctuosa","Calopteryx splendens","Chaetopteryx villosa","Chironomidae","Cocconeis placentula","Coronadinium","Cottus gobio","CPOM","Dicranota","Elmis aenea","Eloeophila","Encyonema minutum","Ephemera danica","Ephemera vulgata","Erpobdella octoculata","Eunotia tenella","FPOM","Fragilaria capucina","Fragilaria fasciculata","Frustulia rhomboides","Gammarus pulex","Gasterosteus aculeatus","Glossiphonia complanata","Goera pilosa","Gomphonema olivaceum","Gyrosigma acuminatum","Halesus radiatus","Helobdella stagnalis","Hydracarina","Hydropsyche pellucidula","Hydropsyche siltalai","Hydroptila","Hydroptilidae","Ithytrichia","Lepidostoma hirtum","Limnephilus lunatus","Limnius volckmari","Lype reducta","Melosira varians","Meridion circulare","Mystacides azurea","Navicula cryptocephala","Navicula cryptotenella","Navicula lanceolata","Navicula minima","Navicula reinhardtii","Navicula tripunctata","Nemoura avicularis","Nitzschia dissipata","Nitzschia recta","Oligochaeta","Orectochilus villosus","Oulimnius tuberculatus","Perca fluviatilis","Phoxinus phoxinus","Pisidium","Planorbis","Polycentropus flavomaculatus","Potamopyrgus antipodarum","Salmo trutta","Serratella ignita","Sialis lutaria","Simuliidae","Sphaeromias","Squalius cephalus","Tanypodinae","Tinodes waeneri","Triaenodes bicolor","Valvata piscinalis"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624610096831743,0,0,0,0,0.0624610096831743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.2563457171625,0,0,0,0,0.2563457171625,0,0,0,0,0,0,0,0.2563457171625,0,0,0,0,0,0,0,0.2563457171625,0,0,0,0,0,0,0.2563457171625,0.2563457171625,0,0,0,0,0.2563457171625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2563457171625,0,0,0,0,0,0.2563457171625,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12879138085625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12879138085625,0,0,0,0.12879138085625,0,0.12879138085625,0,0.12879138085625,0,0,0.12879138085625,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0149764054875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149764054875,0,0,0,0,0,0,0,0,0
0,0,0,0.143770995175,0,0.143770995175,0,0,0,0,0.143770995175,0,0,0.143770995175,0.143770995175,0,0,0,0.143770995175,0,0.143770995175,0,0.143770995175,0,0,0,0.143770995175,0,0,0,0,0,0.143770995175,0.143770995175,0.143770995175,0,0,0,0.143770995175,0.143770995175,0.143770995175,0.143770995175,0.143770995175,0,0,0,0,0.143770995175,0,0,0,0,0.143770995175,0,0,0,0,0,0,0,0,0,0,0.143770995175,0,0.143770995175,0.143770995175,0,0,0.143770995175,0,0.143770995175,0.143770995175,0.143770995175,0,0,0.143770995175,0.143770995175,0,0.143770995175,0
0,0,0,2.423273502909,2.423273502909,0,2.423273502909,2.423273502909,2.423273502909,2.423273502909,0,2.423273502909,2.423273502909,0,2.423273502909,2.423273502909,0,0,0,0,0,2.423273502909,2.423273502909,0,2.423273502909,2.423273502909,2.423273502909,0,0,0,0,0,2.423273502909,2.423273502909,2.423273502909,2.423273502909,0,0,2.423273502909,0,0,2.423273502909,2.423273502909,2.423273502909,2.423273502909,2.423273502909,2.423273502909,0,2.423273502909,2.423273502909,0,0,2.423273502909,0,0,0,0,0,0,2.423273502909,0,0,2.423273502909,2.423273502909,2.423273502909,0,2.423273502909,2.423273502909,2.423273502909,2.423273502909,2.423273502909,0,0,2.423273502909,2.423273502909,2.423273502909,2.423273502909,0,2.423273502909,2.423273502909,2.423273502909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3763632064e-05,0,0,0,0,8.3763632064e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3763632064e-05,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.385690221219137,0,0,0,0,0.385690221219137,0,0,0,0,0,0,0,0.385690221219137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385690221219137,0,0,0,0,0.385690221219137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385690221219137,0,0,0,0,0.385690221219137,0,0,0,0,0.385690221219137,0,0,0,0
0,0,0,2.32601007798181,2.6042916939883,0,2.6848165706877,2.6042916939883,2.27122720756485,2.27122720756485,0,2.6848165706877,2.6848165706877,0,2.6848165706877,2.67541364063139,0,0,0,0,0.382874203461094,2.6848165706877,2.59484688211596,0,2.6042916939883,2.52658970114181,2.6848165706877,0,0,0,0,0,2.6848165706877,2.6848165706877,2.56937782199709,2.6848165706877,0,0,2.32601007798181,0.08926299294645,0,2.6848165706877,2.6848165706877,2.6848165706877,2.6848165706877,2.6848165706877,2.6848165706877,1.22693342602509,2.6848165706877,2.6848165706877,0,0,2.32601007798181,0,0,0,0,0,0,2.6848165706877,0,0,2.56937782199709,2.6848165706877,2.6848165706877,0,2.6848165706877,2.6848165706877,2.68485845250374,2.56321276186695,2.6848165706877,0,0,2.6848165706877,2.6042916939883,2.68410987506241,2.6848165706877,0,2.6848165706877,2.32601007798181,2.6848165706877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001383683875,0,0.001383683875,0,0,0,0,0,0,0,0,0,0,0,0.001383683875,0,0.001383683875,0,0,0,0,0.001383683875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001383683875,0,0,0,0,0.001383683875,0,0.001383683875,0,0,0.001383683875,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01230371731875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01230371731875,0,0,0.01230371731875,0,0.01230371731875,0,0,0,0,0.01230371731875,0.01230371731875,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115585483125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115585483125,0,0,0,0,0.0115585483125,0,0,0,0
0,0,0,0,0.000931438899384,0,0.000931438899384,0.000931438899384,0,0,0,0.000931438899384,0.000931438899384,0,0.000931438899384,0.000931438899384,0,0,0,0,0,0.000931438899384,0.000931438899384,0,0.000931438899384,0,0.000931438899384,0,0,0,0,0,0.000931438899384,0.000931438899384,0.000931438899384,0.000931438899384,0,0,0,0,0,0.000931438899384,0.000931438899384,0.000931438899384,0.000931438899384,0.000931438899384,0.000931438899384,0,0.000931438899384,0.000931438899384,0,0,0,0,0,0,0,0,0,0.000931438899384,0,0,0.000931438899384,0.000931438899384,0.000931438899384,0,0.000931438899384,0.000931438899384,0.000931438899384,0.000931438899384,0.000931438899384,0,0,0.000931438899384,0.000931438899384,0.000931438899384,0.000931438899384,0,0.000931438899384,0,0.000931438899384
0,0,0,0,0,0.2254232829,0,0,0,0,0.2254232829,0,0,0,0,0,0,0,0.2254232829,0,0,0,0,0,0,0,0.2254232829,0,0,0,0,0,0,0,0.2254232829,0,0,0,0,0.2254232829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2254232829,0,0,0.2254232829,0,0.2254232829,0,0,0,0,0.2254232829,0,0,0,0
0,0,0,0,0,0.0085966443875,0,0,0,0,0.0085966443875,0,0,0,0,0,0,0,0.0085966443875,0,0,0,0,0,0,0,0.0085966443875,0,0,0,0,0,0,0,0.0085966443875,0,0,0,0,0.0085966443875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085966443875,0,0,0.0085966443875,0,0.0085966443875,0,0,0,0,0.0085966443875,0,0,0,0
0,0,0,0,0,0.36241316425,0,0,0,0,0,0,0,0,0,0,0,0,0.36241316425,0,0,0,0,0,0,0,0.36241316425,0,0,0,0,0,0,0,0.36241316425,0,0,0,0,0.36241316425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36241316425,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.1610497533988,0,0,0,0,0.1610497533988,0.1610497533988,0,0.1610497533988,0.1610497533988,0,0,0,0,0,0.1610497533988,0,0,0,0,0.1610497533988,0,0,0,0,0,0.1610497533988,0.1610497533988,0.1610497533988,0.1610497533988,0,0,0,0.1610497533988,0,0.1610497533988,0.1610497533988,0.1610497533988,0.1610497533988,0.1610497533988,0.1610497533988,0,0.1610497533988,0.1610497533988,0,0,0,0,0,0,0,0,0,0.1610497533988,0,0,0.1610497533988,0.1610497533988,0.1610497533988,0,0.1610497533988,0.1610497533988,0.1610497533988,0,0.1610497533988,0,0,0.1610497533988,0,0.1610497533988,0.1610497533988,0,0.1610497533988,0,0.1610497533988
0,0,0,2.32601007798181,2.6042916939883,0,2.6848165706877,2.6042916939883,2.27122720756485,2.27122720756485,0,2.6848165706877,2.6848165706877,0,2.6848165706877,2.67541364063139,0,0,0,0,0.382874203461094,2.6848165706877,2.59484688211596,0,2.6042916939883,2.52658970114181,2.6848165706877,0,0,0,0,0,2.6848165706877,2.6848165706877,2.56937782199709,2.6848165706877,0,0,2.32601007798181,0.08926299294645,0,2.6848165706877,2.6848165706877,2.6848165706877,2.6848165706877,2.6848165706877,2.6848165706877,1.22693342602509,2.6848165706877,2.6848165706877,0,0,2.32601007798181,0,0,0,0,0,0,2.6848165706877,0,0,2.56937782199709,2.6848165706877,2.6848165706877,0,2.6848165706877,2.6848165706877,2.68485845250374,2.56321276186695,2.6848165706877,0,0,2.6848165706877,2.6042916939883,2.68410987506241,2.6848165706877,0,2.6848165706877,2.32601007798181,2.6848165706877
0,0,0,0.051281382232,0.051281382232,0,0.051281382232,0.051281382232,0.051281382232,0.051281382232,0,0.051281382232,0.051281382232,0,0.051281382232,0.051281382232,0,0,0,0,0.051281382232,0.051281382232,0.051281382232,0,0.051281382232,0.051281382232,0.051281382232,0,0,0,0,0,0.051281382232,0.051281382232,0,0.051281382232,0,0,0.051281382232,0,0,0.051281382232,0.051281382232,0.051281382232,0.051281382232,0.051281382232,0.051281382232,0,0.051281382232,0.051281382232,0,0,0.051281382232,0,0,0,0,0,0,0.051281382232,0,0,0,0.051281382232,0.051281382232,0,0.051281382232,0.051281382232,0.051281382232,0.051281382232,0.051281382232,0,0,0.051281382232,0.051281382232,0.051281382232,0.051281382232,0,0.051281382232,0.051281382232,0.051281382232
0,0,0,0.0700303743153,0.0700303743153,0,0.0700303743153,0.0700303743153,0.0700303743153,0.0700303743153,0,0.0700303743153,0.0700303743153,0,0.0700303743153,0.0700303743153,0,0,0,0,0.0700303743153,0.0700303743153,0.0700303743153,0,0.0700303743153,0.0700303743153,0.0700303743153,0,0,0,0,0,0.0700303743153,0.0700303743153,0,0.0700303743153,0,0,0.0700303743153,0,0,0.0700303743153,0.0700303743153,0.0700303743153,0.0700303743153,0.0700303743153,0.0700303743153,0,0.0700303743153,0.0700303743153,0,0,0.0700303743153,0,0,0,0,0,0,0.0700303743153,0,0,0,0.0700303743153,0.0700303743153,0,0.0700303743153,0.0700303743153,0.0700303743153,0.0700303743153,0.0700303743153,0,0,0.0700303743153,0.0700303743153,0.0700303743153,0.0700303743153,0,0.0700303743153,0.0700303743153,0.0700303743153
0,0,0,0,0.0174762324941,0,0.0174762324941,0.0174762324941,0,0,0,0.0174762324941,0.0174762324941,0,0.0174762324941,0,0,0,0,0,0,0.0174762324941,0,0,0.0174762324941,0,0.0174762324941,0,0,0,0,0,0.0174762324941,0.0174762324941,0.0174762324941,0.0174762324941,0,0,0,0.0174762324941,0,0.0174762324941,0.0174762324941,0.0174762324941,0.0174762324941,0.0174762324941,0.0174762324941,0,0.0174762324941,0.0174762324941,0,0,0,0,0,0,0,0,0,0.0174762324941,0,0,0.0174762324941,0.0174762324941,0.0174762324941,0,0.0174762324941,0.0174762324941,0.0174762324941,0.0174762324941,0.0174762324941,0,0,0.0174762324941,0.0174762324941,0.0174762324941,0.0174762324941,0,0.0174762324941,0,0.0174762324941
0,0,0,0,0,2.7368300821875,0,0,0,0,2.7368300821875,0,0,0,0,0,0,0,2.7368300821875,0,0,0,0,0,0,0,2.7368300821875,0,0,0,0,0,0,2.7368300821875,2.7368300821875,0,0,0,0,2.7368300821875,0,2.7368300821875,2.7368300821875,0,0,0,0,0,0,0,0,0,2.7368300821875,0,0,0,0,0,0,0,0,0,0,0,0,2.7368300821875,2.7368300821875,0,0,2.7368300821875,0,2.7368300821875,0,0,0,0,2.7368300821875,2.7368300821875,0,2.7368300821875,0
0,0,0,0,0,0.0014848623972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014848623972,0.0014848623972,0,0,0,0,0.0014848623972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014848623972,0,0,0,0,0,0.0014848623972,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38325573845625,0,0,0,0,0,0,0,0.38325573845625,0,0,0,0,0.38325573845625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38325573845625,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03353977135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03353977135,0,0,0,0,0,0,0,0,0
0,0,0,0.101311736803,0.101311736803,0,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0,0.101311736803,0.101311736803,0,0.101311736803,0.101311736803,0,0,0,0,0.101311736803,0.101311736803,0.101311736803,0,0.101311736803,0.101311736803,0.101311736803,0,0,0,0,0,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0,0,0.101311736803,0,0,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0,0,0.101311736803,0,0,0,0,0,0,0.101311736803,0,0,0.101311736803,0.101311736803,0.101311736803,0,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0,0,0.101311736803,0.101311736803,0.101311736803,0.101311736803,0,0.101311736803,0.101311736803,0.101311736803
0,0,0,0.001413391250591,0.001413391250591,0,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0,0.001413391250591,0.001413391250591,0,0.001413391250591,0,0,0,0,0,0,0.001413391250591,0,0,0.001413391250591,0.001413391250591,0.001413391250591,0,0,0,0,0,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0,0,0.001413391250591,0,0,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0,0,0.001413391250591,0,0,0,0,0,0,0.001413391250591,0,0,0.001413391250591,0.001413391250591,0.001413391250591,0,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0.001413391250591,0,0,0.001413391250591,0.001413391250591,0,0.001413391250591,0,0.001413391250591,0.001413391250591,0.001413391250591
0,0,0,0,0,0.0286253389125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286253389125,0,0,0,0,0,0.0286253389125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1408961755,0,0,0,0,0,0,0,0.1408961755,0,0,0,0,0.1408961755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1408961755,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.048257636875,0,0,0,0,0,0,0,0.048257636875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048257636875,0,0,0,0,0,0,0.048257636875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048257636875,0.048257636875,0,0,0,0,0.048257636875,0,0.048257636875,0,0,0.048257636875,0,0,0,0
0,0,0,0,0,1.77589307791875,0,0,0,0,1.77589307791875,0,0,0,0,0,0,0,1.77589307791875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77589307791875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77589307791875,1.77589307791875,0,0,0,0,1.77589307791875,0,0,0,0,1.77589307791875,0,0,0,0
0,0,0,0,0,0.54617087774375,0,0,0,0,0.54617087774375,0,0,0,0,0,0,0,0.54617087774375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54617087774375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54617087774375,0.54617087774375,0,0,0,0,0.54617087774375,0,0,0,0,0.54617087774375,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041542255625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041542255625,0,0,0,0,0.0041542255625,0,0,0,0,0.0041542255625,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018454527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018454527,0.0018454527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018454527,0,0,0,0,0.0018454527,0,0,0,0,0.0018454527,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112589205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112589205,0.00112589205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112589205,0,0,0,0,0.00112589205,0,0,0,0,0.00112589205,0,0,0,0
0,0,0,0,0,0.36493867875,0,0,0,0,0.36493867875,0,0,0,0,0,0,0,0.36493867875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36493867875,0,0,0,0,0.36493867875,0,0,0,0,0.36493867875,0,0,0,0
0,0,0,0,0,0.0104627674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104627674,0,0,0,0.0104627674,0,0.0104627674,0,0.0104627674,0,0,0,0,0,0,0
