"Achnanthes austriaca","Achnanthes minutissima","Achnanthes oblongella","Agapetus fuscipes","Amphinemura sulcicollis","Baetis niger","Baetis rhodani","Baetis vernus","Calopteryx virgo","Ceratopogonidae","Chironomidae","Chloroperla tripunctata","Cloeon simile","CPOM","Dicranota","Drusus annulatus","Ecdyonurus dispar","Elmis aenea","Empididae","Eunotia curvata","Eunotia exigua","Eunotia pectinalis","Eunotia rhomboidea","Eunotia vanheurckii","FPOM","Fragilaria vaucheriae","Fragilariforma virescens","Gomphonema gracile","Gomphonema intricatum","Halesus radiatus","Heptagenia sulphurea","Hydracarina","Hydropsyche fulvipes","Hydropsyche siltalai","Isoperla grammatica","Lepidostoma hirtum","Leuctra hippopus","Leuctra inermis","Leuctra nigra","Limnephilidae","Limnius volckmari","Odontocerum albicorne","Oligochaeta","Oreodytes sanmarkii","Oulimnius","Oulimnius tuberculatus","Peronia fibula","Plectrocnemia conspersa","Polycentropus kingi","Rhithrogena semicolorata","Rhyacophila dorsalis","Salmo trutta","Sericostoma personatum","Serratella ignita","Siphlonurus lacustris","Siphonoperla torrentium","Surirella linearis","Surirella minuta","Tabellaria flocculosa","Tabellaria quadriseptata","Tanypodinae"
0,0,0,0,0,0,0,0,0.0121989619008,0,0,0.0121989619008,0,0,0.0121989619008,0,0,0,0.0121989619008,0,0,0,0,0,0,0,0,0,0,0.0121989619008,0,0.0121989619008,0.0121989619008,0.0121989619008,0.0121989619008,0,0,0,0,0.0121989619008,0,0,0,0.0121989619008,0,0,0,0.0121989619008,0.0121989619008,0,0.0121989619008,0.0121989619008,0.0121989619008,0.0121989619008,0,0.0121989619008,0,0,0,0,0.0121989619008
0,0,0,0,0,0,0,0,0,0,0,0.0056025497984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056025497984,0,0,0,0.0056025497984,0,0,0,0.0056025497984,0,0,0,0,0.0056025497984
0,0,0,0,0,0,0,0,0.0009665255968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009665255968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,353.887195177972,353.887195177972,34.779134576757,34.779134576757,34.779134576757,0,353.887195177972,347.441954797422,0,353.887195177972,0,50.7703910138345,353.887195177972,353.887195177972,353.887195177972,353.887195177972,0,0,0,0,0,0,0,0,0,0,37.611976819392,353.887195177972,0,353.887195177972,353.887195177972,1,353.887195177972,353.887195177972,353.887195177972,353.887195177972,353.887195177972,353.887195177972,353.887195177972,313.798732614572,0,353.887195177972,353.887195177972,0,1,37.611976819392,353.887195177972,1,0,321.309126808584,0,353.887195177972,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013047241728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013047241728,0,0,0,0.0013047241728,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017283074688,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1684732535664,0,0,0,0,0,0,0,0,0,0,0,0,0.1684732535664,0.1684732535664,0,0.1684732535664,0.1684732535664,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000790500304,0,0.000790500304,0.000790500304,0,0,0,0.000790500304,0,0,0,0,0.000790500304
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001379519808,0,0,0,0,0,0,0,0,0
0,0,0,2.810908746087,2.810908746087,0,0,0,0,2.810908746087,2.810908746087,0,2.810908746087,0,0,2.810908746087,2.810908746087,2.810908746087,2.810908746087,0,0,0,0,0,0,0,0,0,0,0,2.810908746087,0,2.810908746087,2.810908746087,0,2.810908746087,2.810908746087,2.810908746087,2.810908746087,2.810908746087,2.810908746087,2.810908746087,2.810908746087,0,2.810908746087,2.810908746087,0,0,0,2.810908746087,0,0,0,0,2.810908746087,0,0,0,0,0,0
0,0,0,1.4359582948,1.4359582948,0,0,0,0,1.4359582948,1.4359582948,0,1.4359582948,0,0,1.4359582948,1.4359582948,1.4359582948,1.4359582948,0,0,0,0,0,0,0,0,0,0,0,1.4359582948,0,1.4359582948,1.4359582948,0,1.4359582948,1.4359582948,1.4359582948,1.4359582948,1.4359582948,1.4359582948,1.4359582948,1.4359582948,0,1.4359582948,1.4359582948,0,0,0,1.4359582948,0,0,0,0,1.4359582948,0,0,0,0,0,0
0,0,0,6.6319916438,6.6319916438,0,0,0,0,6.6319916438,6.6319916438,0,6.6319916438,0,0,6.6319916438,6.6319916438,6.6319916438,6.6319916438,0,0,0,0,0,0,0,0,0,0,0,6.6319916438,0,6.6319916438,6.6319916438,0,6.6319916438,6.6319916438,6.6319916438,6.6319916438,6.6319916438,6.6319916438,6.6319916438,6.6319916438,0,6.6319916438,6.6319916438,0,0,0,6.6319916438,0,0,0,0,6.6319916438,0,0,0,0,0,0
0,0,0,1.471980045764,1.471980045764,0,0,0,0,1.471980045764,1.471980045764,0,1.471980045764,0,0,1.471980045764,1.471980045764,1.471980045764,1.471980045764,0,0,0,0,0,0,0,0,0,0,0,1.471980045764,0,1.471980045764,1.471980045764,0,1.471980045764,1.471980045764,1.471980045764,1.471980045764,1.471980045764,1.471980045764,1.471980045764,1.471980045764,0,1.471980045764,1.471980045764,0,0,0,1.471980045764,0,0,0,0,1.471980045764,0,0,0,0,0,0
0,0,0,39.914817247224,39.914817247224,0,0,0,0,39.914817247224,39.914817247224,0,39.914817247224,0,0,39.914817247224,39.914817247224,39.914817247224,39.914817247224,0,0,0,0,0,0,0,0,0,0,0,39.914817247224,0,39.914817247224,39.914817247224,0,39.914817247224,39.914817247224,39.914817247224,39.914817247224,39.914817247224,39.914817247224,39.914817247224,39.914817247224,0,39.914817247224,39.914817247224,0,0,0,39.914817247224,0,0,0,0,39.914817247224,0,0,0,0,0,0
0,0,0,353.887195177972,353.887195177972,34.779134576757,34.779134576757,34.779134576757,0,353.887195177972,347.441954797422,0,353.887195177972,0,50.7703910138345,353.887195177972,353.887195177972,353.887195177972,353.887195177972,0,0,0,0,0,0,0,0,0,0,37.611976819392,353.887195177972,0,353.887195177972,353.887195177972,0,353.887195177972,353.887195177972,353.887195177972,353.887195177972,353.887195177972,353.887195177972,353.887195177972,313.798732614572,1,353.887195177972,353.887195177972,0,0,37.611976819392,353.887195177972,1,0,321.309126808584,0,353.887195177972,0,0,0,0,0,0
0,0,0,64.49454828583,64.49454828583,64.49454828583,64.49454828583,64.49454828583,0,64.49454828583,64.49454828583,0,64.49454828583,0,64.49454828583,64.49454828583,64.49454828583,64.49454828583,64.49454828583,0,0,0,0,0,0,0,0,0,0,64.49454828583,64.49454828583,0,64.49454828583,64.49454828583,0,64.49454828583,64.49454828583,64.49454828583,64.49454828583,64.49454828583,64.49454828583,64.49454828583,0,0,64.49454828583,64.49454828583,0,0,64.49454828583,64.49454828583,0,0,64.49454828583,0,64.49454828583,0,0,0,0,0,0
0,0,0,5.66568448527,5.66568448527,0,0,0,0,5.66568448527,5.66568448527,0,5.66568448527,0,5.66568448527,5.66568448527,5.66568448527,5.66568448527,5.66568448527,0,0,0,0,0,0,0,0,0,0,5.66568448527,5.66568448527,0,5.66568448527,5.66568448527,0,5.66568448527,5.66568448527,5.66568448527,5.66568448527,5.66568448527,5.66568448527,5.66568448527,0,0,5.66568448527,5.66568448527,0,0,5.66568448527,5.66568448527,0,0,5.66568448527,0,5.66568448527,0,0,0,0,0,0
0,0,0,3.989409272426,3.989409272426,3.989409272426,3.989409272426,3.989409272426,0,3.989409272426,3.989409272426,0,3.989409272426,0,3.989409272426,3.989409272426,3.989409272426,3.989409272426,3.989409272426,0,0,0,0,0,0,0,0,0,0,3.989409272426,3.989409272426,0,3.989409272426,3.989409272426,0,3.989409272426,3.989409272426,3.989409272426,3.989409272426,3.989409272426,3.989409272426,3.989409272426,3.989409272426,0,3.989409272426,3.989409272426,0,0,3.989409272426,3.989409272426,0,0,3.989409272426,0,3.989409272426,0,0,0,0,0,0
0,0,0,1.074311595258,1.074311595258,1.074311595258,1.074311595258,1.074311595258,0,1.074311595258,1.074311595258,0,1.074311595258,0,1.074311595258,1.074311595258,1.074311595258,1.074311595258,1.074311595258,0,0,0,0,0,0,0,0,0,0,1.074311595258,1.074311595258,0,1.074311595258,1.074311595258,0,1.074311595258,1.074311595258,1.074311595258,1.074311595258,1.074311595258,1.074311595258,1.074311595258,1.074311595258,0,1.074311595258,1.074311595258,0,0,1.074311595258,1.074311595258,0,0,1.074311595258,0,1.074311595258,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011900906576,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120556290512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120556290512,0.0120556290512,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004536746304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004536746304,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033398071568,0.0033398071568,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154107529856,0.0154107529856,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008663025648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008663025648,0.008663025648,0,0,0,0.008663025648,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034619391264,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0001478214544,0,0,0.0001478214544,0,0,0.0001478214544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001478214544,0.0001478214544,0.0001478214544,0,0,0,0,0,0,0,0,0,0,0,0,0.0001478214544,0.0001478214544,0,0.0001478214544,0.0001478214544,0,0,0,0.0001478214544,0,0,0,0,0.0001478214544
0,0,0,0,0,0,0,0,0.0023714327232,0,0,0.0023714327232,0,0,0.0023714327232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023714327232,0.0023714327232,0.0023714327232,0,0,0,0,0,0,0,0,0,0,0,0,0.0023714327232,0.0023714327232,0,0.0023714327232,0.0023714327232,0,0,0,0.0023714327232,0,0,0,0,0.0023714327232
0,0,0,0,0,0,0,0,0.0033138759136,0,0,0.0033138759136,0,0,0.0033138759136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033138759136,0.0033138759136,0.0033138759136,0,0,0,0,0,0,0,0,0,0,0,0,0.0033138759136,0.0033138759136,0,0.0033138759136,0.0033138759136,0,0,0,0.0033138759136,0,0,0,0,0.0033138759136
0,0,0,0,0,0,0,0,0.0473773818432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473773818432,0,0,0,0.0473773818432,0.0473773818432,0,0,0.0473773818432,0,0,0,0,0,0,0,0,0.0473773818432
0,0,0,0,0,0,0,0,0.0005384427568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005384427568,0.0005384427568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005384427568,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0047362551712,0,0,0.0047362551712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047362551712,0,0,0,0.0047362551712,0.0047362551712,0,0.0047362551712,0.0047362551712,0,0,0,0.0047362551712,0,0,0,0,0.0047362551712
0,0,0,0,0,0,0,0,0.0117589284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117589284,0,0,0,0.0117589284,0.0117589284,0,0,0.0117589284,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004202412768,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000790500304,0,0,0,0,0,0,0,0,0
0,0,0,2.8737884054,2.8737884054,0,0,0,0,2.8737884054,0,0,2.8737884054,0,0,2.8737884054,2.8737884054,2.8737884054,2.8737884054,0,0,0,0,0,0,0,0,0,0,0,2.8737884054,0,2.8737884054,2.8737884054,0,2.8737884054,2.8737884054,2.8737884054,2.8737884054,2.8737884054,2.8737884054,2.8737884054,2.8737884054,0,2.8737884054,2.8737884054,0,0,0,2.8737884054,0,0,0,0,2.8737884054,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.0895824e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0895824e-05,2.0895824e-05,0,0,0,0,0,0,0,0,0,0,0,2.0895824e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026597533504,0,0.026597533504,0.026597533504,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007600817448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007600817448,0,0,0.007600817448,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021991721824,0,0,0,0,0,0,0,0,0,0,0,0,0.0021991721824,0.0021991721824,0,0.0021991721824,0.0021991721824,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5198,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191531301024,0.0191531301024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191531301024,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045246511008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045246511008,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042721981624,0,0,0,0,0,0,0,0,0,0,0,0,0.042721981624,0,0,0.042721981624,0,0,0,0,0.042721981624,0,0,0,0,0.042721981624
0,0,0,538.6241081925,538.6241081925,0,0,0,0,538.6241081925,538.6241081925,0,538.6241081925,0,0,538.6241081925,538.6241081925,538.6241081925,538.6241081925,0,0,0,0,0,0,0,0,0,0,0,538.6241081925,0,538.6241081925,538.6241081925,0,538.6241081925,538.6241081925,538.6241081925,538.6241081925,538.6241081925,538.6241081925,538.6241081925,538.6241081925,0,538.6241081925,538.6241081925,0,0,0,538.6241081925,0,0,538.6241081925,0,538.6241081925,0,0,0,0,0,0
0,0,0,2.453363397,2.453363397,0,0,0,0,2.453363397,2.453363397,0,2.453363397,0,0,2.453363397,2.453363397,2.453363397,2.453363397,0,0,0,0,0,0,0,0,0,0,0,2.453363397,0,2.453363397,2.453363397,0,2.453363397,2.453363397,2.453363397,2.453363397,2.453363397,2.453363397,2.453363397,2.453363397,0,2.453363397,2.453363397,0,0,0,2.453363397,0,0,2.453363397,0,2.453363397,0,0,0,0,0,0
0,0,0,6.09251404596,6.09251404596,0,0,0,0,6.09251404596,0,0,6.09251404596,0,0,6.09251404596,6.09251404596,6.09251404596,6.09251404596,0,0,0,0,0,0,0,0,0,0,0,6.09251404596,0,6.09251404596,6.09251404596,0,6.09251404596,6.09251404596,6.09251404596,6.09251404596,6.09251404596,6.09251404596,6.09251404596,0,0,6.09251404596,6.09251404596,0,0,0,6.09251404596,0,0,0,0,6.09251404596,0,0,0,0,0,0
0,0,0,3.92417830974,3.92417830974,0,0,0,0,3.92417830974,0,0,3.92417830974,0,0,3.92417830974,3.92417830974,3.92417830974,3.92417830974,0,0,0,0,0,0,0,0,0,0,0,3.92417830974,0,3.92417830974,3.92417830974,0,3.92417830974,3.92417830974,3.92417830974,3.92417830974,3.92417830974,3.92417830974,3.92417830974,0,0,3.92417830974,3.92417830974,0,0,0,3.92417830974,0,0,0,0,3.92417830974,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0168153791232,0,0,0.0168153791232,0,0,0.0168153791232,0,0,0,0.0168153791232,0,0,0,0,0,0,0,0,0,0,0.0168153791232,0,0.0168153791232,0.0168153791232,0.0168153791232,0.0168153791232,0,0,0,0,0.0168153791232,0,0,0,0.0168153791232,0,0,0,0.0168153791232,0,0,0.0168153791232,0.0168153791232,0.0168153791232,0.0168153791232,0,0.0168153791232,0,0,0,0,0.0168153791232
