"Achnanthes conspicua","Achnanthes levanderi","Achnanthes minutissima","Amphinemura sulcicollis","Baetis muticus","Baetis rhodani","Brachysira vitrea","Ceratopogonidae","Chironomidae","Chloroperla tripunctata","Corixidae","CPOM","Crunoecia irrorata","Diatoma hyemale quadratum","Diplectrona felix","Drusus annulatus","Electrogena lateralis","Elmis aenea","Erpobdella octoculata","FPOM","Fragilaria arcus","Fragilaria capucina","Fragilaria construens","Frustulia rhomboides","Gomphonema parvulum","Gomphonema truncatum","Helodes","Hydracarina","Hydropsyche siltalai","Isoperla grammatica","Leuctra inermis","Leuctra moselyi","Leuctra nigra","Limnius volckmari","Navicula seminulum","Neidium","Nemoura cambrica","Nitzschia","Nitzschia recta","Oligochaeta","Plectrocnemia conspersa","Plectrocnemia geniculata","Silo pallipes","Simuliidae","Siphonoperla torrentium","Synedra acus","Tabellaria flocculosa","Tanypodinae","Tipulidae","Wormaldia"
0,0,0,0.067509224295959,0.0104279997097911,0.0104279997097911,0,0.067509224295959,0.0225531579981904,0,0,0,0.067509224295959,0,0.067509224295959,0.067509224295959,0.067509224295959,0.067509224295959,0.023907837958209,0,0,0,0,0,0,0,0.067509224295959,0,0.067509224295959,1,0.067509224295959,0.067509224295959,0.067509224295959,0.067509224295959,0,0,0.067509224295959,0,0,0.00342355024641029,1,1,0.067509224295959,0.023907837958209,0,0,0,0,0.0225531579981904,0.067509224295959
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4.96946666775e-05,4.96946666775e-05,4.96946666775e-05,0,4.96946666775e-05,4.96946666775e-05,0,0,0,4.96946666775e-05,0,4.96946666775e-05,4.96946666775e-05,4.96946666775e-05,4.96946666775e-05,4.96946666775e-05,0,0,0,0,0,0,0,4.96946666775e-05,0,4.96946666775e-05,0,4.96946666775e-05,4.96946666775e-05,4.96946666775e-05,4.96946666775e-05,0,0,4.96946666775e-05,0,0,0,0,0,4.96946666775e-05,4.96946666775e-05,0,0,0,0,4.96946666775e-05,4.96946666775e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008291294217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002103949786,0,0,0,0,0,0,0,0,0,0,0.002103949786,0.002103949786,0,0,0,0,0,0,0,0.002103949786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.945185e-06,0,0,4.945185e-06,0,4.945185e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006571155385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.067509224295959,0.0104279997097911,0.0104279997097911,0,0.067509224295959,0.0225531579981904,0,0,0,0.067509224295959,0,0.067509224295959,0.067509224295959,0.067509224295959,0.067509224295959,0.023907837958209,0,0,0,0,0,0,0,0.067509224295959,0,0.067509224295959,0,0.067509224295959,0.067509224295959,0.067509224295959,0.067509224295959,0,0,0.067509224295959,0,0,0.00342355024641029,0,0,0.067509224295959,0.023907837958209,0,0,0,0,0.0225531579981904,0.067509224295959
0,0,0,0.01310237706622,0.01310237706622,0.01310237706622,0,0.01310237706622,0.01310237706622,0,0,0,0.01310237706622,0,0.01310237706622,0.01310237706622,0.01310237706622,0.01310237706622,0.01310237706622,0,0,0,0,0,0,0,0.01310237706622,0,0.01310237706622,0,0.01310237706622,0.01310237706622,0.01310237706622,0.01310237706622,0,0,0.01310237706622,0,0,0,0,0,0.01310237706622,0.01310237706622,0,0,0,0,0.01310237706622,0.01310237706622
0,0,0,0.00669113052,0.00669113052,0.00669113052,0,0.00669113052,0.00669113052,0,0,0,0.00669113052,0,0.00669113052,0.00669113052,0.00669113052,0.00669113052,0.00669113052,0,0,0,0,0,0,0,0.00669113052,0,0.00669113052,0,0.00669113052,0.00669113052,0.00669113052,0.00669113052,0,0,0.00669113052,0,0,0,0,0,0.00669113052,0.00669113052,0,0,0,0,0.00669113052,0.00669113052
0,0,0,0.00036943984,0.00036943984,0.00036943984,0,0.00036943984,0.00036943984,0,0,0,0.00036943984,0,0.00036943984,0.00036943984,0.00036943984,0.00036943984,0.00036943984,0,0,0,0,0,0,0,0.00036943984,0,0.00036943984,0,0.00036943984,0.00036943984,0.00036943984,0.00036943984,0,0,0.00036943984,0,0,0,0,0,0.00036943984,0.00036943984,0,0,0,0,0.00036943984,0.00036943984
0,0,0,0.00069528392,0,0,0,0.00069528392,0,0,0,0,0.00069528392,0,0.00069528392,0.00069528392,0.00069528392,0.00069528392,0.00069528392,0,0,0,0,0,0,0,0.00069528392,0,0.00069528392,0,0.00069528392,0.00069528392,0.00069528392,0.00069528392,0,0,0.00069528392,0,0,0.00069528392,0,0,0.00069528392,0.00069528392,0,0,0,0,0,0.00069528392
0,0,0,0.0001882159,0.0001882159,0.0001882159,0,0.0001882159,0.0001882159,0,0,0,0.0001882159,0,0.0001882159,0.0001882159,0.0001882159,0.0001882159,0.0001882159,0,0,0,0,0,0,0,0.0001882159,0,0.0001882159,0,0.0001882159,0.0001882159,0.0001882159,0.0001882159,0,0,0.0001882159,0,0,0.0001882159,0,0,0.0001882159,0.0001882159,0,0,0,0,0.0001882159,0.0001882159
0,0,0,0.0002577982,0.0002577982,0.0002577982,0,0.0002577982,0.0002577982,0,0,0,0.0002577982,0,0.0002577982,0.0002577982,0.0002577982,0.0002577982,0.0002577982,0,0,0,0,0,0,0,0.0002577982,0,0.0002577982,0,0.0002577982,0.0002577982,0.0002577982,0.0002577982,0,0,0.0002577982,0,0,0.0002577982,0,0,0.0002577982,0.0002577982,0,0,0,0,0.0002577982,0.0002577982
0,0,0,0,0,0,0,0,0,0,0.005180371208,0,0,0,0.005180371208,0,0,0,0,0,0,0,0,0,0,0,0.005180371208,0,0.005180371208,0,0,0,0,0,0,0,0,0,0,0,0.005180371208,0.005180371208,0,0,0.005180371208,0,0,0.005180371208,0,0.005180371208
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001040922693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047375495812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003927335445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003927335445,0,0,0,0,0.003927335445
0,0,0,0,0,0,0,0,0,0.004227305742,0,0,0,0,0.004227305742,0,0,0,0.004227305742,0,0,0,0,0,0,0,0,0,0.004227305742,0.004227305742,0,0,0,0,0,0,0,0,0,0,0.004227305742,0.004227305742,0,0,0.004227305742,0,0,0.004227305742,0,0.004227305742
0,0,0,0,0,0,0,0,0,0.000369488268,0,0,0,0,0.000369488268,0,0,0,0.000369488268,0,0,0,0,0,0,0,0,0,0.000369488268,0.000369488268,0,0,0,0,0,0,0,0,0,0,0.000369488268,0.000369488268,0,0,0.000369488268,0,0,0.000369488268,0,0.000369488268
0,0,0,0,0,0,0,0,0,0.00434091735,0,0,0,0,0.00434091735,0,0,0,0.00434091735,0,0,0,0,0,0,0,0,0,0.00434091735,0.00434091735,0,0,0,0,0,0,0,0,0,0,0.00434091735,0.00434091735,0,0,0.00434091735,0,0,0.00434091735,0,0.00434091735
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002271568705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002271568705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002271568705
0,0,0,5.72305066784e-05,5.72305066784e-05,5.72305066784e-05,0,5.72305066784e-05,5.72305066784e-05,0,0,0,5.72305066784e-05,0,5.72305066784e-05,5.72305066784e-05,5.72305066784e-05,5.72305066784e-05,5.72305066784e-05,0,0,0,0,0,0,0,5.72305066784e-05,0,5.72305066784e-05,0,5.72305066784e-05,5.72305066784e-05,5.72305066784e-05,5.72305066784e-05,0,0,5.72305066784e-05,0,0,5.72305066784e-05,0,0,5.72305066784e-05,5.72305066784e-05,0,0,0,0,5.72305066784e-05,5.72305066784e-05
0,0,0,0.0005076501333112,0,0,0,0.0005076501333112,0,0,0,0,0.0005076501333112,0,0.0005076501333112,0.0005076501333112,0.0005076501333112,0.0005076501333112,0.0005076501333112,0,0,0,0,0,0,0,0.0005076501333112,0,0.0005076501333112,0,0.0005076501333112,0.0005076501333112,0.0005076501333112,0.0005076501333112,0,0,0.0005076501333112,0,0,0.0005076501333112,0,0,0.0005076501333112,0.0005076501333112,0,0,0,0,0,0.0005076501333112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481434952,0,0,0.000481434952,0,0,0,0,0,0,0,0,0,0,0.000481434952,0.000481434952,0,0,0.000481434952,0,0,0,0,0.000481434952
0,0,0,8.18050666631e-06,8.18050666631e-06,8.18050666631e-06,0,8.18050666631e-06,8.18050666631e-06,0,0,0,8.18050666631e-06,0,8.18050666631e-06,8.18050666631e-06,8.18050666631e-06,8.18050666631e-06,8.18050666631e-06,0,0,0,0,0,0,0,8.18050666631e-06,0,8.18050666631e-06,0,8.18050666631e-06,8.18050666631e-06,8.18050666631e-06,8.18050666631e-06,0,0,8.18050666631e-06,0,0,8.18050666631e-06,0,0,8.18050666631e-06,8.18050666631e-06,0,0,0,0,8.18050666631e-06,8.18050666631e-06
0,0,0,0.0001319322133399,0.0001319322133399,0.0001319322133399,0,0.0001319322133399,0.0001319322133399,0,0,0,0.0001319322133399,0,0.0001319322133399,0.0001319322133399,0.0001319322133399,0.0001319322133399,0.0001319322133399,0,0,0,0,0,0,0,0.0001319322133399,0,0.0001319322133399,0,0.0001319322133399,0.0001319322133399,0.0001319322133399,0.0001319322133399,0,0,0.0001319322133399,0,0,0.0001319322133399,0,0,0.0001319322133399,0.0001319322133399,0,0,0,0,0.0001319322133399,0.0001319322133399
0,0,0,0,0,0,0,0,0,0.016453639404,0.016453639404,0,0,0,0,0,0,0,0.016453639404,0,0,0,0,0,0,0,0.016453639404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016453639404,0.016453639404,0,0,0.016453639404,0,0,0.016453639404,0,0.016453639404
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001817747516,0.001817747516,0,0,0,0,0,0.001817747516,0,0.001817747516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011168221084,0.011168221084,0,0,0,0,0,0.011168221084,0,0.011168221084
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5013803e-05,0,0,0,2.5013803e-05,0,0,0,0,0,0,0,0,2.5013803e-05,2.5013803e-05,2.5013803e-05,0,0,0,0,0,0,0,0,0,0,2.5013803e-05,2.5013803e-05,0,0,2.5013803e-05,0,0,2.5013803e-05,0,2.5013803e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016532065167,0,0,0,0,0,0,0,0,0,0,0.016532065167,0.016532065167,0,0,0.016532065167,0,0,0.016532065167,0,0.016532065167
0,0,0,0.0207559333307,0,0,0,0.0207559333307,0.0207559333307,0,0,0,0.0207559333307,0,0.0207559333307,0.0207559333307,0.0207559333307,0.0207559333307,0.0207559333307,0,0,0,0,0,0,0,0.0207559333307,0,0.0207559333307,0,0.0207559333307,0.0207559333307,0.0207559333307,0.0207559333307,0,0,0.0207559333307,0,0,0,0,0,0.0207559333307,0.0207559333307,0,0,0,0,0.0207559333307,0.0207559333307
0,0,0,0.0872027726755,0,0,0,0.0872027726755,0,0,0,0,0.0872027726755,0,0.0872027726755,0.0872027726755,0.0872027726755,0.0872027726755,0,0,0,0,0,0,0,0,0.0872027726755,0,0.0872027726755,0,0.0872027726755,0.0872027726755,0.0872027726755,0.0872027726755,0,0,0.0872027726755,0,0,0,0,0,0.0872027726755,0,0,0,0,0,0,0.0872027726755
0,0,0,0,0,0,0,0,0,0.000616779093,0.000616779093,0,0,0,0.000616779093,0,0,0,0.000616779093,0,0,0,0,0,0,0,0.000616779093,0.000616779093,0.000616779093,0.000616779093,0,0,0,0,0,0,0,0,0,0,0.000616779093,0.000616779093,0,0,0.000616779093,0,0,0.000616779093,0,0.000616779093
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017188633464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017188633464,0.017188633464,0,0,0,0,0,0.017188633464,0,0.017188633464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
