"","Lake_species","Taxa.x","study.site","foodweb.name","taxonomy","taxonomy.level","common","lifestage","metabolic.type","movement.type","mass.mean.g.","geographic.location","longitude","latitude","ecosystem.type","altitude","include","notes","lake_database","Taxa.y","Count.of.Lake_species","Sum.of.phyto_density_ind_ml","Sum.of.zoop_density_ind_m3","Sum.of.fish_number","Sum.of.effort_h","CPUE","density","species_type","logN","logM","logCPUE","logCPUE.pred","log10.density.comb","density.comb","biomass","biomass_units"
"11","Whipple Lake_Diaptomus minutus","Diaptomus minutus","Adirondack lakes","Whipple Lake","Diaptomus minutus","species","copepod",NA,"invertebrate","swimming",1.44e-05,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Diaptomus minutus",1,0,205176,0,0,NA,0.205176,"zooplankton",-0.687873441207148,-4.84163750790475,NA,NA,-0.687873441207148,0.205176,2.9545344e-06,"g.ml"
"12","Whipple Lake_Dinobryon sp.","Dinobryon sp.","Adirondack lakes","Whipple Lake","Dinobryon sp.","genus","golden-brown algae",NA,"primary producer","floating",1.36e-09,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Dinobryon sp.",1,94.5,0,0,0,NA,94.5,"phytoplankton",1.97543180850926,-8.86646109162978,NA,NA,1.97543180850926,94.5,1.2852e-07,"g.ml"
"13","Whipple Lake_fish eggs","fish eggs","Adirondack lakes","Whipple Lake","fish eggs",NA,NA,"larvae","ectotherm vertebrate","floating",0.0201,"USA",-74.3,44.39,"lakes",493,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.69680394257951,NA,NA,NA,NA,NA,"g.ml"
"14","Whipple Lake_fish fry","fish fry","Adirondack lakes","Whipple Lake","fish fry",NA,NA,"larvae","ectotherm vertebrate","swimming",0.016,"USA",-74.3,44.39,"lakes",493,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.79588001734408,NA,NA,-5.55966031693396,2.75638376369601e-06,4.41021402191361e-08,"g.ml"
"15","Whipple Lake_Gastropus stylifer","Gastropus stylifer","Adirondack lakes","Whipple Lake","Gastropus stylifer","species","rotifer",NA,"invertebrate","swimming",8.55e-07,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Gastropus stylifer",1,0,1328,0,0,NA,0.001328,"zooplankton",-2.876801924968,-6.06803388527183,NA,NA,-2.876801924968,0.001328,1.13544e-09,"g.ml"
"16","Whipple Lake_Holopedium gibberum","Holopedium gibberum","Adirondack lakes","Whipple Lake","Holopedium gibberum","species","cladocera",NA,"invertebrate","swimming",6.82e-05,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Holopedium gibberum",1,0,352,0,0,NA,0.000352,"zooplankton",-3.45345733652187,-4.16621562534352,NA,NA,-3.45345733652187,0.000352,2.40064e-08,"g.ml"
"17","Whipple Lake_Ictalurus nebulosus","Ictalurus nebulosus","Adirondack lakes","Whipple Lake","Ictalurus nebulosus","species","brown bullhead",NA,"ectotherm vertebrate","swimming",29,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Ictalurus nebulosus",1,0,0,2,28.57142857,0.0700000000035,NA,"fish",NA,1.46239799789896,-1.15490195996403,-8.9712067811389,-8.9712067811389,1.06854599003303e-09,3.09878337109577e-08,"g.ml"
"18","Whipple Lake_Keratella taurocephala","Keratella taurocephala","Adirondack lakes","Whipple Lake","Keratella taurocephala","species","rotifer",NA,"invertebrate","swimming",1e-08,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Keratella taurocephala",1,0,169063,0,0,NA,0.169063,"zooplankton",-0.771951428795326,-8,NA,NA,-0.771951428795326,0.169063,1.69063e-09,"g.ml"
"19","Whipple Lake_Lepomis gibbosus","Lepomis gibbosus","Adirondack lakes","Whipple Lake","Lepomis gibbosus","species","pumpkinseed",NA,"ectotherm vertebrate","swimming",2,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Lepomis gibbosus",2,0,0,5,55.84415584,0.0895348837275933,NA,"fish",NA,0.301029995663981,-1.04800772603877,-8.86431254721364,-8.86431254721364,1.36674487100585e-09,2.7334897420117e-09,"g.ml"
"20","Whipple Lake_Mallomonas sp.","Mallomonas sp.","Adirondack lakes","Whipple Lake","Mallomonas sp.","genus","golden-brown algae",NA,"primary producer","floating",5.65e-09,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Mallomonas sp.",2,73.5,0,0,0,NA,73.5,"phytoplankton",1.86628733908419,-8.24795155218056,NA,NA,1.86628733908419,73.5,4.15275e-07,"g.ml"
"21","Whipple Lake_Mesocyclops edax","Mesocyclops edax","Adirondack lakes","Whipple Lake","Mesocyclops edax","species","copepod",NA,"invertebrate","swimming",1e-05,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Mesocyclops edax",1,0,45701,0,0,NA,0.045701,"zooplankton",-1.34007429687259,-5,NA,NA,-1.34007429687259,0.045701,4.5701e-07,"g.ml"
"22","Whipple Lake_Notemigonus crysoleucas","Notemigonus crysoleucas","Adirondack lakes","Whipple Lake","Notemigonus crysoleucas","species","golden shiner",NA,"ectotherm vertebrate","swimming",8,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Notemigonus crysoleucas",1,0,0,1,25,0.04,NA,"fish",NA,0.903089986991944,-1.39794000867204,-9.21424482984691,-9.21424482984691,6.10597708559771e-10,4.88478166847817e-09,"g.ml"
"23","Whipple Lake_Oocyctis sp.","Oocyctis sp.","Adirondack lakes","Whipple Lake","Oocyctis sp.","genus","green algae",NA,"primary producer","floating",8.61e-08,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Oocyctis sp.",1,13264.6,0,0,0,NA,13264.6,"phytoplankton",4.12269415816969,-7.06499684854635,NA,NA,4.12269415816969,13264.6,0.00114208206,"g.ml"
"24","Whipple Lake_Peridinium inconspicuum","Peridinium inconspicuum","Adirondack lakes","Whipple Lake","Peridinium inconspicuum","species","dinoflagellate",NA,"primary producer","swimming",5.6e-08,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Peridinium inconspicuum",1,14,0,0,0,NA,14,"phytoplankton",1.14612803567824,-7.2518119729938,NA,NA,1.14612803567824,14,7.84e-07,"g.ml"
"25","Whipple Lake_Polyarthra major","Polyarthra major","Adirondack lakes","Whipple Lake","Polyarthra major","species","rotifer",NA,"invertebrate","swimming",8.55e-07,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Polyarthra major",1,0,18047,0,0,NA,0.018047,"zooplankton",-1.74359498166583,-6.06803388527183,NA,NA,-1.74359498166583,0.018047,1.5430185e-08,"g.ml"
"26","Whipple Lake_Polyarthra remata","Polyarthra remata","Adirondack lakes","Whipple Lake","Polyarthra remata","species","rotifer",NA,"invertebrate","swimming",1.99e-07,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Polyarthra remata",1,0,234,0,0,NA,0.000234,"zooplankton",-3.63078414258986,-6.70114692359029,NA,NA,-3.63078414258986,0.000234,4.6566e-11,"g.ml"
"27","Whipple Lake_Salvelinus fontinalis","Salvelinus fontinalis","Adirondack lakes","Whipple Lake","Salvelinus fontinalis","species","brook trout",NA,"ectotherm vertebrate","swimming",300,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Salvelinus fontinalis",1,0,0,2,28.57142857,0.0700000000035,NA,"fish",NA,2.47712125471966,-1.15490195996403,-8.9712067811389,-8.9712067811389,1.06854599003303e-09,3.20563797009908e-07,"g.ml"
"28","Whipple Lake_Semotilus atromaculatus","Semotilus atromaculatus","Adirondack lakes","Whipple Lake","Semotilus atromaculatus","species","creek chub",NA,"ectotherm vertebrate","swimming",11,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Semotilus atromaculatus",1,0,0,1,25,0.04,NA,"fish",NA,1.04139268515823,-1.39794000867204,-9.21424482984691,-9.21424482984691,6.10597708559771e-10,6.71657479415748e-09,"g.ml"
"29","Whipple Lake_Sphaerocystis schroeteri","Sphaerocystis schroeteri","Adirondack lakes","Whipple Lake","Sphaerocystis schroeteri","species","green algae",NA,"primary producer","floating",1.11e-09,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Sphaerocystis schroeteri",1,13950.7,0,0,0,NA,13950.7,"phytoplankton",4.14459599961752,-8.95467702121334,NA,NA,4.14459599961752,13950.7,1.5485277e-05,"g.ml"
"30","Whipple Lake_Synura sp.","Synura sp.","Adirondack lakes","Whipple Lake","Synura sp.","genus","colonial phytoplankton",NA,"primary producer","swimming",1.61e-10,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Synura sp.",1,2058,0,0,0,NA,2058,"phytoplankton",3.31344537042641,-9.79317412396815,NA,NA,3.31344537042641,2058,3.31338e-07,"g.ml"
"31","Whipple Lake_Tetraedron minimum","Tetraedron minimum","Adirondack lakes","Whipple Lake","Tetraedron minimum","species","green algae",NA,"primary producer","floating",7.02e-10,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Tetraedron minimum",1,559,0,0,0,NA,559,"phytoplankton",2.74741180788642,-9.15366288787019,NA,NA,2.74741180788642,559,3.92418e-07,"g.ml"
"32","Whipple Lake_Tropocyclops prasinus","Tropocyclops prasinus","Adirondack lakes","Whipple Lake","Tropocyclops prasinus","species","copepod",NA,"invertebrate","swimming",6.85e-06,"USA",-74.3,44.39,"lakes",493,1,"","Whipple Lake","Tropocyclops prasinus",1,0,5469,0,0,NA,0.005469,"zooplankton",-2.26209207662536,-5.16430942850757,NA,NA,-2.26209207662536,0.005469,3.746265e-08,"g.ml"
