"","Lake_species","Taxa.x","study.site","foodweb.name","taxonomy","taxonomy.level","common","lifestage","metabolic.type","movement.type","mass.mean.g.","geographic.location","longitude","latitude","ecosystem.type","altitude","include","notes","lake_database","Taxa.y","Count.of.Lake_species","Sum.of.phyto_density_ind_ml","Sum.of.zoop_density_ind_m3","Sum.of.fish_number","Sum.of.effort_h","CPUE","density","species_type","logN","logM","logCPUE","logCPUE.pred","log10.density.comb","density.comb","biomass","biomass_units"
"11","Bridge brook lake_Chrysosphaerella longispina","Chrysosphaerella longispina","Adirondack lakes","Bridge brook lake","Chrysosphaerella longispina","species","phytoplankton",NA,"primary producer","floating",7.65e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Chrysosphaerella longispina",2,554.3,0,0,0,NA,554.3,"phytoplankton",2.74374487859246,-9.11633856484638,NA,NA,2.74374487859246,554.3,4.240395e-07,"g.ml"
"12","Bridge brook lake_Colletheca mutabilis","Colletheca mutabilis","Adirondack lakes","Bridge brook lake","Colletheca mutabilis","species","rotifer",NA,"invertebrate","swimming",3.21e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Colletheca mutabilis",1,0,4980,0,0,NA,0.00498,"zooplankton",-2.30277065724028,-4.49349496759513,NA,NA,-2.30277065724028,0.00498,1.59858e-07,"g.ml"
"13","Bridge brook lake_Conochiloides dossuarius","Conochiloides dossuarius","Adirondack lakes","Bridge brook lake","Conochiloides dossuarius","species","rotifer",NA,"invertebrate","swimming",1.83e-06,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Conochiloides dossuarius",1,0,3320,0,0,NA,0.00332,"zooplankton",-2.47886191629596,-5.73754891026957,NA,NA,-2.47886191629596,0.00332,6.0756e-09,"g.ml"
"14","Bridge brook lake_Conochiloides unicornis","Conochiloides unicornis","Adirondack lakes","Bridge brook lake","Conochiloides unicornis","species","rotifer",NA,"invertebrate","swimming",3.18e-07,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Conochiloides unicornis",1,0,9668,0,0,NA,0.009668,"zooplankton",-2.01466335826439,-6.49757288001557,NA,NA,-2.01466335826439,0.009668,3.074424e-09,"g.ml"
"15","Bridge brook lake_copepod nauplii","copepod nauplii","Adirondack lakes","Bridge brook lake","copepod nauplii",NA,"copepod","nauplii","invertebrate","swimming",2.8e-06,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","copepod nauplii",1,0,18750,0,0,NA,0.01875,"zooplankton",-1.72699872793626,-5.55284196865778,NA,NA,-1.72699872793626,0.01875,5.25e-08,"g.ml"
"16","Bridge brook lake_Cosmarium sp.","Cosmarium sp.","Adirondack lakes","Bridge brook lake","Cosmarium sp.","genus","phytoplankton",NA,"primary producer","floating",3.49e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Cosmarium sp.",1,127.1,0,0,0,NA,127.1,"phytoplankton",2.10414555055401,-9.45717457304082,NA,NA,2.10414555055401,127.1,4.43579e-08,"g.ml"
"17","Bridge brook lake_Crucigenia crucifera","Crucigenia crucifera","Adirondack lakes","Bridge brook lake","Crucigenia crucifera","species","green algae",NA,"primary producer","floating",8.23e-11,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Crucigenia crucifera",1,56,0,0,0,NA,56,"phytoplankton",1.7481880270062,-10.0846001647877,NA,NA,1.7481880270062,56,4.6088e-09,"g.ml"
"18","Bridge brook lake_Crucigenia quadrata","Crucigenia quadrata","Adirondack lakes","Bridge brook lake","Crucigenia quadrata","species","green algae",NA,"primary producer","floating",8.23e-11,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Crucigenia quadrata",1,609.9,0,0,0,NA,609.9,"phytoplankton",2.7852586333577,-10.0846001647877,NA,NA,2.7852586333577,609.9,5.019477e-08,"g.ml"
"19","Bridge brook lake_Crucigenia rectangularis","Crucigenia rectangularis","Adirondack lakes","Bridge brook lake","Crucigenia rectangularis","species","green algae",NA,"primary producer","floating",8.23e-11,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Crucigenia rectangularis",1,70,0,0,0,NA,70,"phytoplankton",1.84509804001426,-10.0846001647877,NA,NA,1.84509804001426,70,5.761e-09,"g.ml"
"20","Bridge brook lake_Crucigenia tetrapaedia","Crucigenia tetrapaedia","Adirondack lakes","Bridge brook lake","Crucigenia tetrapaedia","species","green algae",NA,"primary producer","floating",8.23e-11,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Crucigenia tetrapaedia",1,7,0,0,0,NA,7,"phytoplankton",0.845098040014257,-10.0846001647877,NA,NA,0.845098040014257,7,5.761e-10,"g.ml"
"21","Bridge brook lake_Cryptomonas erosa","Cryptomonas erosa","Adirondack lakes","Bridge brook lake","Cryptomonas erosa","species","phytoplankton",NA,"primary producer","floating",4.75e-11,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Cryptomonas erosa",1,7,0,0,0,NA,7,"phytoplankton",0.845098040014257,-10.3233063903751,NA,NA,0.845098040014257,7,3.325e-10,"g.ml"
"22","Bridge brook lake_Cryptomonas ovata","Cryptomonas ovata","Adirondack lakes","Bridge brook lake","Cryptomonas ovata","species","phytoplankton",NA,"primary producer","floating",4.75e-11,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Cryptomonas ovata",1,42,0,0,0,NA,42,"phytoplankton",1.6232492903979,-10.3233063903751,NA,NA,1.6232492903979,42,1.995e-09,"g.ml"
"23","Bridge brook lake_Cyclops vernalis","Cyclops vernalis","Adirondack lakes","Bridge brook lake","Cyclops vernalis","species","copepod",NA,"invertebrate","swimming",2.24e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Cyclops vernalis",1,0,493,0,0,NA,0.000493,"zooplankton",-3.30715308072277,-4.64975198166584,NA,NA,-3.30715308072277,0.000493,1.10432e-08,"g.ml"
"24","Bridge brook lake_Cyclotella glomerata","Cyclotella glomerata","Adirondack lakes","Bridge brook lake","Cyclotella glomerata","species","phytoplankton",NA,"primary producer","floating",1.05e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Cyclotella glomerata",1,660.7,0,0,0,NA,660.7,"phytoplankton",2.82000430680832,-9.97881070093006,NA,NA,2.82000430680832,660.7,6.93735e-08,"g.ml"
"25","Bridge brook lake_Cyclotella sp.","Cyclotella sp.","Adirondack lakes","Bridge brook lake","Cyclotella sp.","genus","phytoplankton",NA,"primary producer","floating",1.05e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Cyclotella sp.",1,31.5,0,0,0,NA,31.5,"phytoplankton",1.4983105537896,-9.97881070093006,NA,NA,1.4983105537896,31.5,3.3075e-09,"g.ml"
"26","Bridge brook lake_Daphnia catawba","Daphnia catawba","Adirondack lakes","Bridge brook lake","Daphnia catawba","species","daphnia",NA,"invertebrate","swimming",1e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Daphnia catawba",1,0,23,0,0,NA,2.3e-05,"zooplankton",-4.63827216398241,-5,NA,NA,-4.63827216398241,2.3e-05,2.3e-10,"g.ml"
"27","Bridge brook lake_Daphnia dubia","Daphnia dubia","Adirondack lakes","Bridge brook lake","Daphnia dubia","species","daphnia",NA,"invertebrate","swimming",1e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Daphnia dubia",1,0,82,0,0,NA,8.2e-05,"zooplankton",-4.08618614761628,-5,NA,NA,-4.08618614761628,8.2e-05,8.2e-10,"g.ml"
"28","Bridge brook lake_Daphnia longiremis","Daphnia longiremis","Adirondack lakes","Bridge brook lake","Daphnia longiremis","species","daphnia",NA,"invertebrate","swimming",1e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Daphnia longiremis",1,0,1608,0,0,NA,0.001608,"zooplankton",-2.79371395558757,-5,NA,NA,-2.79371395558757,0.001608,1.608e-08,"g.ml"
"29","Bridge brook lake_Daphnia retrocurva","Daphnia retrocurva","Adirondack lakes","Bridge brook lake","Daphnia retrocurva","species","daphnia",NA,"invertebrate","swimming",1e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Daphnia retrocurva",1,0,1350,0,0,NA,0.00135,"zooplankton",-2.86966623150499,-5,NA,NA,-2.86966623150499,0.00135,1.35e-08,"g.ml"
"30","Bridge brook lake_Diaphanosoma birgei","Diaphanosoma birgei","Adirondack lakes","Bridge brook lake","Diaphanosoma birgei","species","cladocera",NA,"invertebrate","swimming",4.01e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Diaphanosoma birgei",1,0,5059,0,0,NA,0.005059,"zooplankton",-2.29593532059143,-4.39685562737982,NA,NA,-2.29593532059143,0.005059,2.028659e-07,"g.ml"
"31","Bridge brook lake_Diaptomus minutus","Diaptomus minutus","Adirondack lakes","Bridge brook lake","Diaptomus minutus","species","copepod",NA,"invertebrate","swimming",1.44e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Diaptomus minutus",1,0,45201,0,0,NA,0.045201,"zooplankton",-1.3448519570099,-4.84163750790475,NA,NA,-1.3448519570099,0.045201,6.508944e-07,"g.ml"
"32","Bridge brook lake_Dictyosphaerium pulchellum","Dictyosphaerium pulchellum","Adirondack lakes","Bridge brook lake","Dictyosphaerium pulchellum","species","green algae",NA,"primary producer","floating",7.14e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Dictyosphaerium pulchellum",1,14,0,0,0,NA,14,"phytoplankton",1.14612803567824,-9.14630178822383,NA,NA,1.14612803567824,14,9.996e-09,"g.ml"
"33","Bridge brook lake_Dinobryon bavaricum","Dinobryon bavaricum","Adirondack lakes","Bridge brook lake","Dinobryon bavaricum","species","golden-brown algae",NA,"primary producer","floating",1.36e-09,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Dinobryon bavaricum",1,28,0,0,0,NA,28,"phytoplankton",1.44715803134222,-8.86646109162978,NA,NA,1.44715803134222,28,3.808e-08,"g.ml"
"34","Bridge brook lake_Dinobryon sertularia","Dinobryon sertularia","Adirondack lakes","Bridge brook lake","Dinobryon sertularia","species","golden-brown algae",NA,"primary producer","floating",1.36e-09,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Dinobryon sertularia",1,236.3,0,0,0,NA,236.3,"phytoplankton",2.37346372163237,-8.86646109162978,NA,NA,2.37346372163237,236.3,3.21368e-07,"g.ml"
"35","Bridge brook lake_Elakatrothrix gelatinosa","Elakatrothrix gelatinosa","Adirondack lakes","Bridge brook lake","Elakatrothrix gelatinosa","species","phytoplankton",NA,"primary producer","floating",1.96e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Elakatrothrix gelatinosa",1,127.1,0,0,0,NA,127.1,"phytoplankton",2.10414555055401,-9.70774392864352,NA,NA,2.10414555055401,127.1,2.49116e-08,"g.ml"
"36","Bridge brook lake_Epishura lacustris","Epishura lacustris","Adirondack lakes","Bridge brook lake","Epishura lacustris","species","copepod",NA,"invertebrate","swimming",0.000122,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Epishura lacustris",1,0,117,0,0,NA,0.000117,"zooplankton",-3.93181413825384,-3.91364016932525,NA,NA,-3.93181413825384,0.000117,1.4274e-08,"g.ml"
"37","Bridge brook lake_fish eggs","fish eggs","Adirondack lakes","Bridge brook lake","fish eggs",NA,NA,"larvae","ectotherm vertebrate","floating",0.0201,"USA",-74.57,44.16,"lakes",486,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.69680394257951,NA,NA,NA,NA,NA,"g.ml"
"38","Bridge brook lake_fish fry","fish fry","Adirondack lakes","Bridge brook lake","fish fry",NA,NA,"larvae","ectotherm vertebrate","swimming",0.016,"USA",-74.57,44.16,"lakes",486,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.79588001734408,NA,NA,-5.55966031693396,2.75638376369601e-06,4.41021402191361e-08,"g.ml"
"39","Bridge brook lake_Gastropus stylifer","Gastropus stylifer","Adirondack lakes","Bridge brook lake","Gastropus stylifer","species","rotifer",NA,"invertebrate","swimming",8.55e-07,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Gastropus stylifer",1,0,391,0,0,NA,0.000391,"zooplankton",-3.40782324260413,-6.06803388527183,NA,NA,-3.40782324260413,0.000391,3.34305e-10,"g.ml"
"40","Bridge brook lake_Gymnodinium palustre","Gymnodinium palustre","Adirondack lakes","Bridge brook lake","Gymnodinium palustre","species","phytoplankton",NA,"primary producer","floating",9.39e-09,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Gymnodinium palustre",1,7,0,0,0,NA,7,"phytoplankton",0.845098040014257,-8.02733440773389,NA,NA,0.845098040014257,7,6.573e-08,"g.ml"
"41","Bridge brook lake_Holopedium gibberum","Holopedium gibberum","Adirondack lakes","Bridge brook lake","Holopedium gibberum","species","cladocera",NA,"invertebrate","swimming",6.82e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Holopedium gibberum",1,0,1432,0,0,NA,0.001432,"zooplankton",-2.84405698202816,-4.16621562534352,NA,NA,-2.84405698202816,0.001432,9.76624e-08,"g.ml"
"42","Bridge brook lake_Ictalurus nebulosus","Ictalurus nebulosus","Adirondack lakes","Bridge brook lake","Ictalurus nebulosus","species","brown bullhead",NA,"ectotherm vertebrate","swimming",59,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Ictalurus nebulosus",2,0,0,214,144.6629213,1.47930097136784,NA,"fish",NA,1.77085201164214,0.170056542425921,-7.64624827874895,-7.64624827874895,2.25814445846862e-08,1.33230523049648e-06,"g.ml"
"43","Bridge brook lake_Kelicottia bostoniensis","Kelicottia bostoniensis","Adirondack lakes","Bridge brook lake","Kelicottia bostoniensis","species","rotifer",NA,"invertebrate","swimming",2e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Kelicottia bostoniensis",1,0,103711,0,0,NA,0.103711,"zooplankton",-0.984175178172719,-7.69897000433602,NA,NA,-0.984175178172719,0.103711,2.07422e-09,"g.ml"
"44","Bridge brook lake_Kelicottia longispina","Kelicottia longispina","Adirondack lakes","Bridge brook lake","Kelicottia longispina","species","rotifer",NA,"invertebrate","swimming",2e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Kelicottia longispina",1,0,18555,0,0,NA,0.018555,"zooplankton",-1.7315390413152,-7.69897000433602,NA,NA,-1.7315390413152,0.018555,3.711e-10,"g.ml"
"45","Bridge brook lake_Keratella cochlearis","Keratella cochlearis","Adirondack lakes","Bridge brook lake","Keratella cochlearis","species","rotifer",NA,"invertebrate","swimming",1e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Keratella cochlearis",1,0,2148,0,0,NA,0.002148,"zooplankton",-2.66796572297248,-8,NA,NA,-2.66796572297248,0.002148,2.148e-11,"g.ml"
"46","Bridge brook lake_Keratella crassa","Keratella crassa","Adirondack lakes","Bridge brook lake","Keratella crassa","species","rotifer",NA,"invertebrate","swimming",1.89e-06,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Keratella crassa",1,0,19141,0,0,NA,0.019141,"zooplankton",-1.7180353767401,-5.72353819582676,NA,NA,-1.7180353767401,0.019141,3.617649e-08,"g.ml"
"47","Bridge brook lake_Keratella taurocephala","Keratella taurocephala","Adirondack lakes","Bridge brook lake","Keratella taurocephala","species","rotifer",NA,"invertebrate","swimming",1e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Keratella taurocephala",1,0,23145,0,0,NA,0.023145,"zooplankton",-1.63554281488117,-8,NA,NA,-1.63554281488117,0.023145,2.3145e-10,"g.ml"
"48","Bridge brook lake_Lepomis gibbosus","Lepomis gibbosus","Adirondack lakes","Bridge brook lake","Lepomis gibbosus","species","pumpkinseed",NA,"ectotherm vertebrate","swimming",35,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Lepomis gibbosus",2,0,0,35,140.0793651,0.249858356903704,NA,"fish",NA,1.54406804435028,-0.602306120319978,-8.41861094149485,-8.41861094149485,3.81407350474777e-09,1.33492572666172e-07,"g.ml"
"49","Bridge brook lake_Leptodora kindtii","Leptodora kindtii","Adirondack lakes","Bridge brook lake","Leptodora kindtii","species","cladocera",NA,"invertebrate","swimming",0.00456,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Leptodora kindtii",1,0,35,0,0,NA,3.5e-05,"zooplankton",-4.45593195564972,-2.34103515733557,NA,NA,-4.45593195564972,3.5e-05,1.596e-07,"g.ml"
"50","Bridge brook lake_Luxilus cornutus","Luxilus cornutus","Adirondack lakes","Bridge brook lake","Luxilus cornutus","species","common shiner",NA,"ectotherm vertebrate","swimming",8,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Luxilus cornutus",2,0,0,245,43.59767892,5.61956521698243,NA,"fish",NA,0.903089986991944,0.749702715716788,-7.06660210545809,-7.06660210545809,8.57823411147914e-08,6.86258728918331e-07,"g.ml"
"51","Bridge brook lake_Mallomonas sp.","Mallomonas sp.","Adirondack lakes","Bridge brook lake","Mallomonas sp.","genus","golden-brown algae",NA,"primary producer","floating",5.65e-09,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Mallomonas sp.",2,10.5,0,0,0,NA,10.5,"phytoplankton",1.02118929906994,-8.24795155218056,NA,NA,1.02118929906994,10.5,5.9325e-08,"g.ml"
"52","Bridge brook lake_Melosira sp.","Melosira sp.","Adirondack lakes","Bridge brook lake","Melosira sp.","genus","diatom",NA,"primary producer","floating",5.8e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Melosira sp.",1,14,0,0,0,NA,14,"phytoplankton",1.14612803567824,-9.23657200643706,NA,NA,1.14612803567824,14,8.12e-09,"g.ml"
"53","Bridge brook lake_Merismopedia tenuissima","Merismopedia tenuissima","Adirondack lakes","Bridge brook lake","Merismopedia tenuissima","species","cyanobacteria",NA,"primary producer","floating",2.41e-11,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Merismopedia tenuissima",1,37201.9,0,0,0,NA,37201.9,"phytoplankton",4.57056512102286,-10.6179829574251,NA,NA,4.57056512102286,37201.9,8.9656579e-07,"g.ml"
"54","Bridge brook lake_Mesocyclops edax","Mesocyclops edax","Adirondack lakes","Bridge brook lake","Mesocyclops edax","species","copepod",NA,"invertebrate","swimming",1e-05,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Mesocyclops edax",1,0,37803,0,0,NA,0.037803,"zooplankton",-1.42247373371445,-5,NA,NA,-1.42247373371445,0.037803,3.7803e-07,"g.ml"
"55","Bridge brook lake_nanoflagellates ","nanoflagellates ","Adirondack lakes","Bridge brook lake","nanoflagellates ",NA,NA,NA,"primary producer","swimming",3.49e-12,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","nanoflagellates ",2,457.4,0,0,0,NA,457.4,"phytoplankton",2.66029616027073,-11.4571745730408,NA,NA,2.66029616027073,457.4,1.596326e-09,"g.ml"
"56","Bridge brook lake_Notemigonus crysoleucas","Notemigonus crysoleucas","Adirondack lakes","Bridge brook lake","Notemigonus crysoleucas","species","golden shiner",NA,"ectotherm vertebrate","swimming",9.6,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Notemigonus crysoleucas",2,0,0,63,123.6434109,0.509529780369396,NA,"fish",NA,0.982271233039568,-0.292830427806463,-8.10913524898134,-8.10913524898134,7.77794290841289e-09,7.46682519207638e-08,"g.ml"
"57","Bridge brook lake_Oocyctis sp.","Oocyctis sp.","Adirondack lakes","Bridge brook lake","Oocyctis sp.","genus","green algae",NA,"primary producer","floating",8.61e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Oocyctis sp.",1,50.8,0,0,0,NA,50.8,"phytoplankton",1.70586371228392,-7.06499684854635,NA,NA,1.70586371228392,50.8,4.37388e-06,"g.ml"
"58","Bridge brook lake_Pediastrum tetras","Pediastrum tetras","Adirondack lakes","Bridge brook lake","Pediastrum tetras","species","green algae",NA,"primary producer","floating",4.91e-10,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Pediastrum tetras",1,14,0,0,0,NA,14,"phytoplankton",1.14612803567824,-9.30891850787703,NA,NA,1.14612803567824,14,6.874e-09,"g.ml"
"59","Bridge brook lake_Peridinium inconspicuum","Peridinium inconspicuum","Adirondack lakes","Bridge brook lake","Peridinium inconspicuum","species","dinoflagellate",NA,"primary producer","swimming",5.6e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Peridinium inconspicuum",1,52.5,0,0,0,NA,52.5,"phytoplankton",1.72015930340596,-7.2518119729938,NA,NA,1.72015930340596,52.5,2.94e-06,"g.ml"
"60","Bridge brook lake_Peridinium wisconsinense","Peridinium wisconsinense","Adirondack lakes","Bridge brook lake","Peridinium wisconsinense","species","dinoflagellate",NA,"primary producer","swimming",5.6e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Peridinium wisconsinense",1,3.5,0,0,0,NA,3.5,"phytoplankton",0.544068044350276,-7.2518119729938,NA,NA,0.544068044350276,3.5,1.96e-07,"g.ml"
"61","Bridge brook lake_Polyarthra euryptera","Polyarthra euryptera","Adirondack lakes","Bridge brook lake","Polyarthra euryptera","species","rotifer",NA,"invertebrate","swimming",1.09e-06,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Polyarthra euryptera",1,0,21680,0,0,NA,0.02168,"zooplankton",-1.66394072213365,-5.96257350205938,NA,NA,-1.66394072213365,0.02168,2.36312e-08,"g.ml"
"62","Bridge brook lake_Polyarthra remata","Polyarthra remata","Adirondack lakes","Bridge brook lake","Polyarthra remata","species","rotifer",NA,"invertebrate","swimming",1.99e-07,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Polyarthra remata",1,0,488,0,0,NA,0.000488,"zooplankton",-3.31158017799729,-6.70114692359029,NA,NA,-3.31158017799729,0.000488,9.7112e-11,"g.ml"
"63","Bridge brook lake_Polyarthra vulgaris","Polyarthra vulgaris","Adirondack lakes","Bridge brook lake","Polyarthra vulgaris","species","rotifer",NA,"invertebrate","swimming",5.09e-07,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Polyarthra vulgaris",1,0,4102,0,0,NA,0.004102,"zooplankton",-2.38700434396765,-6.29328221766324,NA,NA,-2.38700434396765,0.004102,2.087918e-09,"g.ml"
"64","Bridge brook lake_Rhizosolenia eriensis","Rhizosolenia eriensis","Adirondack lakes","Bridge brook lake","Rhizosolenia eriensis","species","phytoplankton",NA,"primary producer","floating",3.08e-08,"USA",-74.57,44.16,"lakes",486,1,"","Bridge brook lake","Rhizosolenia eriensis",1,91,0,0,0,NA,91,"phytoplankton",1.95904139232109,-7.51144928349956,NA,NA,1.95904139232109,91,2.8028e-06,"g.ml"
