"","Lake_species","Taxa.x","study.site","foodweb.name","taxonomy","taxonomy.level","common","lifestage","metabolic.type","movement.type","mass.mean.g.","geographic.location","longitude","latitude","ecosystem.type","altitude","include","notes","lake_database","Taxa.y","Count.of.Lake_species","Sum.of.phyto_density_ind_ml","Sum.of.zoop_density_ind_m3","Sum.of.fish_number","Sum.of.effort_h","CPUE","density","species_type","logN","logM","logCPUE","logCPUE.pred","log10.density.comb","density.comb","biomass","biomass_units"
"11","Falls lake_Diaphanosoma birgei","Diaphanosoma birgei","Adirondack lakes","Falls lake","Diaphanosoma birgei","species","cladocera",NA,"invertebrate","swimming",4.01e-05,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Diaphanosoma birgei",1,0,109,0,0,NA,0.000109,"zooplankton",-3.96257350205938,-4.39685562737982,NA,NA,-3.96257350205938,0.000109,4.3709e-09,"g.ml"
"12","Falls lake_Diaptomus leptopus","Diaptomus leptopus","Adirondack lakes","Falls lake","Diaptomus leptopus","species","copepod",NA,"invertebrate","swimming",1.01e-05,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Diaptomus leptopus",1,0,5611,0,0,NA,0.005611,"zooplankton",-2.25095973129654,-4.99567862621736,NA,NA,-2.25095973129654,0.005611,5.66711e-08,"g.ml"
"13","Falls lake_Diaptomus minutus","Diaptomus minutus","Adirondack lakes","Falls lake","Diaptomus minutus","species","copepod",NA,"invertebrate","swimming",1.44e-05,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Diaptomus minutus",1,0,46639,0,0,NA,0.046639,"zooplankton",-1.33125076998013,-4.84163750790475,NA,NA,-1.33125076998013,0.046639,6.716016e-07,"g.ml"
"14","Falls lake_Diaptomus sicilis","Diaptomus sicilis","Adirondack lakes","Falls lake","Diaptomus sicilis","species","copepod",NA,"invertebrate","swimming",5.79e-06,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Diaptomus sicilis",1,0,11830,0,0,NA,0.01183,"zooplankton",-1.92701525537207,-5.23732143627256,NA,NA,-1.92701525537207,0.01183,6.84957e-08,"g.ml"
"15","Falls lake_Diceras sp.","Diceras sp.","Adirondack lakes","Falls lake","Diceras sp.","genus","golden-brown algae",NA,"primary producer","floating",8.86e-11,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Diceras sp.",1,0.3,0,0,0,NA,0.3,"phytoplankton",-0.522878745280338,-10.052566278113,NA,NA,-0.522878745280338,0.3,2.658e-11,"g.ml"
"16","Falls lake_Dinobryon bavaricum","Dinobryon bavaricum","Adirondack lakes","Falls lake","Dinobryon bavaricum","species","golden-brown algae",NA,"primary producer","floating",1.36e-09,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Dinobryon bavaricum",1,8.4,0,0,0,NA,8.4,"phytoplankton",0.924279286061882,-8.86646109162978,NA,NA,0.924279286061882,8.4,1.1424e-08,"g.ml"
"17","Falls lake_Dinobryon sp.","Dinobryon sp.","Adirondack lakes","Falls lake","Dinobryon sp.","genus","golden-brown algae",NA,"primary producer","floating",1.36e-09,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Dinobryon sp.",1,1.1,0,0,0,NA,1.1,"phytoplankton",0.0413926851582251,-8.86646109162978,NA,NA,0.0413926851582251,1.1,1.496e-09,"g.ml"
"18","Falls lake_Euastrum sp.","Euastrum sp.","Adirondack lakes","Falls lake","Euastrum sp.","genus","green algae",NA,"primary producer","floating",3.21e-09,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Euastrum sp.",1,0,0,0,0,NA,NA,"phytoplankton",NA,-8.49349496759513,NA,NA,NA,NA,NA,"g.ml"
"19","Falls lake_Eucyclops agilis","Eucyclops agilis","Adirondack lakes","Falls lake","Eucyclops agilis","species","copepod",NA,"invertebrate","swimming",1e-05,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Eucyclops agilis",1,0,122,0,0,NA,0.000122,"zooplankton",-3.91364016932525,-5,NA,NA,-3.91364016932525,0.000122,1.22e-09,"g.ml"
"20","Falls lake_fish eggs","fish eggs","Adirondack lakes","Falls lake","fish eggs",NA,NA,"larvae","ectotherm vertebrate","floating",0.0201,"USA",-74.68,43.63,"lakes",759,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.69680394257951,NA,NA,NA,NA,NA,"g.ml"
"21","Falls lake_fish fry","fish fry","Adirondack lakes","Falls lake","fish fry",NA,NA,"larvae","ectotherm vertebrate","swimming",0.016,"USA",-74.68,43.63,"lakes",759,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish",NA,-1.79588001734408,NA,NA,-5.55966031693396,2.75638376369601e-06,4.41021402191361e-08,"g.ml"
"22","Falls lake_Gastropus stylifer","Gastropus stylifer","Adirondack lakes","Falls lake","Gastropus stylifer","species","rotifer",NA,"invertebrate","swimming",8.55e-07,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Gastropus stylifer",1,0,2009,0,0,NA,0.002009,"zooplankton",-2.69702006325175,-6.06803388527183,NA,NA,-2.69702006325175,0.002009,1.717695e-09,"g.ml"
"23","Falls lake_Keratella taurocephala","Keratella taurocephala","Adirondack lakes","Falls lake","Keratella taurocephala","species","rotifer",NA,"invertebrate","swimming",1e-08,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Keratella taurocephala",1,0,245313,0,0,NA,0.245313,"zooplankton",-0.61027943638935,-8,NA,NA,-0.61027943638935,0.245313,2.45313e-09,"g.ml"
"24","Falls lake_Mallomonas sp.","Mallomonas sp.","Adirondack lakes","Falls lake","Mallomonas sp.","genus","golden-brown algae",NA,"primary producer","floating",5.65e-09,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Mallomonas sp.",3,4.3,0,0,0,NA,4.3,"phytoplankton",0.633468455579587,-8.24795155218056,NA,NA,0.633468455579587,4.3,2.4295e-08,"g.ml"
"25","Falls lake_Merismopedia tenuissima","Merismopedia tenuissima","Adirondack lakes","Falls lake","Merismopedia tenuissima","species","cyanobacteria",NA,"primary producer","floating",2.41e-11,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Merismopedia tenuissima",1,25736.4,0,0,0,NA,25736.4,"phytoplankton",4.41054779783341,-10.6179829574251,NA,NA,4.41054779783341,25736.4,6.2024724e-07,"g.ml"
"26","Falls lake_Mesocyclops edax","Mesocyclops edax","Adirondack lakes","Falls lake","Mesocyclops edax","species","copepod",NA,"invertebrate","swimming",1e-05,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Mesocyclops edax",1,0,256,0,0,NA,0.000256,"zooplankton",-3.59176003468815,-5,NA,NA,-3.59176003468815,0.000256,2.56e-09,"g.ml"
"27","Falls lake_nanoflagellates ","nanoflagellates ","Adirondack lakes","Falls lake","nanoflagellates ",NA,NA,NA,"primary producer","swimming",3.49e-12,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","nanoflagellates ",1,25.4,0,0,0,NA,25.4,"phytoplankton",1.40483371661994,-11.4571745730408,NA,NA,1.40483371661994,25.4,8.8646e-11,"g.ml"
"28","Falls lake_Navicula sp.","Navicula sp.","Adirondack lakes","Falls lake","Navicula sp.","genus","diatom",NA,"primary producer","floating",9.01e-10,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Navicula sp.",1,0,0,0,0,NA,NA,"phytoplankton",NA,-9.04527520902094,NA,NA,NA,NA,NA,"g.ml"
"29","Falls lake_Oocyctis sp.","Oocyctis sp.","Adirondack lakes","Falls lake","Oocyctis sp.","genus","green algae",NA,"primary producer","floating",8.61e-08,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Oocyctis sp.",1,127.1,0,0,0,NA,127.1,"phytoplankton",2.10414555055401,-7.06499684854635,NA,NA,2.10414555055401,127.1,1.094331e-05,"g.ml"
"30","Falls lake_Polyphemus pediculus","Polyphemus pediculus","Adirondack lakes","Falls lake","Polyphemus pediculus","species","cladocera",NA,"invertebrate","swimming",0.00677,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Polyphemus pediculus",1,0,21,0,0,NA,2.1e-05,"zooplankton",-4.67778070526608,-2.16941133131486,NA,NA,-4.67778070526608,2.1e-05,1.4217e-07,"g.ml"
"31","Falls lake_Salvelinus fontinalis","Salvelinus fontinalis","Adirondack lakes","Falls lake","Salvelinus fontinalis","species","brook trout",NA,"ectotherm vertebrate","swimming",600,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Salvelinus fontinalis",1,0,0,1,25,0.04,NA,"fish",NA,2.77815125038364,-1.39794000867204,-9.21424482984691,-9.21424482984691,6.10597708559771e-10,3.66358625135863e-07,"g.ml"
"32","Falls lake_Scenedesmus sp.","Scenedesmus sp.","Adirondack lakes","Falls lake","Scenedesmus sp.","genus","green algae",NA,"primary producer","floating",1.61e-10,"USA",-74.68,43.63,"lakes",759,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"phytoplankton",NA,-9.79317412396815,NA,NA,NA,NA,NA,"g.ml"
"33","Falls lake_Schroederia setigera","Schroederia setigera","Adirondack lakes","Falls lake","Schroederia setigera","species","green algae",NA,"primary producer","floating",6.37e-10,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Schroederia setigera",1,40.7,0,0,0,NA,40.7,"phytoplankton",1.60959440922522,-9.19586056766465,NA,NA,1.60959440922522,40.7,2.59259e-08,"g.ml"
"34","Falls lake_Sphaerocystis schroeteri","Sphaerocystis schroeteri","Adirondack lakes","Falls lake","Sphaerocystis schroeteri","species","green algae",NA,"primary producer","floating",1.11e-09,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Sphaerocystis schroeteri",1,167.7,0,0,0,NA,167.7,"phytoplankton",2.22453306260609,-8.95467702121334,NA,NA,2.22453306260609,167.7,1.86147e-07,"g.ml"
"35","Falls lake_Synchaeta sp.","Synchaeta sp.","Adirondack lakes","Falls lake","Synchaeta sp.","genus","rotifer",NA,"invertebrate","swimming",1.37e-05,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Synchaeta sp.",1,0,56,0,0,NA,5.6e-05,"zooplankton",-4.2518119729938,-4.86327943284359,NA,NA,-4.2518119729938,5.6e-05,7.672e-10,"g.ml"
"36","Falls lake_Tabellaria fenestrata","Tabellaria fenestrata","Adirondack lakes","Falls lake","Tabellaria fenestrata","species","diatom",NA,"primary producer","floating",1.07e-09,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Tabellaria fenestrata",1,0.1,0,0,0,NA,0.1,"phytoplankton",-1,-8.97061622231479,NA,NA,-1,0.1,1.07e-10,"g.ml"
"37","Falls lake_Trichocerca multicrinis","Trichocerca multicrinis","Adirondack lakes","Falls lake","Trichocerca multicrinis","species","rotifer",NA,"invertebrate","swimming",1.23e-06,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Trichocerca multicrinis",1,0,167,0,0,NA,0.000167,"zooplankton",-3.77728352885242,-5.9100948885606,NA,NA,-3.77728352885242,0.000167,2.0541e-10,"g.ml"
"38","Falls lake_Trichocerca pusilla","Trichocerca pusilla","Adirondack lakes","Falls lake","Trichocerca pusilla","species","rotifer",NA,"invertebrate","swimming",7.46e-07,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Trichocerca pusilla",1,0,56,0,0,NA,5.6e-05,"zooplankton",-4.2518119729938,-6.12726117252733,NA,NA,-4.2518119729938,5.6e-05,4.1776e-11,"g.ml"
"39","Falls lake_Zygnema sp.","Zygnema sp.","Adirondack lakes","Falls lake","Zygnema sp.","genus","filamentous algae",NA,"primary producer","floating",2.57e-08,"USA",-74.68,43.63,"lakes",759,1,"","Falls lake","Zygnema sp.",1,0,0,0,0,NA,NA,"phytoplankton",NA,-7.59006687666871,NA,NA,NA,NA,NA,"g.ml"
